Record	Plot	Row	Column	Cp	Csp	Entry	Year	Location	Genotype	Trait	Value
392	256	2	9	0	0	392	2019	Preston	NxB-RIL-362-26	W2	2.89	
392	256	2	9	0	0	392	2019	Preston	NxB-RIL-362-26	W3	0	
469	257	2	9	0	0	469	2019	Preston	NxB-RIL-366-5	STD	1.2	
469	257	2	9	0	0	469	2019	Preston	NxB-RIL-366-5	V1	2.09	
469	257	2	9	0	0	469	2019	Preston	NxB-RIL-366-5	V2	3.8	
469	257	2	9	0	0	469	2019	Preston	NxB-RIL-366-5	V3	4.63	
469	257	2	9	0	0	469	2019	Preston	NxB-RIL-366-5	W1	2.24	
469	257	2	9	0	0	469	2019	Preston	NxB-RIL-366-5	W2	5.89	
469	257	2	9	0	0	469	2019	Preston	NxB-RIL-366-5	W3	7.49	
715	258	2	9	1	0	715	2019	Preston	NorLin	STD	2.2	
715	258	2	9	1	0	715	2019	Preston	NorLin	V1	2.09	
715	258	2	9	1	0	715	2019	Preston	NorLin	V2	2.8	
715	258	2	9	1	0	715	2019	Preston	NorLin	V3	2.63	
715	258	2	9	1	0	715	2019	Preston	NorLin	W1	0	
715	258	2	9	1	0	715	2019	Preston	NorLin	W2	3.89	
715	258	2	9	1	0	715	2019	Preston	NorLin	W3	3.49	
652	259	2	9	0	0	652	2019	Preston	NxB-RIL-373-27	STD	2.2	
652	259	2	9	0	0	652	2019	Preston	NxB-RIL-373-27	V1	2.09	
652	259	2	9	0	0	652	2019	Preston	NxB-RIL-373-27	V2	2.8	
652	259	2	9	0	0	652	2019	Preston	NxB-RIL-373-27	V3	1.63	
652	259	2	9	0	0	652	2019	Preston	NxB-RIL-373-27	W1	1.24	
652	259	2	9	0	0	652	2019	Preston	NxB-RIL-373-27	W2	7.89	
652	259	2	9	0	0	652	2019	Preston	NxB-RIL-373-27	W3	1.49	
398	260	2	9	0	0	398	2019	Preston	NxB-RIL-363-1	STD	2.2	
398	260	2	9	0	0	398	2019	Preston	NxB-RIL-363-1	V1	2.09	
398	260	2	9	0	0	398	2019	Preston	NxB-RIL-363-1	V2	3.8	
398	260	2	9	0	0	398	2019	Preston	NxB-RIL-363-1	V3	3.63	
398	260	2	9	0	0	398	2019	Preston	NxB-RIL-363-1	W1	3.24	
398	260	2	9	0	0	398	2019	Preston	NxB-RIL-363-1	W2	6.89	
398	260	2	9	0	0	398	2019	Preston	NxB-RIL-363-1	W3	5.49	
576	261	2	9	0	0	576	2019	Preston	NxB-RIL-370-21	STD	2.2	
576	261	2	9	0	0	576	2019	Preston	NxB-RIL-370-21	V1	2.09	
576	261	2	9	0	0	576	2019	Preston	NxB-RIL-370-21	V2	2.8	
576	261	2	9	0	0	576	2019	Preston	NxB-RIL-370-21	V3	2.63	
576	261	2	9	0	0	576	2019	Preston	NxB-RIL-370-21	W1	3.24	
576	261	2	9	0	0	576	2019	Preston	NxB-RIL-370-21	W2	6.89	
576	261	2	9	0	0	576	2019	Preston	NxB-RIL-370-21	W3	2.49	
363	262	2	9	0	0	363	2019	Preston	NxB-RIL-361-24	STD	2.2	
363	262	2	9	0	0	363	2019	Preston	NxB-RIL-361-24	V1	2.09	
363	262	2	9	0	0	363	2019	Preston	NxB-RIL-361-24	V2	1.8	
363	262	2	9	0	0	363	2019	Preston	NxB-RIL-361-24	V3	0.63	
363	262	2	9	0	0	363	2019	Preston	NxB-RIL-361-24	W1	1.24	
363	262	2	9	0	0	363	2019	Preston	NxB-RIL-361-24	W2	4.89	
363	262	2	9	0	0	363	2019	Preston	NxB-RIL-361-24	W3	0.49	
21	263	3	1	0	0	21	2019	Preston	BxN-RIL-346-25	STD	2.46	
21	263	3	1	0	0	21	2019	Preston	BxN-RIL-346-25	V1	3.09	
21	263	3	1	0	0	21	2019	Preston	BxN-RIL-346-25	V2	4.19	
21	263	3	1	0	0	21	2019	Preston	BxN-RIL-346-25	V3	4.15	
21	263	3	1	0	0	21	2019	Preston	BxN-RIL-346-25	W1	3.88	
21	263	3	1	0	0	21	2019	Preston	BxN-RIL-346-25	W2	5.89	
21	263	3	1	0	0	21	2019	Preston	BxN-RIL-346-25	W3	7.07	
538	264	3	1	0	0	538	2019	Preston	NxB-RIL-369-5	STD	3.46	
538	264	3	1	0	0	538	2019	Preston	NxB-RIL-369-5	V1	2.09	
538	264	3	1	0	0	538	2019	Preston	NxB-RIL-369-5	V2	2.19	
538	264	3	1	0	0	538	2019	Preston	NxB-RIL-369-5	V3	1.15	
538	264	3	1	0	0	538	2019	Preston	NxB-RIL-369-5	W1	3.88	
538	264	3	1	0	0	538	2019	Preston	NxB-RIL-369-5	W2	3.89	
538	264	3	1	0	0	538	2019	Preston	NxB-RIL-369-5	W3	0	
660	265	3	1	0	0	660	2019	Preston	NxB-RIL-374-5	STD	1.46	
660	265	3	1	0	0	660	2019	Preston	NxB-RIL-374-5	V1	1.09	
660	265	3	1	0	0	660	2019	Preston	NxB-RIL-374-5	V2	1.19	
660	265	3	1	0	0	660	2019	Preston	NxB-RIL-374-5	V3	1.15	
660	265	3	1	0	0	660	2019	Preston	NxB-RIL-374-5	W1	0	
660	265	3	1	0	0	660	2019	Preston	NxB-RIL-374-5	W2	2.89	
660	265	3	1	0	0	660	2019	Preston	NxB-RIL-374-5	W3	0	
562	266	3	1	0	0	562	2019	Preston	NxB-RIL-370-4	STD	2.46	
562	266	3	1	0	0	562	2019	Preston	NxB-RIL-370-4	V1	2.09	
562	266	3	1	0	0	562	2019	Preston	NxB-RIL-370-4	V2	2.19	
562	266	3	1	0	0	562	2019	Preston	NxB-RIL-370-4	V3	1.15	
562	266	3	1	0	0	562	2019	Preston	NxB-RIL-370-4	W1	3.88	
562	266	3	1	0	0	562	2019	Preston	NxB-RIL-370-4	W2	3.89	
562	266	3	1	0	0	562	2019	Preston	NxB-RIL-370-4	W3	0	
715	267	3	1	1	0	715	2019	Preston	NorLin	STD	1.46	
715	267	3	1	1	0	715	2019	Preston	NorLin	V1	2.09	
715	267	3	1	1	0	715	2019	Preston	NorLin	V2	2.19	
715	267	3	1	1	0	715	2019	Preston	NorLin	V3	2.15	
715	267	3	1	1	0	715	2019	Preston	NorLin	W1	1.88	
715	267	3	1	1	0	715	2019	Preston	NorLin	W2	3.89	
715	267	3	1	1	0	715	2019	Preston	NorLin	W3	0	
459	268	3	1	0	0	459	2019	Preston	NxB-RIL-365-22	STD	2.46	
459	268	3	1	0	0	459	2019	Preston	NxB-RIL-365-22	V1	1.09	
459	268	3	1	0	0	459	2019	Preston	NxB-RIL-365-22	V2	2.19	
459	268	3	1	0	0	459	2019	Preston	NxB-RIL-365-22	V3	2.15	
459	268	3	1	0	0	459	2019	Preston	NxB-RIL-365-22	W1	3.88	
459	268	3	1	0	0	459	2019	Preston	NxB-RIL-365-22	W2	5.89	
459	268	3	1	0	0	459	2019	Preston	NxB-RIL-365-22	W3	1.07	
653	269	3	1	0	0	653	2019	Preston	NxB-RIL-373-28	STD	2.46	
653	269	3	1	0	0	653	2019	Preston	NxB-RIL-373-28	V1	2.09	
653	269	3	1	0	0	653	2019	Preston	NxB-RIL-373-28	V2	5.19	
653	269	3	1	0	0	653	2019	Preston	NxB-RIL-373-28	V3	5.15	
653	269	3	1	0	0	653	2019	Preston	NxB-RIL-373-28	W1	4.88	
653	269	3	1	0	0	653	2019	Preston	NxB-RIL-373-28	W2	7.89	
653	269	3	1	0	0	653	2019	Preston	NxB-RIL-373-28	W3	8.07	
269	270	3	1	0	0	269	2019	Preston	BxN-RIL-358-19	STD	1.46	
269	270	3	1	0	0	269	2019	Preston	BxN-RIL-358-19	V1	3.09	
269	270	3	1	0	0	269	2019	Preston	BxN-RIL-358-19	V2	3.19	
269	270	3	1	0	0	269	2019	Preston	BxN-RIL-358-19	V3	3.15	
269	270	3	1	0	0	269	2019	Preston	BxN-RIL-358-19	W1	1.88	
269	270	3	1	0	0	269	2019	Preston	BxN-RIL-358-19	W2	6.89	
269	270	3	1	0	0	269	2019	Preston	BxN-RIL-358-19	W3	4.07	
685	271	3	1	0	0	685	2019	Preston	NxB-RIL-375-3	STD	1.46	
685	271	3	1	0	0	685	2019	Preston	NxB-RIL-375-3	V1	2.09	
685	271	3	1	0	0	685	2019	Preston	NxB-RIL-375-3	V2	2.19	
685	271	3	1	0	0	685	2019	Preston	NxB-RIL-375-3	V3	4.15	
685	271	3	1	0	0	685	2019	Preston	NxB-RIL-375-3	W1	3.88	
685	271	3	1	0	0	685	2019	Preston	NxB-RIL-375-3	W2	5.89	
685	271	3	1	0	0	685	2019	Preston	NxB-RIL-375-3	W3	8.07	
250	272	3	2	0	0	250	2019	Preston	BxN-RIL-357-23	STD	0.93	
250	272	3	2	0	0	250	2019	Preston	BxN-RIL-357-23	V1	0.97	
250	272	3	2	0	0	250	2019	Preston	BxN-RIL-357-23	V2	0.8	
250	272	3	2	0	0	250	2019	Preston	BxN-RIL-357-23	V3	1.15	
250	272	3	2	0	0	250	2019	Preston	BxN-RIL-357-23	W1	0	
250	272	3	2	0	0	250	2019	Preston	BxN-RIL-357-23	W2	1.89	
250	272	3	2	0	0	250	2019	Preston	BxN-RIL-357-23	W3	0	
23	273	3	2	0	0	23	2019	Preston	BxN-RIL-346-28	STD	1.93	
23	273	3	2	0	0	23	2019	Preston	BxN-RIL-346-28	V1	2.97	
23	273	3	2	0	0	23	2019	Preston	BxN-RIL-346-28	V2	3.8	
23	273	3	2	0	0	23	2019	Preston	BxN-RIL-346-28	V3	4.15	
23	273	3	2	0	0	23	2019	Preston	BxN-RIL-346-28	W1	4.88	
23	273	3	2	0	0	23	2019	Preston	BxN-RIL-346-28	W2	5.89	
23	273	3	2	0	0	23	2019	Preston	BxN-RIL-346-28	W3	8.04	
292	274	3	2	0	0	292	2019	Preston	BxN-RIL-359-12	STD	0.93	
292	274	3	2	0	0	292	2019	Preston	BxN-RIL-359-12	V1	0.97	
292	274	3	2	0	0	292	2019	Preston	BxN-RIL-359-12	V2	0.8	
292	274	3	2	0	0	292	2019	Preston	BxN-RIL-359-12	V3	1.15	
292	274	3	2	0	0	292	2019	Preston	BxN-RIL-359-12	W1	0	
292	274	3	2	0	0	292	2019	Preston	BxN-RIL-359-12	W2	1.89	
292	274	3	2	0	0	292	2019	Preston	BxN-RIL-359-12	W3	0	
245	275	3	2	0	0	245	2019	Preston	BxN-RIL-357-18	STD	2.93	
245	275	3	2	0	0	245	2019	Preston	BxN-RIL-357-18	V1	3.97	
245	275	3	2	0	0	245	2019	Preston	BxN-RIL-357-18	V2	4.8	
245	275	3	2	0	0	245	2019	Preston	BxN-RIL-357-18	V3	5.15	
245	275	3	2	0	0	245	2019	Preston	BxN-RIL-357-18	W1	4.88	
245	275	3	2	0	0	245	2019	Preston	BxN-RIL-357-18	W2	7.89	
245	275	3	2	0	0	245	2019	Preston	BxN-RIL-357-18	W3	8.04	
715	276	3	2	1	0	715	2019	Preston	NorLin	STD	2.93	
715	276	3	2	1	0	715	2019	Preston	NorLin	V1	2.97	
715	276	3	2	1	0	715	2019	Preston	NorLin	V2	2.8	
715	276	3	2	1	0	715	2019	Preston	NorLin	V3	2.15	
715	276	3	2	1	0	715	2019	Preston	NorLin	W1	1.88	
715	276	3	2	1	0	715	2019	Preston	NorLin	W2	3.89	
715	276	3	2	1	0	715	2019	Preston	NorLin	W3	2.04	
582	277	3	2	0	0	582	2019	Preston	NxB-RIL-371-1	STD	2.93	
582	277	3	2	0	0	582	2019	Preston	NxB-RIL-371-1	V1	2.97	
582	277	3	2	0	0	582	2019	Preston	NxB-RIL-371-1	V2	2.8	
582	277	3	2	0	0	582	2019	Preston	NxB-RIL-371-1	V3	2.15	
582	277	3	2	0	0	582	2019	Preston	NxB-RIL-371-1	W1	3.88	
582	277	3	2	0	0	582	2019	Preston	NxB-RIL-371-1	W2	5.89	
582	277	3	2	0	0	582	2019	Preston	NxB-RIL-371-1	W3	6.04	
712	278	3	2	0	0	712	2019	Preston	Novelty3	STD	3.93	
712	278	3	2	0	0	712	2019	Preston	Novelty3	V1	4.97	
712	278	3	2	0	0	712	2019	Preston	Novelty3	V2	4.8	
712	278	3	2	0	0	712	2019	Preston	Novelty3	V3	3.15	
712	278	3	2	0	0	712	2019	Preston	Novelty3	W1	4.88	
712	278	3	2	0	0	712	2019	Preston	Novelty3	W2	7.89	
712	278	3	2	0	0	712	2019	Preston	Novelty3	W3	7.04	
98	279	3	2	0	0	98	2019	Preston	BxN-RIL-350-13	STD	2.93	
98	279	3	2	0	0	98	2019	Preston	BxN-RIL-350-13	V1	3.97	
98	279	3	2	0	0	98	2019	Preston	BxN-RIL-350-13	V2	3.8	
98	279	3	2	0	0	98	2019	Preston	BxN-RIL-350-13	V3	5.15	
98	279	3	2	0	0	98	2019	Preston	BxN-RIL-350-13	W1	4.88	
98	279	3	2	0	0	98	2019	Preston	BxN-RIL-350-13	W2	6.89	
98	279	3	2	0	0	98	2019	Preston	BxN-RIL-350-13	W3	8.04	
6	280	3	2	0	0	6	2019	Preston	BxN-RIL-346-7	STD	2.93	
6	280	3	2	0	0	6	2019	Preston	BxN-RIL-346-7	V1	0.97	
6	280	3	2	0	0	6	2019	Preston	BxN-RIL-346-7	V2	2.8	
6	280	3	2	0	0	6	2019	Preston	BxN-RIL-346-7	V3	2.15	
6	280	3	2	0	0	6	2019	Preston	BxN-RIL-346-7	W1	0	
6	280	3	2	0	0	6	2019	Preston	BxN-RIL-346-7	W2	5.89	
6	280	3	2	0	0	6	2019	Preston	BxN-RIL-346-7	W3	3.04	
351	281	3	3	0	0	351	2019	Preston	NxB-RIL-361-12	STD	1.93	
351	281	3	3	0	0	351	2019	Preston	NxB-RIL-361-12	V1	0.97	
351	281	3	3	0	0	351	2019	Preston	NxB-RIL-361-12	V2	1.42	
351	281	3	3	0	0	351	2019	Preston	NxB-RIL-361-12	V3	1.63	
351	281	3	3	0	0	351	2019	Preston	NxB-RIL-361-12	W1	0	
351	281	3	3	0	0	351	2019	Preston	NxB-RIL-361-12	W2	3.75	
351	281	3	3	0	0	351	2019	Preston	NxB-RIL-361-12	W3	1.76	
396	282	3	3	0	0	396	2019	Preston	NxB-RIL-362-32	STD	2.93	
396	282	3	3	0	0	396	2019	Preston	NxB-RIL-362-32	V1	2.97	
396	282	3	3	0	0	396	2019	Preston	NxB-RIL-362-32	V2	3.42	
396	282	3	3	0	0	396	2019	Preston	NxB-RIL-362-32	V3	4.63	
396	282	3	3	0	0	396	2019	Preston	NxB-RIL-362-32	W1	5.11	
396	282	3	3	0	0	396	2019	Preston	NxB-RIL-362-32	W2	5.75	
396	282	3	3	0	0	396	2019	Preston	NxB-RIL-362-32	W3	7.76	
520	283	3	3	0	0	520	2019	Preston	NxB-RIL-368-15	STD	0.93	
520	283	3	3	0	0	520	2019	Preston	NxB-RIL-368-15	V1	0.97	
520	283	3	3	0	0	520	2019	Preston	NxB-RIL-368-15	V2	2.42	
520	283	3	3	0	0	520	2019	Preston	NxB-RIL-368-15	V3	1.63	
520	283	3	3	0	0	520	2019	Preston	NxB-RIL-368-15	W1	4.11	
520	283	3	3	0	0	520	2019	Preston	NxB-RIL-368-15	W2	4.75	
520	283	3	3	0	0	520	2019	Preston	NxB-RIL-368-15	W3	3.76	
358	284	3	3	0	0	358	2019	Preston	NxB-RIL-361-19	STD	0.93	
358	284	3	3	0	0	358	2019	Preston	NxB-RIL-361-19	V1	2.97	
358	284	3	3	0	0	358	2019	Preston	NxB-RIL-361-19	V2	3.42	
358	284	3	3	0	0	358	2019	Preston	NxB-RIL-361-19	V3	3.63	
358	284	3	3	0	0	358	2019	Preston	NxB-RIL-361-19	W1	5.11	
358	284	3	3	0	0	358	2019	Preston	NxB-RIL-361-19	W2	5.75	
358	284	3	3	0	0	358	2019	Preston	NxB-RIL-361-19	W3	6.76	
715	285	3	3	1	0	715	2019	Preston	NorLin	STD	2.93	
715	285	3	3	1	0	715	2019	Preston	NorLin	V1	2.97	
715	285	3	3	1	0	715	2019	Preston	NorLin	V2	3.42	
715	285	3	3	1	0	715	2019	Preston	NorLin	V3	2.63	
715	285	3	3	1	0	715	2019	Preston	NorLin	W1	0	
715	285	3	3	1	0	715	2019	Preston	NorLin	W2	5.75	
715	285	3	3	1	0	715	2019	Preston	NorLin	W3	2.76	
119	286	3	3	0	0	119	2019	Preston	BxN-RIL-351-18	STD	1.93	
119	286	3	3	0	0	119	2019	Preston	BxN-RIL-351-18	V1	1.97	
119	286	3	3	0	0	119	2019	Preston	BxN-RIL-351-18	V2	3.42	
119	286	3	3	0	0	119	2019	Preston	BxN-RIL-351-18	V3	2.63	
119	286	3	3	0	0	119	2019	Preston	BxN-RIL-351-18	W1	5.11	
119	286	3	3	0	0	119	2019	Preston	BxN-RIL-351-18	W2	6.75	
119	286	3	3	0	0	119	2019	Preston	BxN-RIL-351-18	W3	3.76	
620	287	3	3	0	0	620	2019	Preston	NxB-RIL-372-26	STD	1.93	
620	287	3	3	0	0	620	2019	Preston	NxB-RIL-372-26	V1	1.97	
620	287	3	3	0	0	620	2019	Preston	NxB-RIL-372-26	V2	2.42	
620	287	3	3	0	0	620	2019	Preston	NxB-RIL-372-26	V3	1.63	
620	287	3	3	0	0	620	2019	Preston	NxB-RIL-372-26	W1	0	
620	287	3	3	0	0	620	2019	Preston	NxB-RIL-372-26	W2	3.75	
620	287	3	3	0	0	620	2019	Preston	NxB-RIL-372-26	W3	1.76	
246	288	3	3	0	0	246	2019	Preston	BxN-RIL-357-19	STD	1.93	
246	288	3	3	0	0	246	2019	Preston	BxN-RIL-357-19	V1	1.97	
246	288	3	3	0	0	246	2019	Preston	BxN-RIL-357-19	V2	1.42	
246	288	3	3	0	0	246	2019	Preston	BxN-RIL-357-19	V3	0.63	
246	288	3	3	0	0	246	2019	Preston	BxN-RIL-357-19	W1	0	
246	288	3	3	0	0	246	2019	Preston	BxN-RIL-357-19	W2	4.75	
246	288	3	3	0	0	246	2019	Preston	BxN-RIL-357-19	W3	0.76	
170	289	3	3	0	0	170	2019	Preston	BxN-RIL-354-2	STD	1.93	
170	289	3	3	0	0	170	2019	Preston	BxN-RIL-354-2	V1	0.97	
170	289	3	3	0	0	170	2019	Preston	BxN-RIL-354-2	V2	1.42	
170	289	3	3	0	0	170	2019	Preston	BxN-RIL-354-2	V3	0.63	
170	289	3	3	0	0	170	2019	Preston	BxN-RIL-354-2	W1	0	
170	289	3	3	0	0	170	2019	Preston	BxN-RIL-354-2	W2	3.75	
170	289	3	3	0	0	170	2019	Preston	BxN-RIL-354-2	W3	1.76	
406	290	3	4	0	0	406	2019	Preston	NxB-RIL-363-13	STD	3.93	
406	290	3	4	0	0	406	2019	Preston	NxB-RIL-363-13	V1	2.97	
406	290	3	4	0	0	406	2019	Preston	NxB-RIL-363-13	V2	2.42	
406	290	3	4	0	0	406	2019	Preston	NxB-RIL-363-13	V3	5.15	
406	290	3	4	0	0	406	2019	Preston	NxB-RIL-363-13	W1	5.16	
406	290	3	4	0	0	406	2019	Preston	NxB-RIL-363-13	W2	6.13	
406	290	3	4	0	0	406	2019	Preston	NxB-RIL-363-13	W3	7.49	
658	291	3	4	0	0	658	2019	Preston	NxB-RIL-374-3	STD	0.93	
658	291	3	4	0	0	658	2019	Preston	NxB-RIL-374-3	V1	0.97	
658	291	3	4	0	0	658	2019	Preston	NxB-RIL-374-3	V2	0.42	
658	291	3	4	0	0	658	2019	Preston	NxB-RIL-374-3	V3	1.15	
658	291	3	4	0	0	658	2019	Preston	NxB-RIL-374-3	W1	0	
658	291	3	4	0	0	658	2019	Preston	NxB-RIL-374-3	W2	5.13	
658	291	3	4	0	0	658	2019	Preston	NxB-RIL-374-3	W3	3.49	
480	292	3	4	0	0	480	2019	Preston	NxB-RIL-366-17	STD	2.93	
480	292	3	4	0	0	480	2019	Preston	NxB-RIL-366-17	V1	3.97	
480	292	3	4	0	0	480	2019	Preston	NxB-RIL-366-17	V2	3.42	
480	292	3	4	0	0	480	2019	Preston	NxB-RIL-366-17	V3	3.15	
480	292	3	4	0	0	480	2019	Preston	NxB-RIL-366-17	W1	2.16	
480	292	3	4	0	0	480	2019	Preston	NxB-RIL-366-17	W2	6.13	
480	292	3	4	0	0	480	2019	Preston	NxB-RIL-366-17	W3	5.49	
511	293	3	4	0	0	511	2019	Preston	NxB-RIL-368-1	STD	2.93	
511	293	3	4	0	0	511	2019	Preston	NxB-RIL-368-1	V1	1.97	
511	293	3	4	0	0	511	2019	Preston	NxB-RIL-368-1	V2	2.42	
511	293	3	4	0	0	511	2019	Preston	NxB-RIL-368-1	V3	1.15	
511	293	3	4	0	0	511	2019	Preston	NxB-RIL-368-1	W1	0	
511	293	3	4	0	0	511	2019	Preston	NxB-RIL-368-1	W2	6.13	
511	293	3	4	0	0	511	2019	Preston	NxB-RIL-368-1	W3	0.49	
715	294	3	4	1	0	715	2019	Preston	NorLin	STD	2.93	
715	294	3	4	1	0	715	2019	Preston	NorLin	V1	2.97	
715	294	3	4	1	0	715	2019	Preston	NorLin	V2	3.42	
715	294	3	4	1	0	715	2019	Preston	NorLin	V3	2.15	
715	294	3	4	1	0	715	2019	Preston	NorLin	W1	1.16	
715	294	3	4	1	0	715	2019	Preston	NorLin	W2	5.13	
715	294	3	4	1	0	715	2019	Preston	NorLin	W3	3.49	
342	295	3	4	0	0	342	2019	Preston	NxB-RIL-361-2	STD	0.93	
342	295	3	4	0	0	342	2019	Preston	NxB-RIL-361-2	V1	0.97	
342	295	3	4	0	0	342	2019	Preston	NxB-RIL-361-2	V2	0.42	
342	295	3	4	0	0	342	2019	Preston	NxB-RIL-361-2	V3	1.15	
342	295	3	4	0	0	342	2019	Preston	NxB-RIL-361-2	W1	0	
342	295	3	4	0	0	342	2019	Preston	NxB-RIL-361-2	W2	5.13	
342	295	3	4	0	0	342	2019	Preston	NxB-RIL-361-2	W3	0	
417	296	3	4	0	0	417	2019	Preston	NxB-RIL-364-1	STD	1.93	
417	296	3	4	0	0	417	2019	Preston	NxB-RIL-364-1	V1	1.97	
417	296	3	4	0	0	417	2019	Preston	NxB-RIL-364-1	V2	2.42	
417	296	3	4	0	0	417	2019	Preston	NxB-RIL-364-1	V3	3.15	
417	296	3	4	0	0	417	2019	Preston	NxB-RIL-364-1	W1	4.16	
417	296	3	4	0	0	417	2019	Preston	NxB-RIL-364-1	W2	5.13	
417	296	3	4	0	0	417	2019	Preston	NxB-RIL-364-1	W3	5.49	
114	297	3	4	0	0	114	2019	Preston	BxN-RIL-351-11	STD	1.93	
114	297	3	4	0	0	114	2019	Preston	BxN-RIL-351-11	V1	2.97	
114	297	3	4	0	0	114	2019	Preston	BxN-RIL-351-11	V2	2.42	
114	297	3	4	0	0	114	2019	Preston	BxN-RIL-351-11	V3	3.15	
114	297	3	4	0	0	114	2019	Preston	BxN-RIL-351-11	W1	1.16	
114	297	3	4	0	0	114	2019	Preston	BxN-RIL-351-11	W2	5.13	
114	297	3	4	0	0	114	2019	Preston	BxN-RIL-351-11	W3	4.49	
149	298	3	4	0	0	149	2019	Preston	BxN-RIL-353-4	STD	1.93	
149	298	3	4	0	0	149	2019	Preston	BxN-RIL-353-4	V1	1.97	
149	298	3	4	0	0	149	2019	Preston	BxN-RIL-353-4	V2	1.42	
149	298	3	4	0	0	149	2019	Preston	BxN-RIL-353-4	V3	2.15	
149	298	3	4	0	0	149	2019	Preston	BxN-RIL-353-4	W1	0	
149	298	3	4	0	0	149	2019	Preston	BxN-RIL-353-4	W2	5.13	
149	298	3	4	0	0	149	2019	Preston	BxN-RIL-353-4	W3	0	
692	299	3	5	0	0	692	2019	Preston	NxB-RIL-375-10	STD	1.67	
692	299	3	5	0	0	692	2019	Preston	NxB-RIL-375-10	V1	1.97	
692	299	3	5	0	0	692	2019	Preston	NxB-RIL-375-10	V2	1.8	
692	299	3	5	0	0	692	2019	Preston	NxB-RIL-375-10	V3	1.15	
692	299	3	5	0	0	692	2019	Preston	NxB-RIL-375-10	W1	0	
692	299	3	5	0	0	692	2019	Preston	NxB-RIL-375-10	W2	4.51	
692	299	3	5	0	0	692	2019	Preston	NxB-RIL-375-10	W3	0	
529	300	3	5	0	0	529	2019	Preston	NxB-RIL-368-24	STD	0.67	
529	300	3	5	0	0	529	2019	Preston	NxB-RIL-368-24	V1	0.97	
529	300	3	5	0	0	529	2019	Preston	NxB-RIL-368-24	V2	1.8	
529	300	3	5	0	0	529	2019	Preston	NxB-RIL-368-24	V3	1.15	
529	300	3	5	0	0	529	2019	Preston	NxB-RIL-368-24	W1	0	
529	300	3	5	0	0	529	2019	Preston	NxB-RIL-368-24	W2	4.51	
529	300	3	5	0	0	529	2019	Preston	NxB-RIL-368-24	W3	0	
454	301	3	5	0	0	454	2019	Preston	NxB-RIL-365-16	STD	2.67	
454	301	3	5	0	0	454	2019	Preston	NxB-RIL-365-16	V1	1.97	
454	301	3	5	0	0	454	2019	Preston	NxB-RIL-365-16	V2	3.8	
454	301	3	5	0	0	454	2019	Preston	NxB-RIL-365-16	V3	3.15	
454	301	3	5	0	0	454	2019	Preston	NxB-RIL-365-16	W1	5.14	
454	301	3	5	0	0	454	2019	Preston	NxB-RIL-365-16	W2	6.51	
454	301	3	5	0	0	454	2019	Preston	NxB-RIL-365-16	W3	5.31	
713	302	3	5	0	0	713	2019	Preston	Novelty4	STD	4.67	
713	302	3	5	0	0	713	2019	Preston	Novelty4	V1	4.97	
713	302	3	5	0	0	713	2019	Preston	Novelty4	V2	4.8	
713	302	3	5	0	0	713	2019	Preston	Novelty4	V3	5.15	
713	302	3	5	0	0	713	2019	Preston	Novelty4	W1	5.14	
713	302	3	5	0	0	713	2019	Preston	Novelty4	W2	7.51	
713	302	3	5	0	0	713	2019	Preston	Novelty4	W3	8.31	
715	303	3	5	1	0	715	2019	Preston	NorLin	STD	3.67	
715	303	3	5	1	0	715	2019	Preston	NorLin	V1	2.97	
715	303	3	5	1	0	715	2019	Preston	NorLin	V2	2.8	
715	303	3	5	1	0	715	2019	Preston	NorLin	V3	2.15	
715	303	3	5	1	0	715	2019	Preston	NorLin	W1	0	
715	303	3	5	1	0	715	2019	Preston	NorLin	W2	4.51	
715	303	3	5	1	0	715	2019	Preston	NorLin	W3	1.31	
533	304	3	5	0	0	533	2019	Preston	NxB-RIL-368-28	STD	0.67	
533	304	3	5	0	0	533	2019	Preston	NxB-RIL-368-28	V1	0.97	
533	304	3	5	0	0	533	2019	Preston	NxB-RIL-368-28	V2	1.8	
533	304	3	5	0	0	533	2019	Preston	NxB-RIL-368-28	V3	1.15	
533	304	3	5	0	0	533	2019	Preston	NxB-RIL-368-28	W1	0	
533	304	3	5	0	0	533	2019	Preston	NxB-RIL-368-28	W2	5.51	
533	304	3	5	0	0	533	2019	Preston	NxB-RIL-368-28	W3	1.31	
524	305	3	5	0	0	524	2019	Preston	NxB-RIL-368-19	STD	1.67	
524	305	3	5	0	0	524	2019	Preston	NxB-RIL-368-19	V1	1.97	
524	305	3	5	0	0	524	2019	Preston	NxB-RIL-368-19	V2	1.8	
524	305	3	5	0	0	524	2019	Preston	NxB-RIL-368-19	V3	2.15	
524	305	3	5	0	0	524	2019	Preston	NxB-RIL-368-19	W1	0	
524	305	3	5	0	0	524	2019	Preston	NxB-RIL-368-19	W2	4.51	
524	305	3	5	0	0	524	2019	Preston	NxB-RIL-368-19	W3	0	
657	306	3	5	0	0	657	2019	Preston	NxB-RIL-374-2	STD	0.67	
657	306	3	5	0	0	657	2019	Preston	NxB-RIL-374-2	V1	0.97	
657	306	3	5	0	0	657	2019	Preston	NxB-RIL-374-2	V2	1.8	
657	306	3	5	0	0	657	2019	Preston	NxB-RIL-374-2	V3	2.15	
657	306	3	5	0	0	657	2019	Preston	NxB-RIL-374-2	W1	0	
657	306	3	5	0	0	657	2019	Preston	NxB-RIL-374-2	W2	4.51	
