"Record","Plot","Row","Column","Cp","Csp","Entry","Year","Location","Genotype","Trait","Value","ID","IDROW","IDCOL","IDX","IDROWCOL","adjmth1","adjmth3","control_genotypes"
715,267,3,1,1,0,715,2019,"Preston","NorLin","V1",2,"2019_Preston_NorLin","2019_Preston_V1_3","2019_Preston_V1_1","2019_Preston_V1","2019_Preston_V1_3_1",2.63333333333333,2.08651828334684,0
715,267,3,1,1,0,715,2019,"Preston","NorLin","V2",2,"2019_Preston_NorLin","2019_Preston_V2_3","2019_Preston_V2_1","2019_Preston_V2","2019_Preston_V2_3_1",1.9,2.18859790183016,0
715,267,3,1,1,0,715,2019,"Preston","NorLin","V3",2,"2019_Preston_NorLin","2019_Preston_V3_3","2019_Preston_V3_1","2019_Preston_V3","2019_Preston_V3_3_1",2.44444444444444,2.15028039284054,0
715,267,3,1,1,0,715,2019,"Preston","NorLin","W1",2,"2019_Preston_NorLin","2019_Preston_W1_3","2019_Preston_W1_1","2019_Preston_W1","2019_Preston_W1_3_1",2.17777777777778,1.90727678233915,0
715,267,3,1,1,0,715,2019,"Preston","NorLin","W2",4,"2019_Preston_NorLin","2019_Preston_W2_3","2019_Preston_W2_1","2019_Preston_W2","2019_Preston_W2_3_1",3.34444444444444,3.89440277155794,0
715,267,3,1,1,0,715,2019,"Preston","NorLin","W3",0,"2019_Preston_NorLin","2019_Preston_W3_3","2019_Preston_W3_1","2019_Preston_W3","2019_Preston_W3_3_1",0,0,0
715,276,3,2,1,0,715,2019,"Preston","NorLin","STD",3,"2019_Preston_NorLin","2019_Preston_STD_3","2019_Preston_STD_2","2019_Preston_STD","2019_Preston_STD_3_2",2.92222222222222,2.9328763348507,0
715,276,3,2,1,0,715,2019,"Preston","NorLin","V1",3,"2019_Preston_NorLin","2019_Preston_V1_3","2019_Preston_V1_2","2019_Preston_V1","2019_Preston_V1_3_2",3.03333333333333,2.97029969377646,0
715,276,3,2,1,0,715,2019,"Preston","NorLin","V2",3,"2019_Preston_NorLin","2019_Preston_V2_3","2019_Preston_V2_2","2019_Preston_V2","2019_Preston_V2_3_2",2.1,2.80282946626847,0
715,276,3,2,1,0,715,2019,"Preston","NorLin","V3",2,"2019_Preston_NorLin","2019_Preston_V3_3","2019_Preston_V3_2","2019_Preston_V3","2019_Preston_V3_3_2",1.84444444444444,2.15028039284054,0
715,276,3,2,1,0,715,2019,"Preston","NorLin","W1",2,"2019_Preston_NorLin","2019_Preston_W1_3","2019_Preston_W1_2","2019_Preston_W1","2019_Preston_W1_3_2",2.57777777777778,1.90727678233915,0
715,276,3,2,1,0,715,2019,"Preston","NorLin","W2",4,"2019_Preston_NorLin","2019_Preston_W2_3","2019_Preston_W2_2","2019_Preston_W2","2019_Preston_W2_3_2",3.14444444444444,3.89440277155794,0
715,276,3,2,1,0,715,2019,"Preston","NorLin","W3",2,"2019_Preston_NorLin","2019_Preston_W3_3","2019_Preston_W3_2","2019_Preston_W3","2019_Preston_W3_3_2",1.8,2.03113612004287,0
715,285,3,3,1,0,715,2019,"Preston","NorLin","STD",3,"2019_Preston_NorLin","2019_Preston_STD_3","2019_Preston_STD_3","2019_Preston_STD","2019_Preston_STD_3_3",2.82222222222222,2.9328763348507,0
715,285,3,3,1,0,715,2019,"Preston","NorLin","V1",3,"2019_Preston_NorLin","2019_Preston_V1_3","2019_Preston_V1_3","2019_Preston_V1","2019_Preston_V1_3_3",2.83333333333333,2.97029969377646,0
715,285,3,3,1,0,715,2019,"Preston","NorLin","V2",4,"2019_Preston_NorLin","2019_Preston_V2_3","2019_Preston_V2_3","2019_Preston_V2","2019_Preston_V2_3_3",3.4,3.41706103070679,0
715,285,3,3,1,0,715,2019,"Preston","NorLin","V3",3,"2019_Preston_NorLin","2019_Preston_V3_3","2019_Preston_V3_3","2019_Preston_V3","2019_Preston_V3_3_3",2.64444444444444,2.6300790330079,0
715,285,3,3,1,0,715,2019,"Preston","NorLin","W1",0,"2019_Preston_NorLin","2019_Preston_W1_3","2019_Preston_W1_3","2019_Preston_W1","2019_Preston_W1_3_3",0,0,0
715,285,3,3,1,0,715,2019,"Preston","NorLin","W2",7,"2019_Preston_NorLin","2019_Preston_W2_3","2019_Preston_W2_3","2019_Preston_W2","2019_Preston_W2_3_3",5.44444444444444,5.75395270438374,0
715,285,3,3,1,0,715,2019,"Preston","NorLin","W3",3,"2019_Preston_NorLin","2019_Preston_W3_3","2019_Preston_W3_3","2019_Preston_W3","2019_Preston_W3_3_3",2.1,2.79761521972133,0
715,294,3,4,1,0,715,2019,"Preston","NorLin","STD",3,"2019_Preston_NorLin","2019_Preston_STD_3","2019_Preston_STD_4","2019_Preston_STD","2019_Preston_STD_3_4",2.82222222222222,2.9328763348507,0
715,294,3,4,1,0,715,2019,"Preston","NorLin","V1",3,"2019_Preston_NorLin","2019_Preston_V1_3","2019_Preston_V1_4","2019_Preston_V1","2019_Preston_V1_3_4",2.93333333333333,2.97029969377646,0
715,294,3,4,1,0,715,2019,"Preston","NorLin","V2",4,"2019_Preston_NorLin","2019_Preston_V2_3","2019_Preston_V2_4","2019_Preston_V2","2019_Preston_V2_3_4",3.3,3.41706103070679,0
715,294,3,4,1,0,715,2019,"Preston","NorLin","V3",2,"2019_Preston_NorLin","2019_Preston_V3_3","2019_Preston_V3_4","2019_Preston_V3","2019_Preston_V3_3_4",2.04444444444444,2.15028039284054,0
715,294,3,4,1,0,715,2019,"Preston","NorLin","W1",1,"2019_Preston_NorLin","2019_Preston_W1_3","2019_Preston_W1_4","2019_Preston_W1","2019_Preston_W1_3_4",1.57777777777778,1.12688440311484,0
715,294,3,4,1,0,715,2019,"Preston","NorLin","W2",6,"2019_Preston_NorLin","2019_Preston_W2_3","2019_Preston_W2_4","2019_Preston_W2","2019_Preston_W2_3_4",4.34444444444444,5.13410272677514,0
715,294,3,4,1,0,715,2019,"Preston","NorLin","W3",4,"2019_Preston_NorLin","2019_Preston_W3_3","2019_Preston_W3_4","2019_Preston_W3","2019_Preston_W3_3_4",3,3.56409431939979,0
715,303,3,5,1,0,715,2019,"Preston","NorLin","STD",4,"2019_Preston_NorLin","2019_Preston_STD_3","2019_Preston_STD_5","2019_Preston_STD","2019_Preston_STD_3_5",3.72222222222222,3.67021851470125,0
715,303,3,5,1,0,715,2019,"Preston","NorLin","V1",3,"2019_Preston_NorLin","2019_Preston_V1_3","2019_Preston_V1_5","2019_Preston_V1","2019_Preston_V1_3_5",3.23333333333333,2.97029969377646,0
715,303,3,5,1,0,715,2019,"Preston","NorLin","V2",3,"2019_Preston_NorLin","2019_Preston_V2_3","2019_Preston_V2_5","2019_Preston_V2","2019_Preston_V2_3_5",3.1,2.80282946626847,0
715,303,3,5,1,0,715,2019,"Preston","NorLin","V3",2,"2019_Preston_NorLin","2019_Preston_V3_3","2019_Preston_V3_5","2019_Preston_V3","2019_Preston_V3_3_5",2.34444444444444,2.15028039284054,0
715,303,3,5,1,0,715,2019,"Preston","NorLin","W1",0,"2019_Preston_NorLin","2019_Preston_W1_3","2019_Preston_W1_5","2019_Preston_W1","2019_Preston_W1_3_5",0,0,0
715,303,3,5,1,0,715,2019,"Preston","NorLin","W2",5,"2019_Preston_NorLin","2019_Preston_W2_3","2019_Preston_W2_5","2019_Preston_W2","2019_Preston_W2_3_5",3.54444444444444,4.51425274916654,0
715,303,3,5,1,0,715,2019,"Preston","NorLin","W3",1,"2019_Preston_NorLin","2019_Preston_W3_3","2019_Preston_W3_5","2019_Preston_W3","2019_Preston_W3_3_5",0.9,1.26465702036442,0
715,312,3,6,1,0,715,2019,"Preston","NorLin","STD",2,"2019_Preston_NorLin","2019_Preston_STD_3","2019_Preston_STD_6","2019_Preston_STD","2019_Preston_STD_3_6",2.52222222222222,2.19553415500014,0
715,312,3,6,1,0,715,2019,"Preston","NorLin","V1",2,"2019_Preston_NorLin","2019_Preston_V1_3","2019_Preston_V1_6","2019_Preston_V1","2019_Preston_V1_3_6",2.43333333333333,2.08651828334684,0
715,312,3,6,1,0,715,2019,"Preston","NorLin","V2",2,"2019_Preston_NorLin","2019_Preston_V2_3","2019_Preston_V2_6","2019_Preston_V2","2019_Preston_V2_3_6",2.3,2.18859790183016,0
715,312,3,6,1,0,715,2019,"Preston","NorLin","V3",2,"2019_Preston_NorLin","2019_Preston_V3_3","2019_Preston_V3_6","2019_Preston_V3","2019_Preston_V3_3_6",2.04444444444444,2.15028039284054,0
715,312,3,6,1,0,715,2019,"Preston","NorLin","W1",0,"2019_Preston_NorLin","2019_Preston_W1_3","2019_Preston_W1_6","2019_Preston_W1","2019_Preston_W1_3_6",0,0,0
715,312,3,6,1,0,715,2019,"Preston","NorLin","W2",5,"2019_Preston_NorLin","2019_Preston_W2_3","2019_Preston_W2_6","2019_Preston_W2","2019_Preston_W2_3_6",3.54444444444444,4.51425274916654,0
715,312,3,6,1,0,715,2019,"Preston","NorLin","W3",2,"2019_Preston_NorLin","2019_Preston_W3_3","2019_Preston_W3_6","2019_Preston_W3","2019_Preston_W3_3_6",1.6,2.03113612004287,0
715,321,3,7,1,0,715,2019,"Preston","NorLin","STD",3,"2019_Preston_NorLin","2019_Preston_STD_3","2019_Preston_STD_7","2019_Preston_STD","2019_Preston_STD_3_7",3.12222222222222,2.9328763348507,0
715,321,3,7,1,0,715,2019,"Preston","NorLin","V1",3,"2019_Preston_NorLin","2019_Preston_V1_3","2019_Preston_V1_7","2019_Preston_V1","2019_Preston_V1_3_7",3.13333333333333,2.97029969377646,0
715,321,3,7,1,0,715,2019,"Preston","NorLin","V2",3,"2019_Preston_NorLin","2019_Preston_V2_3","2019_Preston_V2_7","2019_Preston_V2","2019_Preston_V2_3_7",2.7,2.80282946626847,0
715,321,3,7,1,0,715,2019,"Preston","NorLin","V3",3,"2019_Preston_NorLin","2019_Preston_V3_3","2019_Preston_V3_7","2019_Preston_V3","2019_Preston_V3_3_7",2.84444444444444,2.6300790330079,0
715,321,3,7,1,0,715,2019,"Preston","NorLin","W1",0,"2019_Preston_NorLin","2019_Preston_W1_3","2019_Preston_W1_7","2019_Preston_W1","2019_Preston_W1_3_7",0,0,0
715,321,3,7,1,0,715,2019,"Preston","NorLin","W2",5,"2019_Preston_NorLin","2019_Preston_W2_3","2019_Preston_W2_7","2019_Preston_W2","2019_Preston_W2_3_7",3.44444444444444,4.51425274916654,0
715,321,3,7,1,0,715,2019,"Preston","NorLin","W3",4,"2019_Preston_NorLin","2019_Preston_W3_3","2019_Preston_W3_7","2019_Preston_W3","2019_Preston_W3_3_7",3,3.56409431939979,0
715,330,3,8,1,0,715,2019,"Preston","NorLin","STD",2,"2019_Preston_NorLin","2019_Preston_STD_3","2019_Preston_STD_8","2019_Preston_STD","2019_Preston_STD_3_8",2.32222222222222,2.19553415500014,0
715,330,3,8,1,0,715,2019,"Preston","NorLin","V1",2,"2019_Preston_NorLin","2019_Preston_V1_3","2019_Preston_V1_8","2019_Preston_V1","2019_Preston_V1_3_8",2.33333333333333,2.08651828334684,0
715,330,3,8,1,0,715,2019,"Preston","NorLin","V2",2,"2019_Preston_NorLin","2019_Preston_V2_3","2019_Preston_V2_8","2019_Preston_V2","2019_Preston_V2_3_8",1.8,2.18859790183016,0
715,330,3,8,1,0,715,2019,"Preston","NorLin","V3",2,"2019_Preston_NorLin","2019_Preston_V3_3","2019_Preston_V3_8","2019_Preston_V3","2019_Preston_V3_3_8",1.84444444444444,2.15028039284054,0
715,330,3,8,1,0,715,2019,"Preston","NorLin","W1",2,"2019_Preston_NorLin","2019_Preston_W1_3","2019_Preston_W1_8","2019_Preston_W1","2019_Preston_W1_3_8",2.77777777777778,1.90727678233915,0
715,330,3,8,1,0,715,2019,"Preston","NorLin","W2",4,"2019_Preston_NorLin","2019_Preston_W2_3","2019_Preston_W2_8","2019_Preston_W2","2019_Preston_W2_3_8",2.84444444444444,3.89440277155794,0
715,330,3,8,1,0,715,2019,"Preston","NorLin","W3",2,"2019_Preston_NorLin","2019_Preston_W3_3","2019_Preston_W3_8","2019_Preston_W3","2019_Preston_W3_3_8",1.6,2.03113612004287,0
715,339,3,9,1,0,715,2019,"Preston","NorLin","STD",3,"2019_Preston_NorLin","2019_Preston_STD_3","2019_Preston_STD_9","2019_Preston_STD","2019_Preston_STD_3_9",3.12222222222222,2.9328763348507,0
715,339,3,9,1,0,715,2019,"Preston","NorLin","V1",2,"2019_Preston_NorLin","2019_Preston_V1_3","2019_Preston_V1_9","2019_Preston_V1","2019_Preston_V1_3_9",2.13333333333333,2.08651828334684,0
715,339,3,9,1,0,715,2019,"Preston","NorLin","V2",2,"2019_Preston_NorLin","2019_Preston_V2_3","2019_Preston_V2_9","2019_Preston_V2","2019_Preston_V2_3_9",1.8,2.18859790183016,0
715,339,3,9,1,0,715,2019,"Preston","NorLin","V3",3,"2019_Preston_NorLin","2019_Preston_V3_3","2019_Preston_V3_9","2019_Preston_V3","2019_Preston_V3_3_9",2.54444444444444,2.6300790330079,0
715,339,3,9,1,0,715,2019,"Preston","NorLin","W1",0,"2019_Preston_NorLin","2019_Preston_W1_3","2019_Preston_W1_9","2019_Preston_W1","2019_Preston_W1_3_9",0,0,0
715,339,3,9,1,0,715,2019,"Preston","NorLin","W2",5,"2019_Preston_NorLin","2019_Preston_W2_3","2019_Preston_W2_9","2019_Preston_W2","2019_Preston_W2_3_9",3.84444444444444,4.51425274916654,0
715,339,3,9,1,0,715,2019,"Preston","NorLin","W3",6,"2019_Preston_NorLin","2019_Preston_W3_3","2019_Preston_W3_9","2019_Preston_W3","2019_Preston_W3_3_9",4.7,5.0970525187567,0
715,348,4,1,1,0,715,2019,"Preston","NorLin","STD",3,"2019_Preston_NorLin","2019_Preston_STD_4","2019_Preston_STD_1","2019_Preston_STD","2019_Preston_STD_4_1",3.21111111111111,2.9328763348507,0
715,348,4,1,1,0,715,2019,"Preston","NorLin","V1",3,"2019_Preston_NorLin","2019_Preston_V1_4","2019_Preston_V1_1","2019_Preston_V1","2019_Preston_V1_4_1",3.63333333333333,2.97029969377646,0
715,348,4,1,1,0,715,2019,"Preston","NorLin","V2",2,"2019_Preston_NorLin","2019_Preston_V2_4","2019_Preston_V2_1","2019_Preston_V2","2019_Preston_V2_4_1",2.45555555555556,2.18859790183016,0
715,348,4,1,1,0,715,2019,"Preston","NorLin","V3",2,"2019_Preston_NorLin","2019_Preston_V3_4","2019_Preston_V3_1","2019_Preston_V3","2019_Preston_V3_4_1",2.11111111111111,2.15028039284054,0
715,348,4,1,1,0,715,2019,"Preston","NorLin","W1",1,"2019_Preston_NorLin","2019_Preston_W1_4","2019_Preston_W1_1","2019_Preston_W1","2019_Preston_W1_4_1",0.955555555555555,1.12688440311484,0
715,348,4,1,1,0,715,2019,"Preston","NorLin","W2",3,"2019_Preston_NorLin","2019_Preston_W2_4","2019_Preston_W2_1","2019_Preston_W2","2019_Preston_W2_4_1",4.12222222222222,3.27455279394935,0
715,348,4,1,1,0,715,2019,"Preston","NorLin","W3",1,"2019_Preston_NorLin","2019_Preston_W3_4","2019_Preston_W3_1","2019_Preston_W3","2019_Preston_W3_4_1",1.27777777777778,1.26465702036442,0
715,357,4,2,1,0,715,2019,"Preston","NorLin","STD",4,"2019_Preston_NorLin","2019_Preston_STD_4","2019_Preston_STD_2","2019_Preston_STD","2019_Preston_STD_4_2",3.81111111111111,3.67021851470125,0
715,357,4,2,1,0,715,2019,"Preston","NorLin","V1",4,"2019_Preston_NorLin","2019_Preston_V1_4","2019_Preston_V1_2","2019_Preston_V1","2019_Preston_V1_4_2",4.03333333333333,3.85408110420607,0
715,357,4,2,1,0,715,2019,"Preston","NorLin","V2",3,"2019_Preston_NorLin","2019_Preston_V2_4","2019_Preston_V2_2","2019_Preston_V2","2019_Preston_V2_4_2",2.65555555555556,2.80282946626847,0
715,357,4,2,1,0,715,2019,"Preston","NorLin","V3",3,"2019_Preston_NorLin","2019_Preston_V3_4","2019_Preston_V3_2","2019_Preston_V3","2019_Preston_V3_4_2",2.51111111111111,2.6300790330079,0
715,357,4,2,1,0,715,2019,"Preston","NorLin","W1",1,"2019_Preston_NorLin","2019_Preston_W1_4","2019_Preston_W1_2","2019_Preston_W1","2019_Preston_W1_4_2",1.35555555555556,1.12688440311484,0
715,357,4,2,1,0,715,2019,"Preston","NorLin","W2",4,"2019_Preston_NorLin","2019_Preston_W2_4","2019_Preston_W2_2","2019_Preston_W2","2019_Preston_W2_4_2",4.92222222222222,3.89440277155794,0
715,357,4,2,1,0,715,2019,"Preston","NorLin","W3",4,"2019_Preston_NorLin","2019_Preston_W3_4","2019_Preston_W3_2","2019_Preston_W3","2019_Preston_W3_4_2",3.57777777777778,3.56409431939979,0
715,366,4,3,1,0,715,2019,"Preston","NorLin","STD",3,"2019_Preston_NorLin","2019_Preston_STD_4","2019_Preston_STD_3","2019_Preston_STD","2019_Preston_STD_4_3",2.71111111111111,2.9328763348507,0
715,366,4,3,1,0,715,2019,"Preston","NorLin","V1",3,"2019_Preston_NorLin","2019_Preston_V1_4","2019_Preston_V1_3","2019_Preston_V1","2019_Preston_V1_4_3",2.83333333333333,2.97029969377646,0
715,366,4,3,1,0,715,2019,"Preston","NorLin","V2",3,"2019_Preston_NorLin","2019_Preston_V2_4","2019_Preston_V2_3","2019_Preston_V2","2019_Preston_V2_4_3",2.95555555555556,2.80282946626847,0
715,366,4,3,1,0,715,2019,"Preston","NorLin","V3",4,"2019_Preston_NorLin","2019_Preston_V3_4","2019_Preston_V3_3","2019_Preston_V3","2019_Preston_V3_4_3",3.31111111111111,3.10987767317527,0
715,366,4,3,1,0,715,2019,"Preston","NorLin","W1",1,"2019_Preston_NorLin","2019_Preston_W1_4","2019_Preston_W1_3","2019_Preston_W1","2019_Preston_W1_4_3",1.55555555555556,1.12688440311484,0
715,366,4,3,1,0,715,2019,"Preston","NorLin","W2",4,"2019_Preston_NorLin","2019_Preston_W2_4","2019_Preston_W2_3","2019_Preston_W2","2019_Preston_W2_4_3",4.22222222222222,3.89440277155794,0
715,366,4,3,1,0,715,2019,"Preston","NorLin","W3",4,"2019_Preston_NorLin","2019_Preston_W3_4","2019_Preston_W3_3","2019_Preston_W3","2019_Preston_W3_4_3",2.87777777777778,3.56409431939979,0
715,375,4,4,1,0,715,2019,"Preston","NorLin","STD",3,"2019_Preston_NorLin","2019_Preston_STD_4","2019_Preston_STD_4","2019_Preston_STD","2019_Preston_STD_4_4",2.71111111111111,2.9328763348507,0
715,375,4,4,1,0,715,2019,"Preston","NorLin","V1",3,"2019_Preston_NorLin","2019_Preston_V1_4","2019_Preston_V1_4","2019_Preston_V1","2019_Preston_V1_4_4",2.93333333333333,2.97029969377646,0
715,375,4,4,1,0,715,2019,"Preston","NorLin","V2",3,"2019_Preston_NorLin","2019_Preston_V2_4","2019_Preston_V2_4","2019_Preston_V2","2019_Preston_V2_4_4",2.85555555555556,2.80282946626847,0
715,375,4,4,1,0,715,2019,"Preston","NorLin","V3",3,"2019_Preston_NorLin","2019_Preston_V3_4","2019_Preston_V3_4","2019_Preston_V3","2019_Preston_V3_4_4",2.71111111111111,2.6300790330079,0
715,375,4,4,1,0,715,2019,"Preston","NorLin","W1",1,"2019_Preston_NorLin","2019_Preston_W1_4","2019_Preston_W1_4","2019_Preston_W1","2019_Preston_W1_4_4",1.35555555555556,1.12688440311484,0
715,375,4,4,1,0,715,2019,"Preston","NorLin","W2",4,"2019_Preston_NorLin","2019_Preston_W2_4","2019_Preston_W2_4","2019_Preston_W2","2019_Preston_W2_4_4",4.12222222222222,3.89440277155794,0
715,375,4,4,1,0,715,2019,"Preston","NorLin","W3",4,"2019_Preston_NorLin","2019_Preston_W3_4","2019_Preston_W3_4","2019_Preston_W3","2019_Preston_W3_4_4",2.77777777777778,3.56409431939979,0
715,384,4,5,1,0,715,2019,"Preston","NorLin","STD",3,"2019_Preston_NorLin","2019_Preston_STD_4","2019_Preston_STD_5","2019_Preston_STD","2019_Preston_STD_4_5",2.61111111111111,2.9328763348507,0
715,384,4,5,1,0,715,2019,"Preston","NorLin","V1",2,"2019_Preston_NorLin","2019_Preston_V1_4","2019_Preston_V1_5","2019_Preston_V1","2019_Preston_V1_4_5",2.23333333333333,2.08651828334684,0
715,384,4,5,1,0,715,2019,"Preston","NorLin","V2",2,"2019_Preston_NorLin","2019_Preston_V2_4","2019_Preston_V2_5","2019_Preston_V2","2019_Preston_V2_4_5",2.65555555555556,2.18859790183016,0
715,384,4,5,1,0,715,2019,"Preston","NorLin","V3",2,"2019_Preston_NorLin","2019_Preston_V3_4","2019_Preston_V3_5","2019_Preston_V3","2019_Preston_V3_4_5",2.01111111111111,2.15028039284054,0
715,384,4,5,1,0,715,2019,"Preston","NorLin","W1",1,"2019_Preston_NorLin","2019_Preston_W1_4","2019_Preston_W1_5","2019_Preston_W1","2019_Preston_W1_4_5",1.75555555555556,1.12688440311484,0
715,384,4,5,1,0,715,2019,"Preston","NorLin","W2",2,"2019_Preston_NorLin","2019_Preston_W2_4","2019_Preston_W2_5","2019_Preston_W2","2019_Preston_W2_4_5",2.32222222222222,2.65470281634075,0
715,384,4,5,1,0,715,2019,"Preston","NorLin","W3",0,"2019_Preston_NorLin","2019_Preston_W3_4","2019_Preston_W3_5","2019_Preston_W3","2019_Preston_W3_4_5",0,0,0
715,393,4,6,1,0,715,2019,"Preston","NorLin","STD",3,"2019_Preston_NorLin","2019_Preston_STD_4","2019_Preston_STD_6","2019_Preston_STD","2019_Preston_STD_4_6",3.41111111111111,2.9328763348507,0
715,393,4,6,1,0,715,2019,"Preston","NorLin","V1",2,"2019_Preston_NorLin","2019_Preston_V1_4","2019_Preston_V1_6","2019_Preston_V1","2019_Preston_V1_4_6",2.43333333333333,2.08651828334684,0
715,393,4,6,1,0,715,2019,"Preston","NorLin","V2",2,"2019_Preston_NorLin","2019_Preston_V2_4","2019_Preston_V2_6","2019_Preston_V2","2019_Preston_V2_4_6",2.85555555555556,2.18859790183016,0
715,393,4,6,1,0,715,2019,"Preston","NorLin","V3",2,"2019_Preston_NorLin","2019_Preston_V3_4","2019_Preston_V3_6","2019_Preston_V3","2019_Preston_V3_4_6",1.71111111111111,2.15028039284054,0
715,393,4,6,1,0,715,2019,"Preston","NorLin","W1",1,"2019_Preston_NorLin","2019_Preston_W1_4","2019_Preston_W1_6","2019_Preston_W1","2019_Preston_W1_4_6",1.75555555555556,1.12688440311484,0
715,393,4,6,1,0,715,2019,"Preston","NorLin","W2",4,"2019_Preston_NorLin","2019_Preston_W2_4","2019_Preston_W2_6","2019_Preston_W2","2019_Preston_W2_4_6",4.32222222222222,3.89440277155794,0
715,393,4,6,1,0,715,2019,"Preston","NorLin","W3",4,"2019_Preston_NorLin","2019_Preston_W3_4","2019_Preston_W3_6","2019_Preston_W3","2019_Preston_W3_4_6",3.37777777777778,3.56409431939979,0
715,402,4,7,1,0,715,2019,"Preston","NorLin","STD",2,"2019_Preston_NorLin","2019_Preston_STD_4","2019_Preston_STD_7","2019_Preston_STD","2019_Preston_STD_4_7",2.01111111111111,2.19553415500014,0
715,402,4,7,1,0,715,2019,"Preston","NorLin","V1",2,"2019_Preston_NorLin","2019_Preston_V1_4","2019_Preston_V1_7","2019_Preston_V1","2019_Preston_V1_4_7",2.13333333333333,2.08651828334684,0
715,402,4,7,1,0,715,2019,"Preston","NorLin","V2",2,"2019_Preston_NorLin","2019_Preston_V2_4","2019_Preston_V2_7","2019_Preston_V2","2019_Preston_V2_4_7",2.25555555555556,2.18859790183016,0
715,402,4,7,1,0,715,2019,"Preston","NorLin","V3",3,"2019_Preston_NorLin","2019_Preston_V3_4","2019_Preston_V3_7","2019_Preston_V3","2019_Preston_V3_4_7",2.51111111111111,2.6300790330079,0
715,402,4,7,1,0,715,2019,"Preston","NorLin","W1",1,"2019_Preston_NorLin","2019_Preston_W1_4","2019_Preston_W1_7","2019_Preston_W1","2019_Preston_W1_4_7",1.55555555555556,1.12688440311484,0
715,402,4,7,1,0,715,2019,"Preston","NorLin","W2",3,"2019_Preston_NorLin","2019_Preston_W2_4","2019_Preston_W2_7","2019_Preston_W2","2019_Preston_W2_4_7",3.22222222222222,3.27455279394935,0
715,402,4,7,1,0,715,2019,"Preston","NorLin","W3",5,"2019_Preston_NorLin","2019_Preston_W3_4","2019_Preston_W3_7","2019_Preston_W3","2019_Preston_W3_4_7",3.77777777777778,4.33057341907824,0
715,411,4,8,1,0,715,2019,"Preston","NorLin","STD",2,"2019_Preston_NorLin","2019_Preston_STD_4","2019_Preston_STD_8","2019_Preston_STD","2019_Preston_STD_4_8",2.21111111111111,2.19553415500014,0
715,411,4,8,1,0,715,2019,"Preston","NorLin","V1",2,"2019_Preston_NorLin","2019_Preston_V1_4","2019_Preston_V1_8","2019_Preston_V1","2019_Preston_V1_4_8",2.33333333333333,2.08651828334684,0
715,411,4,8,1,0,715,2019,"Preston","NorLin","V2",2,"2019_Preston_NorLin","2019_Preston_V2_4","2019_Preston_V2_8","2019_Preston_V2","2019_Preston_V2_4_8",2.35555555555556,2.18859790183016,0
715,411,4,8,1,0,715,2019,"Preston","NorLin","V3",2,"2019_Preston_NorLin","2019_Preston_V3_4","2019_Preston_V3_8","2019_Preston_V3","2019_Preston_V3_4_8",1.51111111111111,2.15028039284054,0
715,411,4,8,1,0,715,2019,"Preston","NorLin","W1",1,"2019_Preston_NorLin","2019_Preston_W1_4","2019_Preston_W1_8","2019_Preston_W1","2019_Preston_W1_4_8",1.55555555555556,1.12688440311484,0
715,411,4,8,1,0,715,2019,"Preston","NorLin","W2",1,"2019_Preston_NorLin","2019_Preston_W2_4","2019_Preston_W2_8","2019_Preston_W2","2019_Preston_W2_4_8",1.62222222222222,2.03485283873215,0
715,411,4,8,1,0,715,2019,"Preston","NorLin","W3",1,"2019_Preston_NorLin","2019_Preston_W3_4","2019_Preston_W3_8","2019_Preston_W3","2019_Preston_W3_4_8",0.377777777777778,1.26465702036442,0
715,420,4,9,1,0,715,2019,"Preston","NorLin","STD",2,"2019_Preston_NorLin","2019_Preston_STD_4","2019_Preston_STD_9","2019_Preston_STD","2019_Preston_STD_4_9",2.01111111111111,2.19553415500014,0
715,420,4,9,1,0,715,2019,"Preston","NorLin","V1",2,"2019_Preston_NorLin","2019_Preston_V1_4","2019_Preston_V1_9","2019_Preston_V1","2019_Preston_V1_4_9",2.13333333333333,2.08651828334684,0
715,420,4,9,1,0,715,2019,"Preston","NorLin","V2",1,"2019_Preston_NorLin","2019_Preston_V2_4","2019_Preston_V2_9","2019_Preston_V2","2019_Preston_V2_4_9",1.35555555555556,1.57436633739184,0
715,420,4,9,1,0,715,2019,"Preston","NorLin","V3",3,"2019_Preston_NorLin","2019_Preston_V3_4","2019_Preston_V3_9","2019_Preston_V3","2019_Preston_V3_4_9",2.21111111111111,2.6300790330079,0
715,420,4,9,1,0,715,2019,"Preston","NorLin","W1",1,"2019_Preston_NorLin","2019_Preston_W1_4","2019_Preston_W1_9","2019_Preston_W1","2019_Preston_W1_4_9",2.35555555555556,1.12688440311484,0
715,420,4,9,1,0,715,2019,"Preston","NorLin","W2",4,"2019_Preston_NorLin","2019_Preston_W2_4","2019_Preston_W2_9","2019_Preston_W2","2019_Preston_W2_4_9",4.62222222222222,3.89440277155794,0
715,420,4,9,1,0,715,2019,"Preston","NorLin","W3",3,"2019_Preston_NorLin","2019_Preston_W3_4","2019_Preston_W3_9","2019_Preston_W3","2019_Preston_W3_4_9",1.47777777777778,2.79761521972133,0
715,429,5,1,1,0,715,2019,"Preston","NorLin","STD",3,"2019_Preston_NorLin","2019_Preston_STD_5","2019_Preston_STD_1","2019_Preston_STD","2019_Preston_STD_5_1",3.54444444444444,2.9328763348507,0
