"Record","Plot","Row","Column","Cp","Csp","Entry","Year","Location","Genotype","Trait","Value","ID","IDROW","IDCOL","IDX","IDROWCOL","adjmth1","adjmth3","adjmth13","IDXGT"
715,240,2,7,1,0,715,2019,"Preston","NorLin","STD",2,"2019_Preston_NorLin","2019_Preston_STD_2","2019_Preston_STD_7","2019_Preston_STD","2019_Preston_STD_2_7",2.12222222222222,2.19553415500014,2.05509855707292,"2019_Preston_STD_NorLin"
715,240,2,7,1,0,715,2019,"Preston","NorLin","V1",3,"2019_Preston_NorLin","2019_Preston_V1_2","2019_Preston_V1_7","2019_Preston_V1","2019_Preston_V1_2_7",2.8,2.97029969377646,2.77029969377646,"2019_Preston_V1_NorLin"
715,240,2,7,1,0,715,2019,"Preston","NorLin","V2",3,"2019_Preston_NorLin","2019_Preston_V2_2","2019_Preston_V2_7","2019_Preston_V2","2019_Preston_V2_2_7",2.36666666666667,2.80282946626847,2.16949613293514,"2019_Preston_V2_NorLin"
715,240,2,7,1,0,715,2019,"Preston","NorLin","V3",2,"2019_Preston_NorLin","2019_Preston_V3_2","2019_Preston_V3_7","2019_Preston_V3","2019_Preston_V3_2_7",1.95555555555556,2.15028039284054,1.58563458856346,"2019_Preston_V3_NorLin"
715,240,2,7,1,0,715,2019,"Preston","NorLin","W1",0,"2019_Preston_NorLin","2019_Preston_W1_2","2019_Preston_W1_7","2019_Preston_W1","2019_Preston_W1_2_7",0,0,0,"2019_Preston_W1_NorLin"
715,240,2,7,1,0,715,2019,"Preston","NorLin","W2",4,"2019_Preston_NorLin","2019_Preston_W2_2","2019_Preston_W2_7","2019_Preston_W2","2019_Preston_W2_2_7",3,3.89440277155794,3.27455279394935,"2019_Preston_W2_NorLin"
715,240,2,7,1,0,715,2019,"Preston","NorLin","W3",2,"2019_Preston_NorLin","2019_Preston_W3_2","2019_Preston_W3_7","2019_Preston_W3","2019_Preston_W3_2_7",2.11111111111111,2.03113612004287,1.90872633083244,"2019_Preston_W3_NorLin"
715,249,2,8,1,0,715,2019,"Preston","NorLin","STD",2,"2019_Preston_NorLin","2019_Preston_STD_2","2019_Preston_STD_8","2019_Preston_STD","2019_Preston_STD_2_8",2.32222222222222,2.19553415500014,2.25509855707292,"2019_Preston_STD_NorLin"
715,249,2,8,1,0,715,2019,"Preston","NorLin","V1",3,"2019_Preston_NorLin","2019_Preston_V1_2","2019_Preston_V1_8","2019_Preston_V1","2019_Preston_V1_2_8",3,2.97029969377646,2.97029969377646,"2019_Preston_V1_NorLin"
715,249,2,8,1,0,715,2019,"Preston","NorLin","V2",2,"2019_Preston_NorLin","2019_Preston_V2_2","2019_Preston_V2_8","2019_Preston_V2","2019_Preston_V2_2_8",1.46666666666667,2.18859790183016,1.26949613293514,"2019_Preston_V2_NorLin"
715,249,2,8,1,0,715,2019,"Preston","NorLin","V3",2,"2019_Preston_NorLin","2019_Preston_V3_2","2019_Preston_V3_8","2019_Preston_V3","2019_Preston_V3_2_8",1.95555555555556,2.15028039284054,1.58563458856346,"2019_Preston_V3_NorLin"
715,249,2,8,1,0,715,2019,"Preston","NorLin","W1",4,"2019_Preston_NorLin","2019_Preston_W1_2","2019_Preston_W1_8","2019_Preston_W1","2019_Preston_W1_2_8",4.88888888888889,3.46806154078778,4.57655805045236,"2019_Preston_W1_NorLin"
715,249,2,8,1,0,715,2019,"Preston","NorLin","W2",4,"2019_Preston_NorLin","2019_Preston_W2_2","2019_Preston_W2_8","2019_Preston_W2","2019_Preston_W2_2_8",3.4,3.89440277155794,3.67455279394935,"2019_Preston_W2_NorLin"
715,249,2,8,1,0,715,2019,"Preston","NorLin","W3",1,"2019_Preston_NorLin","2019_Preston_W3_2","2019_Preston_W3_8","2019_Preston_W3","2019_Preston_W3_2_8",1.71111111111111,1.26465702036442,1.50872633083244,"2019_Preston_W3_NorLin"
715,258,2,9,1,0,715,2019,"Preston","NorLin","STD",2,"2019_Preston_NorLin","2019_Preston_STD_2","2019_Preston_STD_9","2019_Preston_STD","2019_Preston_STD_2_9",2.12222222222222,2.19553415500014,2.05509855707292,"2019_Preston_STD_NorLin"
715,258,2,9,1,0,715,2019,"Preston","NorLin","V1",2,"2019_Preston_NorLin","2019_Preston_V1_2","2019_Preston_V1_9","2019_Preston_V1","2019_Preston_V1_2_9",1.8,2.08651828334684,1.77029969377646,"2019_Preston_V1_NorLin"
715,258,2,9,1,0,715,2019,"Preston","NorLin","V2",3,"2019_Preston_NorLin","2019_Preston_V2_2","2019_Preston_V2_9","2019_Preston_V2","2019_Preston_V2_2_9",2.46666666666667,2.80282946626847,2.26949613293514,"2019_Preston_V2_NorLin"
715,258,2,9,1,0,715,2019,"Preston","NorLin","V3",3,"2019_Preston_NorLin","2019_Preston_V3_2","2019_Preston_V3_9","2019_Preston_V3","2019_Preston_V3_2_9",2.65555555555556,2.6300790330079,2.28563458856346,"2019_Preston_V3_NorLin"
715,258,2,9,1,0,715,2019,"Preston","NorLin","W1",0,"2019_Preston_NorLin","2019_Preston_W1_2","2019_Preston_W1_9","2019_Preston_W1","2019_Preston_W1_2_9",0,0,0,"2019_Preston_W1_NorLin"
715,258,2,9,1,0,715,2019,"Preston","NorLin","W2",4,"2019_Preston_NorLin","2019_Preston_W2_2","2019_Preston_W2_9","2019_Preston_W2","2019_Preston_W2_2_9",3.4,3.89440277155794,3.67455279394935,"2019_Preston_W2_NorLin"
715,258,2,9,1,0,715,2019,"Preston","NorLin","W3",4,"2019_Preston_NorLin","2019_Preston_W3_2","2019_Preston_W3_9","2019_Preston_W3","2019_Preston_W3_2_9",3.81111111111111,3.56409431939979,3.60872633083244,"2019_Preston_W3_NorLin"
715,267,3,1,1,0,715,2019,"Preston","NorLin","STD",1,"2019_Preston_NorLin","2019_Preston_STD_3","2019_Preston_STD_1","2019_Preston_STD","2019_Preston_STD_3_1",1.32222222222222,1.45819197514959,1.25509855707292,"2019_Preston_STD_NorLin"
715,267,3,1,1,0,715,2019,"Preston","NorLin","V1",2,"2019_Preston_NorLin","2019_Preston_V1_3","2019_Preston_V1_1","2019_Preston_V1","2019_Preston_V1_3_1",2.63333333333333,2.08651828334684,2.60363302710979,"2019_Preston_V1_NorLin"
715,267,3,1,1,0,715,2019,"Preston","NorLin","V2",2,"2019_Preston_NorLin","2019_Preston_V2_3","2019_Preston_V2_1","2019_Preston_V2","2019_Preston_V2_3_1",1.9,2.18859790183016,1.70282946626847,"2019_Preston_V2_NorLin"
715,267,3,1,1,0,715,2019,"Preston","NorLin","V3",2,"2019_Preston_NorLin","2019_Preston_V3_3","2019_Preston_V3_1","2019_Preston_V3","2019_Preston_V3_3_1",2.44444444444444,2.15028039284054,2.07452347745235,"2019_Preston_V3_NorLin"
715,267,3,1,1,0,715,2019,"Preston","NorLin","W1",2,"2019_Preston_NorLin","2019_Preston_W1_3","2019_Preston_W1_1","2019_Preston_W1","2019_Preston_W1_3_1",2.17777777777778,1.90727678233915,1.86544693934125,"2019_Preston_W1_NorLin"
715,267,3,1,1,0,715,2019,"Preston","NorLin","W2",4,"2019_Preston_NorLin","2019_Preston_W2_3","2019_Preston_W2_1","2019_Preston_W2","2019_Preston_W2_3_1",3.34444444444444,3.89440277155794,3.61899723839379,"2019_Preston_W2_NorLin"
715,267,3,1,1,0,715,2019,"Preston","NorLin","W3",0,"2019_Preston_NorLin","2019_Preston_W3_3","2019_Preston_W3_1","2019_Preston_W3","2019_Preston_W3_3_1",0,0,0,"2019_Preston_W3_NorLin"
715,276,3,2,1,0,715,2019,"Preston","NorLin","STD",3,"2019_Preston_NorLin","2019_Preston_STD_3","2019_Preston_STD_2","2019_Preston_STD","2019_Preston_STD_3_2",2.92222222222222,2.9328763348507,2.85509855707292,"2019_Preston_STD_NorLin"
715,276,3,2,1,0,715,2019,"Preston","NorLin","V1",3,"2019_Preston_NorLin","2019_Preston_V1_3","2019_Preston_V1_2","2019_Preston_V1","2019_Preston_V1_3_2",3.03333333333333,2.97029969377646,3.00363302710979,"2019_Preston_V1_NorLin"
715,276,3,2,1,0,715,2019,"Preston","NorLin","V2",3,"2019_Preston_NorLin","2019_Preston_V2_3","2019_Preston_V2_2","2019_Preston_V2","2019_Preston_V2_3_2",2.1,2.80282946626847,1.90282946626847,"2019_Preston_V2_NorLin"
715,276,3,2,1,0,715,2019,"Preston","NorLin","V3",2,"2019_Preston_NorLin","2019_Preston_V3_3","2019_Preston_V3_2","2019_Preston_V3","2019_Preston_V3_3_2",1.84444444444444,2.15028039284054,1.47452347745235,"2019_Preston_V3_NorLin"
715,276,3,2,1,0,715,2019,"Preston","NorLin","W1",2,"2019_Preston_NorLin","2019_Preston_W1_3","2019_Preston_W1_2","2019_Preston_W1","2019_Preston_W1_3_2",2.57777777777778,1.90727678233915,2.26544693934125,"2019_Preston_W1_NorLin"
715,276,3,2,1,0,715,2019,"Preston","NorLin","W2",4,"2019_Preston_NorLin","2019_Preston_W2_3","2019_Preston_W2_2","2019_Preston_W2","2019_Preston_W2_3_2",3.14444444444444,3.89440277155794,3.41899723839379,"2019_Preston_W2_NorLin"
715,276,3,2,1,0,715,2019,"Preston","NorLin","W3",2,"2019_Preston_NorLin","2019_Preston_W3_3","2019_Preston_W3_2","2019_Preston_W3","2019_Preston_W3_3_2",1.8,2.03113612004287,1.59761521972133,"2019_Preston_W3_NorLin"
715,285,3,3,1,0,715,2019,"Preston","NorLin","STD",3,"2019_Preston_NorLin","2019_Preston_STD_3","2019_Preston_STD_3","2019_Preston_STD","2019_Preston_STD_3_3",2.82222222222222,2.9328763348507,2.75509855707292,"2019_Preston_STD_NorLin"
715,285,3,3,1,0,715,2019,"Preston","NorLin","V1",3,"2019_Preston_NorLin","2019_Preston_V1_3","2019_Preston_V1_3","2019_Preston_V1","2019_Preston_V1_3_3",2.83333333333333,2.97029969377646,2.80363302710979,"2019_Preston_V1_NorLin"
715,285,3,3,1,0,715,2019,"Preston","NorLin","V2",4,"2019_Preston_NorLin","2019_Preston_V2_3","2019_Preston_V2_3","2019_Preston_V2","2019_Preston_V2_3_3",3.4,3.41706103070679,3.20282946626847,"2019_Preston_V2_NorLin"
715,285,3,3,1,0,715,2019,"Preston","NorLin","V3",3,"2019_Preston_NorLin","2019_Preston_V3_3","2019_Preston_V3_3","2019_Preston_V3","2019_Preston_V3_3_3",2.64444444444444,2.6300790330079,2.27452347745235,"2019_Preston_V3_NorLin"
715,285,3,3,1,0,715,2019,"Preston","NorLin","W1",0,"2019_Preston_NorLin","2019_Preston_W1_3","2019_Preston_W1_3","2019_Preston_W1","2019_Preston_W1_3_3",0,0,0,"2019_Preston_W1_NorLin"
715,285,3,3,1,0,715,2019,"Preston","NorLin","W2",7,"2019_Preston_NorLin","2019_Preston_W2_3","2019_Preston_W2_3","2019_Preston_W2","2019_Preston_W2_3_3",5.44444444444444,5.75395270438374,5.71899723839379,"2019_Preston_W2_NorLin"
715,285,3,3,1,0,715,2019,"Preston","NorLin","W3",3,"2019_Preston_NorLin","2019_Preston_W3_3","2019_Preston_W3_3","2019_Preston_W3","2019_Preston_W3_3_3",2.1,2.79761521972133,1.89761521972133,"2019_Preston_W3_NorLin"
715,294,3,4,1,0,715,2019,"Preston","NorLin","STD",3,"2019_Preston_NorLin","2019_Preston_STD_3","2019_Preston_STD_4","2019_Preston_STD","2019_Preston_STD_3_4",2.82222222222222,2.9328763348507,2.75509855707292,"2019_Preston_STD_NorLin"
715,294,3,4,1,0,715,2019,"Preston","NorLin","V1",3,"2019_Preston_NorLin","2019_Preston_V1_3","2019_Preston_V1_4","2019_Preston_V1","2019_Preston_V1_3_4",2.93333333333333,2.97029969377646,2.90363302710979,"2019_Preston_V1_NorLin"
715,294,3,4,1,0,715,2019,"Preston","NorLin","V2",4,"2019_Preston_NorLin","2019_Preston_V2_3","2019_Preston_V2_4","2019_Preston_V2","2019_Preston_V2_3_4",3.3,3.41706103070679,3.10282946626847,"2019_Preston_V2_NorLin"
715,294,3,4,1,0,715,2019,"Preston","NorLin","V3",2,"2019_Preston_NorLin","2019_Preston_V3_3","2019_Preston_V3_4","2019_Preston_V3","2019_Preston_V3_3_4",2.04444444444444,2.15028039284054,1.67452347745235,"2019_Preston_V3_NorLin"
715,294,3,4,1,0,715,2019,"Preston","NorLin","W1",1,"2019_Preston_NorLin","2019_Preston_W1_3","2019_Preston_W1_4","2019_Preston_W1","2019_Preston_W1_3_4",1.57777777777778,1.12688440311484,1.26544693934125,"2019_Preston_W1_NorLin"
715,294,3,4,1,0,715,2019,"Preston","NorLin","W2",6,"2019_Preston_NorLin","2019_Preston_W2_3","2019_Preston_W2_4","2019_Preston_W2","2019_Preston_W2_3_4",4.34444444444444,5.13410272677514,4.61899723839379,"2019_Preston_W2_NorLin"
715,294,3,4,1,0,715,2019,"Preston","NorLin","W3",4,"2019_Preston_NorLin","2019_Preston_W3_3","2019_Preston_W3_4","2019_Preston_W3","2019_Preston_W3_3_4",3,3.56409431939979,2.79761521972133,"2019_Preston_W3_NorLin"
715,303,3,5,1,0,715,2019,"Preston","NorLin","STD",4,"2019_Preston_NorLin","2019_Preston_STD_3","2019_Preston_STD_5","2019_Preston_STD","2019_Preston_STD_3_5",3.72222222222222,3.67021851470125,3.65509855707292,"2019_Preston_STD_NorLin"
715,303,3,5,1,0,715,2019,"Preston","NorLin","V1",3,"2019_Preston_NorLin","2019_Preston_V1_3","2019_Preston_V1_5","2019_Preston_V1","2019_Preston_V1_3_5",3.23333333333333,2.97029969377646,3.20363302710979,"2019_Preston_V1_NorLin"
715,303,3,5,1,0,715,2019,"Preston","NorLin","V2",3,"2019_Preston_NorLin","2019_Preston_V2_3","2019_Preston_V2_5","2019_Preston_V2","2019_Preston_V2_3_5",3.1,2.80282946626847,2.90282946626847,"2019_Preston_V2_NorLin"
715,303,3,5,1,0,715,2019,"Preston","NorLin","V3",2,"2019_Preston_NorLin","2019_Preston_V3_3","2019_Preston_V3_5","2019_Preston_V3","2019_Preston_V3_3_5",2.34444444444444,2.15028039284054,1.97452347745235,"2019_Preston_V3_NorLin"
715,303,3,5,1,0,715,2019,"Preston","NorLin","W1",0,"2019_Preston_NorLin","2019_Preston_W1_3","2019_Preston_W1_5","2019_Preston_W1","2019_Preston_W1_3_5",0,0,0,"2019_Preston_W1_NorLin"
715,303,3,5,1,0,715,2019,"Preston","NorLin","W2",5,"2019_Preston_NorLin","2019_Preston_W2_3","2019_Preston_W2_5","2019_Preston_W2","2019_Preston_W2_3_5",3.54444444444444,4.51425274916654,3.81899723839379,"2019_Preston_W2_NorLin"
715,303,3,5,1,0,715,2019,"Preston","NorLin","W3",1,"2019_Preston_NorLin","2019_Preston_W3_3","2019_Preston_W3_5","2019_Preston_W3","2019_Preston_W3_3_5",0.9,1.26465702036442,0.697615219721329,"2019_Preston_W3_NorLin"
715,312,3,6,1,0,715,2019,"Preston","NorLin","STD",2,"2019_Preston_NorLin","2019_Preston_STD_3","2019_Preston_STD_6","2019_Preston_STD","2019_Preston_STD_3_6",2.52222222222222,2.19553415500014,2.45509855707292,"2019_Preston_STD_NorLin"
715,312,3,6,1,0,715,2019,"Preston","NorLin","V1",2,"2019_Preston_NorLin","2019_Preston_V1_3","2019_Preston_V1_6","2019_Preston_V1","2019_Preston_V1_3_6",2.43333333333333,2.08651828334684,2.40363302710979,"2019_Preston_V1_NorLin"
715,312,3,6,1,0,715,2019,"Preston","NorLin","V2",2,"2019_Preston_NorLin","2019_Preston_V2_3","2019_Preston_V2_6","2019_Preston_V2","2019_Preston_V2_3_6",2.3,2.18859790183016,2.10282946626847,"2019_Preston_V2_NorLin"
715,312,3,6,1,0,715,2019,"Preston","NorLin","V3",2,"2019_Preston_NorLin","2019_Preston_V3_3","2019_Preston_V3_6","2019_Preston_V3","2019_Preston_V3_3_6",2.04444444444444,2.15028039284054,1.67452347745235,"2019_Preston_V3_NorLin"
715,312,3,6,1,0,715,2019,"Preston","NorLin","W1",0,"2019_Preston_NorLin","2019_Preston_W1_3","2019_Preston_W1_6","2019_Preston_W1","2019_Preston_W1_3_6",0,0,0,"2019_Preston_W1_NorLin"
715,312,3,6,1,0,715,2019,"Preston","NorLin","W2",5,"2019_Preston_NorLin","2019_Preston_W2_3","2019_Preston_W2_6","2019_Preston_W2","2019_Preston_W2_3_6",3.54444444444444,4.51425274916654,3.81899723839379,"2019_Preston_W2_NorLin"
715,312,3,6,1,0,715,2019,"Preston","NorLin","W3",2,"2019_Preston_NorLin","2019_Preston_W3_3","2019_Preston_W3_6","2019_Preston_W3","2019_Preston_W3_3_6",1.6,2.03113612004287,1.39761521972133,"2019_Preston_W3_NorLin"
715,321,3,7,1,0,715,2019,"Preston","NorLin","STD",3,"2019_Preston_NorLin","2019_Preston_STD_3","2019_Preston_STD_7","2019_Preston_STD","2019_Preston_STD_3_7",3.12222222222222,2.9328763348507,3.05509855707292,"2019_Preston_STD_NorLin"
715,321,3,7,1,0,715,2019,"Preston","NorLin","V1",3,"2019_Preston_NorLin","2019_Preston_V1_3","2019_Preston_V1_7","2019_Preston_V1","2019_Preston_V1_3_7",3.13333333333333,2.97029969377646,3.10363302710979,"2019_Preston_V1_NorLin"
715,321,3,7,1,0,715,2019,"Preston","NorLin","V2",3,"2019_Preston_NorLin","2019_Preston_V2_3","2019_Preston_V2_7","2019_Preston_V2","2019_Preston_V2_3_7",2.7,2.80282946626847,2.50282946626847,"2019_Preston_V2_NorLin"
715,321,3,7,1,0,715,2019,"Preston","NorLin","V3",3,"2019_Preston_NorLin","2019_Preston_V3_3","2019_Preston_V3_7","2019_Preston_V3","2019_Preston_V3_3_7",2.84444444444444,2.6300790330079,2.47452347745235,"2019_Preston_V3_NorLin"
715,321,3,7,1,0,715,2019,"Preston","NorLin","W1",0,"2019_Preston_NorLin","2019_Preston_W1_3","2019_Preston_W1_7","2019_Preston_W1","2019_Preston_W1_3_7",0,0,0,"2019_Preston_W1_NorLin"
715,321,3,7,1,0,715,2019,"Preston","NorLin","W2",5,"2019_Preston_NorLin","2019_Preston_W2_3","2019_Preston_W2_7","2019_Preston_W2","2019_Preston_W2_3_7",3.44444444444444,4.51425274916654,3.71899723839379,"2019_Preston_W2_NorLin"
715,321,3,7,1,0,715,2019,"Preston","NorLin","W3",4,"2019_Preston_NorLin","2019_Preston_W3_3","2019_Preston_W3_7","2019_Preston_W3","2019_Preston_W3_3_7",3,3.56409431939979,2.79761521972133,"2019_Preston_W3_NorLin"
715,330,3,8,1,0,715,2019,"Preston","NorLin","STD",2,"2019_Preston_NorLin","2019_Preston_STD_3","2019_Preston_STD_8","2019_Preston_STD","2019_Preston_STD_3_8",2.32222222222222,2.19553415500014,2.25509855707292,"2019_Preston_STD_NorLin"
715,330,3,8,1,0,715,2019,"Preston","NorLin","V1",2,"2019_Preston_NorLin","2019_Preston_V1_3","2019_Preston_V1_8","2019_Preston_V1","2019_Preston_V1_3_8",2.33333333333333,2.08651828334684,2.30363302710979,"2019_Preston_V1_NorLin"
715,330,3,8,1,0,715,2019,"Preston","NorLin","V2",2,"2019_Preston_NorLin","2019_Preston_V2_3","2019_Preston_V2_8","2019_Preston_V2","2019_Preston_V2_3_8",1.8,2.18859790183016,1.60282946626847,"2019_Preston_V2_NorLin"
715,330,3,8,1,0,715,2019,"Preston","NorLin","V3",2,"2019_Preston_NorLin","2019_Preston_V3_3","2019_Preston_V3_8","2019_Preston_V3","2019_Preston_V3_3_8",1.84444444444444,2.15028039284054,1.47452347745235,"2019_Preston_V3_NorLin"
715,330,3,8,1,0,715,2019,"Preston","NorLin","W1",2,"2019_Preston_NorLin","2019_Preston_W1_3","2019_Preston_W1_8","2019_Preston_W1","2019_Preston_W1_3_8",2.77777777777778,1.90727678233915,2.46544693934125,"2019_Preston_W1_NorLin"
715,330,3,8,1,0,715,2019,"Preston","NorLin","W2",4,"2019_Preston_NorLin","2019_Preston_W2_3","2019_Preston_W2_8","2019_Preston_W2","2019_Preston_W2_3_8",2.84444444444444,3.89440277155794,3.11899723839379,"2019_Preston_W2_NorLin"
715,330,3,8,1,0,715,2019,"Preston","NorLin","W3",2,"2019_Preston_NorLin","2019_Preston_W3_3","2019_Preston_W3_8","2019_Preston_W3","2019_Preston_W3_3_8",1.6,2.03113612004287,1.39761521972133,"2019_Preston_W3_NorLin"
715,339,3,9,1,0,715,2019,"Preston","NorLin","STD",3,"2019_Preston_NorLin","2019_Preston_STD_3","2019_Preston_STD_9","2019_Preston_STD","2019_Preston_STD_3_9",3.12222222222222,2.9328763348507,3.05509855707292,"2019_Preston_STD_NorLin"
715,339,3,9,1,0,715,2019,"Preston","NorLin","V1",2,"2019_Preston_NorLin","2019_Preston_V1_3","2019_Preston_V1_9","2019_Preston_V1","2019_Preston_V1_3_9",2.13333333333333,2.08651828334684,2.10363302710979,"2019_Preston_V1_NorLin"
715,339,3,9,1,0,715,2019,"Preston","NorLin","V2",2,"2019_Preston_NorLin","2019_Preston_V2_3","2019_Preston_V2_9","2019_Preston_V2","2019_Preston_V2_3_9",1.8,2.18859790183016,1.60282946626847,"2019_Preston_V2_NorLin"
715,339,3,9,1,0,715,2019,"Preston","NorLin","V3",3,"2019_Preston_NorLin","2019_Preston_V3_3","2019_Preston_V3_9","2019_Preston_V3","2019_Preston_V3_3_9",2.54444444444444,2.6300790330079,2.17452347745235,"2019_Preston_V3_NorLin"
715,339,3,9,1,0,715,2019,"Preston","NorLin","W1",0,"2019_Preston_NorLin","2019_Preston_W1_3","2019_Preston_W1_9","2019_Preston_W1","2019_Preston_W1_3_9",0,0,0,"2019_Preston_W1_NorLin"
715,339,3,9,1,0,715,2019,"Preston","NorLin","W2",5,"2019_Preston_NorLin","2019_Preston_W2_3","2019_Preston_W2_9","2019_Preston_W2","2019_Preston_W2_3_9",3.84444444444444,4.51425274916654,4.11899723839379,"2019_Preston_W2_NorLin"
715,339,3,9,1,0,715,2019,"Preston","NorLin","W3",6,"2019_Preston_NorLin","2019_Preston_W3_3","2019_Preston_W3_9","2019_Preston_W3","2019_Preston_W3_3_9",4.7,5.0970525187567,4.49761521972133,"2019_Preston_W3_NorLin"
715,348,4,1,1,0,715,2019,"Preston","NorLin","STD",3,"2019_Preston_NorLin","2019_Preston_STD_4","2019_Preston_STD_1","2019_Preston_STD","2019_Preston_STD_4_1",3.21111111111111,2.9328763348507,3.14398744596181,"2019_Preston_STD_NorLin"
715,348,4,1,1,0,715,2019,"Preston","NorLin","V1",3,"2019_Preston_NorLin","2019_Preston_V1_4","2019_Preston_V1_1","2019_Preston_V1","2019_Preston_V1_4_1",3.63333333333333,2.97029969377646,3.60363302710979,"2019_Preston_V1_NorLin"
715,348,4,1,1,0,715,2019,"Preston","NorLin","V2",2,"2019_Preston_NorLin","2019_Preston_V2_4","2019_Preston_V2_1","2019_Preston_V2","2019_Preston_V2_4_1",2.45555555555556,2.18859790183016,2.25838502182403,"2019_Preston_V2_NorLin"
715,348,4,1,1,0,715,2019,"Preston","NorLin","V3",2,"2019_Preston_NorLin","2019_Preston_V3_4","2019_Preston_V3_1","2019_Preston_V3","2019_Preston_V3_4_1",2.11111111111111,2.15028039284054,1.74119014411901,"2019_Preston_V3_NorLin"
715,348,4,1,1,0,715,2019,"Preston","NorLin","W1",1,"2019_Preston_NorLin","2019_Preston_W1_4","2019_Preston_W1_1","2019_Preston_W1","2019_Preston_W1_4_1",0.955555555555555,1.12688440311484,0.643224717119024,"2019_Preston_W1_NorLin"
715,348,4,1,1,0,715,2019,"Preston","NorLin","W2",3,"2019_Preston_NorLin","2019_Preston_W2_4","2019_Preston_W2_1","2019_Preston_W2","2019_Preston_W2_4_1",4.12222222222222,3.27455279394935,4.39677501617157,"2019_Preston_W2_NorLin"
715,348,4,1,1,0,715,2019,"Preston","NorLin","W3",1,"2019_Preston_NorLin","2019_Preston_W3_4","2019_Preston_W3_1","2019_Preston_W3","2019_Preston_W3_4_1",1.27777777777778,1.26465702036442,1.07539299749911,"2019_Preston_W3_NorLin"
715,357,4,2,1,0,715,2019,"Preston","NorLin","STD",4,"2019_Preston_NorLin","2019_Preston_STD_4","2019_Preston_STD_2","2019_Preston_STD","2019_Preston_STD_4_2",3.81111111111111,3.67021851470125,3.74398744596181,"2019_Preston_STD_NorLin"
715,357,4,2,1,0,715,2019,"Preston","NorLin","V1",4,"2019_Preston_NorLin","2019_Preston_V1_4","2019_Preston_V1_2","2019_Preston_V1","2019_Preston_V1_4_2",4.03333333333333,3.85408110420607,4.00363302710979,"2019_Preston_V1_NorLin"
715,357,4,2,1,0,715,2019,"Preston","NorLin","V2",3,"2019_Preston_NorLin","2019_Preston_V2_4","2019_Preston_V2_2","2019_Preston_V2","2019_Preston_V2_4_2",2.65555555555556,2.80282946626847,2.45838502182403,"2019_Preston_V2_NorLin"
715,357,4,2,1,0,715,2019,"Preston","NorLin","V3",3,"2019_Preston_NorLin","2019_Preston_V3_4","2019_Preston_V3_2","2019_Preston_V3","2019_Preston_V3_4_2",2.51111111111111,2.6300790330079,2.14119014411901,"2019_Preston_V3_NorLin"
715,357,4,2,1,0,715,2019,"Preston","NorLin","W1",1,"2019_Preston_NorLin","2019_Preston_W1_4","2019_Preston_W1_2","2019_Preston_W1","2019_Preston_W1_4_2",1.35555555555556,1.12688440311484,1.04322471711902,"2019_Preston_W1_NorLin"
715,357,4,2,1,0,715,2019,"Preston","NorLin","W2",4,"2019_Preston_NorLin","2019_Preston_W2_4","2019_Preston_W2_2","2019_Preston_W2","2019_Preston_W2_4_2",4.92222222222222,3.89440277155794,5.19677501617157,"2019_Preston_W2_NorLin"
715,357,4,2,1,0,715,2019,"Preston","NorLin","W3",4,"2019_Preston_NorLin","2019_Preston_W3_4","2019_Preston_W3_2","2019_Preston_W3","2019_Preston_W3_4_2",3.57777777777778,3.56409431939979,3.37539299749911,"2019_Preston_W3_NorLin"
715,366,4,3,1,0,715,2019,"Preston","NorLin","STD",3,"2019_Preston_NorLin","2019_Preston_STD_4","2019_Preston_STD_3","2019_Preston_STD","2019_Preston_STD_4_3",2.71111111111111,2.9328763348507,2.64398744596181,"2019_Preston_STD_NorLin"
715,366,4,3,1,0,715,2019,"Preston","NorLin","V1",3,"2019_Preston_NorLin","2019_Preston_V1_4","2019_Preston_V1_3","2019_Preston_V1","2019_Preston_V1_4_3",2.83333333333333,2.97029969377646,2.80363302710979,"2019_Preston_V1_NorLin"
715,366,4,3,1,0,715,2019,"Preston","NorLin","V2",3,"2019_Preston_NorLin","2019_Preston_V2_4","2019_Preston_V2_3","2019_Preston_V2","2019_Preston_V2_4_3",2.95555555555556,2.80282946626847,2.75838502182403,"2019_Preston_V2_NorLin"
715,366,4,3,1,0,715,2019,"Preston","NorLin","V3",4,"2019_Preston_NorLin","2019_Preston_V3_4","2019_Preston_V3_3","2019_Preston_V3","2019_Preston_V3_4_3",3.31111111111111,3.10987767317527,2.94119014411901,"2019_Preston_V3_NorLin"
715,366,4,3,1,0,715,2019,"Preston","NorLin","W1",1,"2019_Preston_NorLin","2019_Preston_W1_4","2019_Preston_W1_3","2019_Preston_W1","2019_Preston_W1_4_3",1.55555555555556,1.12688440311484,1.24322471711902,"2019_Preston_W1_NorLin"
715,366,4,3,1,0,715,2019,"Preston","NorLin","W2",4,"2019_Preston_NorLin","2019_Preston_W2_4","2019_Preston_W2_3","2019_Preston_W2","2019_Preston_W2_4_3",4.22222222222222,3.89440277155794,4.49677501617157,"2019_Preston_W2_NorLin"
715,366,4,3,1,0,715,2019,"Preston","NorLin","W3",4,"2019_Preston_NorLin","2019_Preston_W3_4","2019_Preston_W3_3","2019_Preston_W3","2019_Preston_W3_4_3",2.87777777777778,3.56409431939979,2.67539299749911,"2019_Preston_W3_NorLin"
