"Record","Plot","Row","Column","Cp","Csp","Entry","Year","Location","Genotype","Trait","Value","ID","IDROW","IDCOL","IDX","IDROWCOL","adjmth1","adjmth3","adjmth13x"
392,256,2,9,0,0,392,2019,"Preston","NxB-RIL-362-26","V2",1,"2019_Preston_NxB-RIL-362-26","2019_Preston_V2_2","2019_Preston_V2_9","2019_Preston_V2","2019_Preston_V2_2_9",0.466666666666667,0.802829466268474,0.471666666666667
392,256,2,9,0,0,392,2019,"Preston","NxB-RIL-362-26","V3",1,"2019_Preston_NxB-RIL-362-26","2019_Preston_V3_2","2019_Preston_V3_9","2019_Preston_V3","2019_Preston_V3_2_9",0.655555555555555,0.630079033007903,0.660555555555555
392,256,2,9,0,0,392,2019,"Preston","NxB-RIL-362-26","W1",0,"2019_Preston_NxB-RIL-362-26","2019_Preston_W1_2","2019_Preston_W1_9","2019_Preston_W1","2019_Preston_W1_2_9",0,0,0.005
392,256,2,9,0,0,392,2019,"Preston","NxB-RIL-362-26","W2",3,"2019_Preston_NxB-RIL-362-26","2019_Preston_W2_2","2019_Preston_W2_9","2019_Preston_W2","2019_Preston_W2_2_9",2.4,2.89440277155794,2.405
392,256,2,9,0,0,392,2019,"Preston","NxB-RIL-362-26","W3",0,"2019_Preston_NxB-RIL-362-26","2019_Preston_W3_2","2019_Preston_W3_9","2019_Preston_W3","2019_Preston_W3_2_9",0,0,0.005
469,257,2,9,0,0,469,2019,"Preston","NxB-RIL-366-5","STD",1,"2019_Preston_NxB-RIL-366-5","2019_Preston_STD_2","2019_Preston_STD_9","2019_Preston_STD","2019_Preston_STD_2_9",1.12222222222222,1.19553415500014,1.12722222222222
469,257,2,9,0,0,469,2019,"Preston","NxB-RIL-366-5","V1",2,"2019_Preston_NxB-RIL-366-5","2019_Preston_V1_2","2019_Preston_V1_9","2019_Preston_V1","2019_Preston_V1_2_9",1.8,2.08651828334684,1.805
469,257,2,9,0,0,469,2019,"Preston","NxB-RIL-366-5","V2",4,"2019_Preston_NxB-RIL-366-5","2019_Preston_V2_2","2019_Preston_V2_9","2019_Preston_V2","2019_Preston_V2_2_9",3.46666666666667,3.80282946626847,3.47166666666667
469,257,2,9,0,0,469,2019,"Preston","NxB-RIL-366-5","V3",5,"2019_Preston_NxB-RIL-366-5","2019_Preston_V3_2","2019_Preston_V3_9","2019_Preston_V3","2019_Preston_V3_2_9",4.65555555555556,4.6300790330079,4.66055555555555
469,257,2,9,0,0,469,2019,"Preston","NxB-RIL-366-5","W1",2,"2019_Preston_NxB-RIL-366-5","2019_Preston_W1_2","2019_Preston_W1_9","2019_Preston_W1","2019_Preston_W1_2_9",3.68888888888889,2.18544643532169,3.69388888888889
469,257,2,9,0,0,469,2019,"Preston","NxB-RIL-366-5","W2",6,"2019_Preston_NxB-RIL-366-5","2019_Preston_W2_2","2019_Preston_W2_9","2019_Preston_W2","2019_Preston_W2_2_9",5.4,5.89440277155794,5.405
469,257,2,9,0,0,469,2019,"Preston","NxB-RIL-366-5","W3",8,"2019_Preston_NxB-RIL-366-5","2019_Preston_W3_2","2019_Preston_W3_9","2019_Preston_W3","2019_Preston_W3_2_9",7.81111111111111,7.56409431939979,7.81611111111111
715,258,2,9,1,0,715,2019,"Preston","NorLin","STD",2,"2019_Preston_NorLin","2019_Preston_STD_2","2019_Preston_STD_9","2019_Preston_STD","2019_Preston_STD_2_9",2.12222222222222,2.19553415500014,2.12722222222222
715,258,2,9,1,0,715,2019,"Preston","NorLin","V1",2,"2019_Preston_NorLin","2019_Preston_V1_2","2019_Preston_V1_9","2019_Preston_V1","2019_Preston_V1_2_9",1.8,2.08651828334684,1.805
715,258,2,9,1,0,715,2019,"Preston","NorLin","V2",3,"2019_Preston_NorLin","2019_Preston_V2_2","2019_Preston_V2_9","2019_Preston_V2","2019_Preston_V2_2_9",2.46666666666667,2.80282946626847,2.47166666666667
715,258,2,9,1,0,715,2019,"Preston","NorLin","V3",3,"2019_Preston_NorLin","2019_Preston_V3_2","2019_Preston_V3_9","2019_Preston_V3","2019_Preston_V3_2_9",2.65555555555556,2.6300790330079,2.66055555555555
715,258,2,9,1,0,715,2019,"Preston","NorLin","W1",0,"2019_Preston_NorLin","2019_Preston_W1_2","2019_Preston_W1_9","2019_Preston_W1","2019_Preston_W1_2_9",0,0,0.005
715,258,2,9,1,0,715,2019,"Preston","NorLin","W2",4,"2019_Preston_NorLin","2019_Preston_W2_2","2019_Preston_W2_9","2019_Preston_W2","2019_Preston_W2_2_9",3.4,3.89440277155794,3.405
715,258,2,9,1,0,715,2019,"Preston","NorLin","W3",4,"2019_Preston_NorLin","2019_Preston_W3_2","2019_Preston_W3_9","2019_Preston_W3","2019_Preston_W3_2_9",3.81111111111111,3.56409431939979,3.81611111111111
652,259,2,9,0,0,652,2019,"Preston","NxB-RIL-373-27","STD",2,"2019_Preston_NxB-RIL-373-27","2019_Preston_STD_2","2019_Preston_STD_9","2019_Preston_STD","2019_Preston_STD_2_9",2.12222222222222,2.19553415500014,2.12722222222222
652,259,2,9,0,0,652,2019,"Preston","NxB-RIL-373-27","V1",2,"2019_Preston_NxB-RIL-373-27","2019_Preston_V1_2","2019_Preston_V1_9","2019_Preston_V1","2019_Preston_V1_2_9",1.8,2.08651828334684,1.805
652,259,2,9,0,0,652,2019,"Preston","NxB-RIL-373-27","V2",3,"2019_Preston_NxB-RIL-373-27","2019_Preston_V2_2","2019_Preston_V2_9","2019_Preston_V2","2019_Preston_V2_2_9",2.46666666666667,2.80282946626847,2.47166666666667
652,259,2,9,0,0,652,2019,"Preston","NxB-RIL-373-27","V3",2,"2019_Preston_NxB-RIL-373-27","2019_Preston_V3_2","2019_Preston_V3_9","2019_Preston_V3","2019_Preston_V3_2_9",1.65555555555556,1.6300790330079,1.66055555555555
652,259,2,9,0,0,652,2019,"Preston","NxB-RIL-373-27","W1",1,"2019_Preston_NxB-RIL-373-27","2019_Preston_W1_2","2019_Preston_W1_9","2019_Preston_W1","2019_Preston_W1_2_9",2.68888888888889,1.18544643532169,2.69388888888889
652,259,2,9,0,0,652,2019,"Preston","NxB-RIL-373-27","W2",8,"2019_Preston_NxB-RIL-373-27","2019_Preston_W2_2","2019_Preston_W2_9","2019_Preston_W2","2019_Preston_W2_2_9",7.4,7.89440277155794,7.405
652,259,2,9,0,0,652,2019,"Preston","NxB-RIL-373-27","W3",2,"2019_Preston_NxB-RIL-373-27","2019_Preston_W3_2","2019_Preston_W3_9","2019_Preston_W3","2019_Preston_W3_2_9",1.81111111111111,1.56409431939979,1.81611111111111
398,260,2,9,0,0,398,2019,"Preston","NxB-RIL-363-1","STD",2,"2019_Preston_NxB-RIL-363-1","2019_Preston_STD_2","2019_Preston_STD_9","2019_Preston_STD","2019_Preston_STD_2_9",2.12222222222222,2.19553415500014,2.12722222222222
398,260,2,9,0,0,398,2019,"Preston","NxB-RIL-363-1","V1",2,"2019_Preston_NxB-RIL-363-1","2019_Preston_V1_2","2019_Preston_V1_9","2019_Preston_V1","2019_Preston_V1_2_9",1.8,2.08651828334684,1.805
398,260,2,9,0,0,398,2019,"Preston","NxB-RIL-363-1","V2",4,"2019_Preston_NxB-RIL-363-1","2019_Preston_V2_2","2019_Preston_V2_9","2019_Preston_V2","2019_Preston_V2_2_9",3.46666666666667,3.80282946626847,3.47166666666667
398,260,2,9,0,0,398,2019,"Preston","NxB-RIL-363-1","V3",4,"2019_Preston_NxB-RIL-363-1","2019_Preston_V3_2","2019_Preston_V3_9","2019_Preston_V3","2019_Preston_V3_2_9",3.65555555555556,3.6300790330079,3.66055555555555
398,260,2,9,0,0,398,2019,"Preston","NxB-RIL-363-1","W1",3,"2019_Preston_NxB-RIL-363-1","2019_Preston_W1_2","2019_Preston_W1_9","2019_Preston_W1","2019_Preston_W1_2_9",4.68888888888889,3.18544643532169,4.69388888888889
398,260,2,9,0,0,398,2019,"Preston","NxB-RIL-363-1","W2",7,"2019_Preston_NxB-RIL-363-1","2019_Preston_W2_2","2019_Preston_W2_9","2019_Preston_W2","2019_Preston_W2_2_9",6.4,6.89440277155794,6.405
398,260,2,9,0,0,398,2019,"Preston","NxB-RIL-363-1","W3",6,"2019_Preston_NxB-RIL-363-1","2019_Preston_W3_2","2019_Preston_W3_9","2019_Preston_W3","2019_Preston_W3_2_9",5.81111111111111,5.56409431939979,5.81611111111111
576,261,2,9,0,0,576,2019,"Preston","NxB-RIL-370-21","STD",2,"2019_Preston_NxB-RIL-370-21","2019_Preston_STD_2","2019_Preston_STD_9","2019_Preston_STD","2019_Preston_STD_2_9",2.12222222222222,2.19553415500014,2.12722222222222
576,261,2,9,0,0,576,2019,"Preston","NxB-RIL-370-21","V1",2,"2019_Preston_NxB-RIL-370-21","2019_Preston_V1_2","2019_Preston_V1_9","2019_Preston_V1","2019_Preston_V1_2_9",1.8,2.08651828334684,1.805
576,261,2,9,0,0,576,2019,"Preston","NxB-RIL-370-21","V2",3,"2019_Preston_NxB-RIL-370-21","2019_Preston_V2_2","2019_Preston_V2_9","2019_Preston_V2","2019_Preston_V2_2_9",2.46666666666667,2.80282946626847,2.47166666666667
576,261,2,9,0,0,576,2019,"Preston","NxB-RIL-370-21","V3",3,"2019_Preston_NxB-RIL-370-21","2019_Preston_V3_2","2019_Preston_V3_9","2019_Preston_V3","2019_Preston_V3_2_9",2.65555555555556,2.6300790330079,2.66055555555555
576,261,2,9,0,0,576,2019,"Preston","NxB-RIL-370-21","W1",3,"2019_Preston_NxB-RIL-370-21","2019_Preston_W1_2","2019_Preston_W1_9","2019_Preston_W1","2019_Preston_W1_2_9",4.68888888888889,3.18544643532169,4.69388888888889
576,261,2,9,0,0,576,2019,"Preston","NxB-RIL-370-21","W2",7,"2019_Preston_NxB-RIL-370-21","2019_Preston_W2_2","2019_Preston_W2_9","2019_Preston_W2","2019_Preston_W2_2_9",6.4,6.89440277155794,6.405
576,261,2,9,0,0,576,2019,"Preston","NxB-RIL-370-21","W3",3,"2019_Preston_NxB-RIL-370-21","2019_Preston_W3_2","2019_Preston_W3_9","2019_Preston_W3","2019_Preston_W3_2_9",2.81111111111111,2.56409431939979,2.81611111111111
363,262,2,9,0,0,363,2019,"Preston","NxB-RIL-361-24","STD",2,"2019_Preston_NxB-RIL-361-24","2019_Preston_STD_2","2019_Preston_STD_9","2019_Preston_STD","2019_Preston_STD_2_9",2.12222222222222,2.19553415500014,2.12722222222222
363,262,2,9,0,0,363,2019,"Preston","NxB-RIL-361-24","V1",2,"2019_Preston_NxB-RIL-361-24","2019_Preston_V1_2","2019_Preston_V1_9","2019_Preston_V1","2019_Preston_V1_2_9",1.8,2.08651828334684,1.805
363,262,2,9,0,0,363,2019,"Preston","NxB-RIL-361-24","V2",2,"2019_Preston_NxB-RIL-361-24","2019_Preston_V2_2","2019_Preston_V2_9","2019_Preston_V2","2019_Preston_V2_2_9",1.46666666666667,1.80282946626847,1.47166666666667
363,262,2,9,0,0,363,2019,"Preston","NxB-RIL-361-24","V3",1,"2019_Preston_NxB-RIL-361-24","2019_Preston_V3_2","2019_Preston_V3_9","2019_Preston_V3","2019_Preston_V3_2_9",0.655555555555555,0.630079033007903,0.660555555555555
363,262,2,9,0,0,363,2019,"Preston","NxB-RIL-361-24","W1",1,"2019_Preston_NxB-RIL-361-24","2019_Preston_W1_2","2019_Preston_W1_9","2019_Preston_W1","2019_Preston_W1_2_9",2.68888888888889,1.18544643532169,2.69388888888889
363,262,2,9,0,0,363,2019,"Preston","NxB-RIL-361-24","W2",5,"2019_Preston_NxB-RIL-361-24","2019_Preston_W2_2","2019_Preston_W2_9","2019_Preston_W2","2019_Preston_W2_2_9",4.4,4.89440277155794,4.405
363,262,2,9,0,0,363,2019,"Preston","NxB-RIL-361-24","W3",1,"2019_Preston_NxB-RIL-361-24","2019_Preston_W3_2","2019_Preston_W3_9","2019_Preston_W3","2019_Preston_W3_2_9",0.811111111111111,0.564094319399785,0.816111111111111
21,263,3,1,0,0,21,2019,"Preston","BxN-RIL-346-25","STD",2,"2019_Preston_BxN-RIL-346-25","2019_Preston_STD_3","2019_Preston_STD_1","2019_Preston_STD","2019_Preston_STD_3_1",2.32222222222222,2.45819197514959,2.32722222222222
21,263,3,1,0,0,21,2019,"Preston","BxN-RIL-346-25","V1",3,"2019_Preston_BxN-RIL-346-25","2019_Preston_V1_3","2019_Preston_V1_1","2019_Preston_V1","2019_Preston_V1_3_1",3.63333333333333,3.08651828334684,3.63833333333333
21,263,3,1,0,0,21,2019,"Preston","BxN-RIL-346-25","V2",4,"2019_Preston_BxN-RIL-346-25","2019_Preston_V2_3","2019_Preston_V2_1","2019_Preston_V2","2019_Preston_V2_3_1",3.9,4.18859790183016,3.905
21,263,3,1,0,0,21,2019,"Preston","BxN-RIL-346-25","V3",4,"2019_Preston_BxN-RIL-346-25","2019_Preston_V3_3","2019_Preston_V3_1","2019_Preston_V3","2019_Preston_V3_3_1",4.44444444444444,4.15028039284054,4.44944444444444
21,263,3,1,0,0,21,2019,"Preston","BxN-RIL-346-25","W1",4,"2019_Preston_BxN-RIL-346-25","2019_Preston_W1_3","2019_Preston_W1_1","2019_Preston_W1","2019_Preston_W1_3_1",4.17777777777778,3.90727678233915,4.18277777777778
21,263,3,1,0,0,21,2019,"Preston","BxN-RIL-346-25","W2",6,"2019_Preston_BxN-RIL-346-25","2019_Preston_W2_3","2019_Preston_W2_1","2019_Preston_W2","2019_Preston_W2_3_1",5.34444444444444,5.89440277155794,5.34944444444444
21,263,3,1,0,0,21,2019,"Preston","BxN-RIL-346-25","W3",7,"2019_Preston_BxN-RIL-346-25","2019_Preston_W3_3","2019_Preston_W3_1","2019_Preston_W3","2019_Preston_W3_3_1",7.5,7.05838022508039,7.505
538,264,3,1,0,0,538,2019,"Preston","NxB-RIL-369-5","STD",3,"2019_Preston_NxB-RIL-369-5","2019_Preston_STD_3","2019_Preston_STD_1","2019_Preston_STD","2019_Preston_STD_3_1",3.32222222222222,3.45819197514959,3.32722222222222
538,264,3,1,0,0,538,2019,"Preston","NxB-RIL-369-5","V1",2,"2019_Preston_NxB-RIL-369-5","2019_Preston_V1_3","2019_Preston_V1_1","2019_Preston_V1","2019_Preston_V1_3_1",2.63333333333333,2.08651828334684,2.63833333333333
538,264,3,1,0,0,538,2019,"Preston","NxB-RIL-369-5","V2",2,"2019_Preston_NxB-RIL-369-5","2019_Preston_V2_3","2019_Preston_V2_1","2019_Preston_V2","2019_Preston_V2_3_1",1.9,2.18859790183016,1.905
538,264,3,1,0,0,538,2019,"Preston","NxB-RIL-369-5","V3",1,"2019_Preston_NxB-RIL-369-5","2019_Preston_V3_3","2019_Preston_V3_1","2019_Preston_V3","2019_Preston_V3_3_1",1.44444444444444,1.15028039284054,1.44944444444444
538,264,3,1,0,0,538,2019,"Preston","NxB-RIL-369-5","W1",4,"2019_Preston_NxB-RIL-369-5","2019_Preston_W1_3","2019_Preston_W1_1","2019_Preston_W1","2019_Preston_W1_3_1",4.17777777777778,3.90727678233915,4.18277777777778
538,264,3,1,0,0,538,2019,"Preston","NxB-RIL-369-5","W2",4,"2019_Preston_NxB-RIL-369-5","2019_Preston_W2_3","2019_Preston_W2_1","2019_Preston_W2","2019_Preston_W2_3_1",3.34444444444444,3.89440277155794,3.34944444444445
538,264,3,1,0,0,538,2019,"Preston","NxB-RIL-369-5","W3",0,"2019_Preston_NxB-RIL-369-5","2019_Preston_W3_3","2019_Preston_W3_1","2019_Preston_W3","2019_Preston_W3_3_1",0,0,0.005
660,265,3,1,0,0,660,2019,"Preston","NxB-RIL-374-5","STD",1,"2019_Preston_NxB-RIL-374-5","2019_Preston_STD_3","2019_Preston_STD_1","2019_Preston_STD","2019_Preston_STD_3_1",1.32222222222222,1.45819197514959,1.32722222222222
660,265,3,1,0,0,660,2019,"Preston","NxB-RIL-374-5","V1",1,"2019_Preston_NxB-RIL-374-5","2019_Preston_V1_3","2019_Preston_V1_1","2019_Preston_V1","2019_Preston_V1_3_1",1.63333333333333,1.08651828334684,1.63833333333333
660,265,3,1,0,0,660,2019,"Preston","NxB-RIL-374-5","V2",1,"2019_Preston_NxB-RIL-374-5","2019_Preston_V2_3","2019_Preston_V2_1","2019_Preston_V2","2019_Preston_V2_3_1",0.9,1.18859790183016,0.905
660,265,3,1,0,0,660,2019,"Preston","NxB-RIL-374-5","V3",1,"2019_Preston_NxB-RIL-374-5","2019_Preston_V3_3","2019_Preston_V3_1","2019_Preston_V3","2019_Preston_V3_3_1",1.44444444444444,1.15028039284054,1.44944444444444
660,265,3,1,0,0,660,2019,"Preston","NxB-RIL-374-5","W1",0,"2019_Preston_NxB-RIL-374-5","2019_Preston_W1_3","2019_Preston_W1_1","2019_Preston_W1","2019_Preston_W1_3_1",0,0,0.005
660,265,3,1,0,0,660,2019,"Preston","NxB-RIL-374-5","W2",3,"2019_Preston_NxB-RIL-374-5","2019_Preston_W2_3","2019_Preston_W2_1","2019_Preston_W2","2019_Preston_W2_3_1",2.34444444444444,2.89440277155794,2.34944444444445
660,265,3,1,0,0,660,2019,"Preston","NxB-RIL-374-5","W3",0,"2019_Preston_NxB-RIL-374-5","2019_Preston_W3_3","2019_Preston_W3_1","2019_Preston_W3","2019_Preston_W3_3_1",0,0,0.005
562,266,3,1,0,0,562,2019,"Preston","NxB-RIL-370-4","STD",2,"2019_Preston_NxB-RIL-370-4","2019_Preston_STD_3","2019_Preston_STD_1","2019_Preston_STD","2019_Preston_STD_3_1",2.32222222222222,2.45819197514959,2.32722222222222
562,266,3,1,0,0,562,2019,"Preston","NxB-RIL-370-4","V1",2,"2019_Preston_NxB-RIL-370-4","2019_Preston_V1_3","2019_Preston_V1_1","2019_Preston_V1","2019_Preston_V1_3_1",2.63333333333333,2.08651828334684,2.63833333333333
562,266,3,1,0,0,562,2019,"Preston","NxB-RIL-370-4","V2",2,"2019_Preston_NxB-RIL-370-4","2019_Preston_V2_3","2019_Preston_V2_1","2019_Preston_V2","2019_Preston_V2_3_1",1.9,2.18859790183016,1.905
562,266,3,1,0,0,562,2019,"Preston","NxB-RIL-370-4","V3",1,"2019_Preston_NxB-RIL-370-4","2019_Preston_V3_3","2019_Preston_V3_1","2019_Preston_V3","2019_Preston_V3_3_1",1.44444444444444,1.15028039284054,1.44944444444444
562,266,3,1,0,0,562,2019,"Preston","NxB-RIL-370-4","W1",4,"2019_Preston_NxB-RIL-370-4","2019_Preston_W1_3","2019_Preston_W1_1","2019_Preston_W1","2019_Preston_W1_3_1",4.17777777777778,3.90727678233915,4.18277777777778
562,266,3,1,0,0,562,2019,"Preston","NxB-RIL-370-4","W2",4,"2019_Preston_NxB-RIL-370-4","2019_Preston_W2_3","2019_Preston_W2_1","2019_Preston_W2","2019_Preston_W2_3_1",3.34444444444444,3.89440277155794,3.34944444444445
562,266,3,1,0,0,562,2019,"Preston","NxB-RIL-370-4","W3",0,"2019_Preston_NxB-RIL-370-4","2019_Preston_W3_3","2019_Preston_W3_1","2019_Preston_W3","2019_Preston_W3_3_1",0,0,0.005
715,267,3,1,1,0,715,2019,"Preston","NorLin","STD",1,"2019_Preston_NorLin","2019_Preston_STD_3","2019_Preston_STD_1","2019_Preston_STD","2019_Preston_STD_3_1",1.32222222222222,1.45819197514959,1.32722222222222
715,267,3,1,1,0,715,2019,"Preston","NorLin","V1",2,"2019_Preston_NorLin","2019_Preston_V1_3","2019_Preston_V1_1","2019_Preston_V1","2019_Preston_V1_3_1",2.63333333333333,2.08651828334684,2.63833333333333
715,267,3,1,1,0,715,2019,"Preston","NorLin","V2",2,"2019_Preston_NorLin","2019_Preston_V2_3","2019_Preston_V2_1","2019_Preston_V2","2019_Preston_V2_3_1",1.9,2.18859790183016,1.905
715,267,3,1,1,0,715,2019,"Preston","NorLin","V3",2,"2019_Preston_NorLin","2019_Preston_V3_3","2019_Preston_V3_1","2019_Preston_V3","2019_Preston_V3_3_1",2.44444444444444,2.15028039284054,2.44944444444444
715,267,3,1,1,0,715,2019,"Preston","NorLin","W1",2,"2019_Preston_NorLin","2019_Preston_W1_3","2019_Preston_W1_1","2019_Preston_W1","2019_Preston_W1_3_1",2.17777777777778,1.90727678233915,2.18277777777778
715,267,3,1,1,0,715,2019,"Preston","NorLin","W2",4,"2019_Preston_NorLin","2019_Preston_W2_3","2019_Preston_W2_1","2019_Preston_W2","2019_Preston_W2_3_1",3.34444444444444,3.89440277155794,3.34944444444445
715,267,3,1,1,0,715,2019,"Preston","NorLin","W3",0,"2019_Preston_NorLin","2019_Preston_W3_3","2019_Preston_W3_1","2019_Preston_W3","2019_Preston_W3_3_1",0,0,0.005
459,268,3,1,0,0,459,2019,"Preston","NxB-RIL-365-22","STD",2,"2019_Preston_NxB-RIL-365-22","2019_Preston_STD_3","2019_Preston_STD_1","2019_Preston_STD","2019_Preston_STD_3_1",2.32222222222222,2.45819197514959,2.32722222222222
459,268,3,1,0,0,459,2019,"Preston","NxB-RIL-365-22","V1",1,"2019_Preston_NxB-RIL-365-22","2019_Preston_V1_3","2019_Preston_V1_1","2019_Preston_V1","2019_Preston_V1_3_1",1.63333333333333,1.08651828334684,1.63833333333333
459,268,3,1,0,0,459,2019,"Preston","NxB-RIL-365-22","V2",2,"2019_Preston_NxB-RIL-365-22","2019_Preston_V2_3","2019_Preston_V2_1","2019_Preston_V2","2019_Preston_V2_3_1",1.9,2.18859790183016,1.905
459,268,3,1,0,0,459,2019,"Preston","NxB-RIL-365-22","V3",2,"2019_Preston_NxB-RIL-365-22","2019_Preston_V3_3","2019_Preston_V3_1","2019_Preston_V3","2019_Preston_V3_3_1",2.44444444444444,2.15028039284054,2.44944444444444
459,268,3,1,0,0,459,2019,"Preston","NxB-RIL-365-22","W1",4,"2019_Preston_NxB-RIL-365-22","2019_Preston_W1_3","2019_Preston_W1_1","2019_Preston_W1","2019_Preston_W1_3_1",4.17777777777778,3.90727678233915,4.18277777777778
459,268,3,1,0,0,459,2019,"Preston","NxB-RIL-365-22","W2",6,"2019_Preston_NxB-RIL-365-22","2019_Preston_W2_3","2019_Preston_W2_1","2019_Preston_W2","2019_Preston_W2_3_1",5.34444444444444,5.89440277155794,5.34944444444444
459,268,3,1,0,0,459,2019,"Preston","NxB-RIL-365-22","W3",1,"2019_Preston_NxB-RIL-365-22","2019_Preston_W3_3","2019_Preston_W3_1","2019_Preston_W3","2019_Preston_W3_3_1",1.5,1.05838022508039,1.505
653,269,3,1,0,0,653,2019,"Preston","NxB-RIL-373-28","STD",2,"2019_Preston_NxB-RIL-373-28","2019_Preston_STD_3","2019_Preston_STD_1","2019_Preston_STD","2019_Preston_STD_3_1",2.32222222222222,2.45819197514959,2.32722222222222
653,269,3,1,0,0,653,2019,"Preston","NxB-RIL-373-28","V1",2,"2019_Preston_NxB-RIL-373-28","2019_Preston_V1_3","2019_Preston_V1_1","2019_Preston_V1","2019_Preston_V1_3_1",2.63333333333333,2.08651828334684,2.63833333333333
653,269,3,1,0,0,653,2019,"Preston","NxB-RIL-373-28","V2",5,"2019_Preston_NxB-RIL-373-28","2019_Preston_V2_3","2019_Preston_V2_1","2019_Preston_V2","2019_Preston_V2_3_1",4.9,5.18859790183016,4.905
653,269,3,1,0,0,653,2019,"Preston","NxB-RIL-373-28","V3",5,"2019_Preston_NxB-RIL-373-28","2019_Preston_V3_3","2019_Preston_V3_1","2019_Preston_V3","2019_Preston_V3_3_1",5.44444444444444,5.15028039284054,5.44944444444444
653,269,3,1,0,0,653,2019,"Preston","NxB-RIL-373-28","W1",5,"2019_Preston_NxB-RIL-373-28","2019_Preston_W1_3","2019_Preston_W1_1","2019_Preston_W1","2019_Preston_W1_3_1",5.17777777777778,4.90727678233915,5.18277777777778
653,269,3,1,0,0,653,2019,"Preston","NxB-RIL-373-28","W2",8,"2019_Preston_NxB-RIL-373-28","2019_Preston_W2_3","2019_Preston_W2_1","2019_Preston_W2","2019_Preston_W2_3_1",7.34444444444444,7.89440277155794,7.34944444444444
653,269,3,1,0,0,653,2019,"Preston","NxB-RIL-373-28","W3",8,"2019_Preston_NxB-RIL-373-28","2019_Preston_W3_3","2019_Preston_W3_1","2019_Preston_W3","2019_Preston_W3_3_1",8.5,8.05838022508039,8.505
269,270,3,1,0,0,269,2019,"Preston","BxN-RIL-358-19","STD",1,"2019_Preston_BxN-RIL-358-19","2019_Preston_STD_3","2019_Preston_STD_1","2019_Preston_STD","2019_Preston_STD_3_1",1.32222222222222,1.45819197514959,1.32722222222222
269,270,3,1,0,0,269,2019,"Preston","BxN-RIL-358-19","V1",3,"2019_Preston_BxN-RIL-358-19","2019_Preston_V1_3","2019_Preston_V1_1","2019_Preston_V1","2019_Preston_V1_3_1",3.63333333333333,3.08651828334684,3.63833333333333
269,270,3,1,0,0,269,2019,"Preston","BxN-RIL-358-19","V2",3,"2019_Preston_BxN-RIL-358-19","2019_Preston_V2_3","2019_Preston_V2_1","2019_Preston_V2","2019_Preston_V2_3_1",2.9,3.18859790183016,2.905
269,270,3,1,0,0,269,2019,"Preston","BxN-RIL-358-19","V3",3,"2019_Preston_BxN-RIL-358-19","2019_Preston_V3_3","2019_Preston_V3_1","2019_Preston_V3","2019_Preston_V3_3_1",3.44444444444444,3.15028039284054,3.44944444444444
269,270,3,1,0,0,269,2019,"Preston","BxN-RIL-358-19","W1",2,"2019_Preston_BxN-RIL-358-19","2019_Preston_W1_3","2019_Preston_W1_1","2019_Preston_W1","2019_Preston_W1_3_1",2.17777777777778,1.90727678233915,2.18277777777778
269,270,3,1,0,0,269,2019,"Preston","BxN-RIL-358-19","W2",7,"2019_Preston_BxN-RIL-358-19","2019_Preston_W2_3","2019_Preston_W2_1","2019_Preston_W2","2019_Preston_W2_3_1",6.34444444444444,6.89440277155794,6.34944444444444
269,270,3,1,0,0,269,2019,"Preston","BxN-RIL-358-19","W3",4,"2019_Preston_BxN-RIL-358-19","2019_Preston_W3_3","2019_Preston_W3_1","2019_Preston_W3","2019_Preston_W3_3_1",4.5,4.05838022508039,4.505
685,271,3,1,0,0,685,2019,"Preston","NxB-RIL-375-3","STD",1,"2019_Preston_NxB-RIL-375-3","2019_Preston_STD_3","2019_Preston_STD_1","2019_Preston_STD","2019_Preston_STD_3_1",1.32222222222222,1.45819197514959,1.32722222222222
685,271,3,1,0,0,685,2019,"Preston","NxB-RIL-375-3","V1",2,"2019_Preston_NxB-RIL-375-3","2019_Preston_V1_3","2019_Preston_V1_1","2019_Preston_V1","2019_Preston_V1_3_1",2.63333333333333,2.08651828334684,2.63833333333333
685,271,3,1,0,0,685,2019,"Preston","NxB-RIL-375-3","V2",2,"2019_Preston_NxB-RIL-375-3","2019_Preston_V2_3","2019_Preston_V2_1","2019_Preston_V2","2019_Preston_V2_3_1",1.9,2.18859790183016,1.905
685,271,3,1,0,0,685,2019,"Preston","NxB-RIL-375-3","V3",4,"2019_Preston_NxB-RIL-375-3","2019_Preston_V3_3","2019_Preston_V3_1","2019_Preston_V3","2019_Preston_V3_3_1",4.44444444444444,4.15028039284054,4.44944444444444
685,271,3,1,0,0,685,2019,"Preston","NxB-RIL-375-3","W1",4,"2019_Preston_NxB-RIL-375-3","2019_Preston_W1_3","2019_Preston_W1_1","2019_Preston_W1","2019_Preston_W1_3_1",4.17777777777778,3.90727678233915,4.18277777777778
685,271,3,1,0,0,685,2019,"Preston","NxB-RIL-375-3","W2",6,"2019_Preston_NxB-RIL-375-3","2019_Preston_W2_3","2019_Preston_W2_1","2019_Preston_W2","2019_Preston_W2_3_1",5.34444444444444,5.89440277155794,5.34944444444444
685,271,3,1,0,0,685,2019,"Preston","NxB-RIL-375-3","W3",8,"2019_Preston_NxB-RIL-375-3","2019_Preston_W3_3","2019_Preston_W3_1","2019_Preston_W3","2019_Preston_W3_3_1",8.5,8.05838022508039,8.505
