garbage,X1,Record,Plot,Row,Column,Cp,Csp,Entry,Year,Location,Genotype,Trait,Value,Whole_plot
1025,1025,113,247,2,8,0,0,113,2019,Preston,BxN-RIL-351-9,V2,3,.
1026,1026,113,247,2,8,0,0,113,2019,Preston,BxN-RIL-351-9,V3,2,.
1027,1027,113,247,2,8,0,0,113,2019,Preston,BxN-RIL-351-9,W1,1,.
1028,1028,113,247,2,8,0,0,113,2019,Preston,BxN-RIL-351-9,W2,6,.
1029,1029,113,247,2,8,0,0,113,2019,Preston,BxN-RIL-351-9,W3,4,.
1030,1030,519,248,2,8,0,0,519,2019,Preston,NxB-RIL-368-13,STD,2,.
1031,1031,519,248,2,8,0,0,519,2019,Preston,NxB-RIL-368-13,V1,1,.
1032,1032,519,248,2,8,0,0,519,2019,Preston,NxB-RIL-368-13,V2,2,.
1033,1033,519,248,2,8,0,0,519,2019,Preston,NxB-RIL-368-13,V3,2,.
1034,1034,519,248,2,8,0,0,519,2019,Preston,NxB-RIL-368-13,W1,0,.
1035,1035,519,248,2,8,0,0,519,2019,Preston,NxB-RIL-368-13,W2,4,.
1036,1036,519,248,2,8,0,0,519,2019,Preston,NxB-RIL-368-13,W3,4,.
1037,1037,715,249,2,8,1,0,715,2019,Preston,NorLin,STD,2,2 + 8
1038,1038,715,249,2,8,1,0,715,2019,Preston,NorLin,V1,3,2 + 8
1039,1039,715,249,2,8,1,0,715,2019,Preston,NorLin,V2,2,2 + 8
1040,1040,715,249,2,8,1,0,715,2019,Preston,NorLin,V3,2,2 + 8
1041,1041,715,249,2,8,1,0,715,2019,Preston,NorLin,W1,4,2 + 8
1042,1042,715,249,2,8,1,0,715,2019,Preston,NorLin,W2,4,2 + 8
1043,1043,715,249,2,8,1,0,715,2019,Preston,NorLin,W3,1,2 + 8
1044,1044,432,250,2,8,0,0,432,2019,Preston,NxB-RIL-364-17,STD,2,.
1045,1045,432,250,2,8,0,0,432,2019,Preston,NxB-RIL-364-17,V1,2,.
1046,1046,432,250,2,8,0,0,432,2019,Preston,NxB-RIL-364-17,V2,1,.
1047,1047,432,250,2,8,0,0,432,2019,Preston,NxB-RIL-364-17,V3,1,.
1048,1048,432,250,2,8,0,0,432,2019,Preston,NxB-RIL-364-17,W1,0,.
1049,1049,432,250,2,8,0,0,432,2019,Preston,NxB-RIL-364-17,W2,6,.
1050,1050,432,250,2,8,0,0,432,2019,Preston,NxB-RIL-364-17,W3,3,.
1051,1051,320,251,2,8,0,0,320,2019,Preston,BxN-RIL-360-12,STD,1,.
1052,1052,320,251,2,8,0,0,320,2019,Preston,BxN-RIL-360-12,V1,2,.
1053,1053,320,251,2,8,0,0,320,2019,Preston,BxN-RIL-360-12,V2,3,.
1054,1054,320,251,2,8,0,0,320,2019,Preston,BxN-RIL-360-12,V3,1,.
1055,1055,320,251,2,8,0,0,320,2019,Preston,BxN-RIL-360-12,W1,0,.
1056,1056,320,251,2,8,0,0,320,2019,Preston,BxN-RIL-360-12,W2,6,.
1057,1057,320,251,2,8,0,0,320,2019,Preston,BxN-RIL-360-12,W3,1,.
1058,1058,176,252,2,8,0,0,176,2019,Preston,BxN-RIL-354-10,STD,2,.
1059,1059,176,252,2,8,0,0,176,2019,Preston,BxN-RIL-354-10,V1,3,.
1060,1060,176,252,2,8,0,0,176,2019,Preston,BxN-RIL-354-10,V2,3,.
1061,1061,176,252,2,8,0,0,176,2019,Preston,BxN-RIL-354-10,V3,3,.
1062,1062,176,252,2,8,0,0,176,2019,Preston,BxN-RIL-354-10,W1,0,.
1063,1063,176,252,2,8,0,0,176,2019,Preston,BxN-RIL-354-10,W2,5,.
1064,1064,176,252,2,8,0,0,176,2019,Preston,BxN-RIL-354-10,W3,4,.
1065,1065,540,253,2,8,0,0,540,2019,Preston,NxB-RIL-369-7,STD,2,.
1066,1066,540,253,2,8,0,0,540,2019,Preston,NxB-RIL-369-7,V1,3,.
1067,1067,540,253,2,8,0,0,540,2019,Preston,NxB-RIL-369-7,V2,3,.
1068,1068,540,253,2,8,0,0,540,2019,Preston,NxB-RIL-369-7,V3,1,.
1069,1069,540,253,2,8,0,0,540,2019,Preston,NxB-RIL-369-7,W1,0,.
1070,1070,540,253,2,8,0,0,540,2019,Preston,NxB-RIL-369-7,W2,7,.
1071,1071,540,253,2,8,0,0,540,2019,Preston,NxB-RIL-369-7,W3,3,.
1072,1072,532,254,2,9,0,0,532,2019,Preston,NxB-RIL-368-27,STD,2,.
1073,1073,532,254,2,9,0,0,532,2019,Preston,NxB-RIL-368-27,V1,3,.
1074,1074,532,254,2,9,0,0,532,2019,Preston,NxB-RIL-368-27,V2,3,.
1075,1075,532,254,2,9,0,0,532,2019,Preston,NxB-RIL-368-27,V3,4,.
1076,1076,532,254,2,9,0,0,532,2019,Preston,NxB-RIL-368-27,W1,1,.
1077,1077,532,254,2,9,0,0,532,2019,Preston,NxB-RIL-368-27,W2,6,.
1078,1078,532,254,2,9,0,0,532,2019,Preston,NxB-RIL-368-27,W3,5,.
1079,1079,157,255,2,9,0,0,157,2019,Preston,BxN-RIL-353-12,STD,1,.
1080,1080,157,255,2,9,0,0,157,2019,Preston,BxN-RIL-353-12,V1,2,.
1081,1081,157,255,2,9,0,0,157,2019,Preston,BxN-RIL-353-12,V2,2,.
1082,1082,157,255,2,9,0,0,157,2019,Preston,BxN-RIL-353-12,V3,2,.
1083,1083,157,255,2,9,0,0,157,2019,Preston,BxN-RIL-353-12,W1,0,.
1084,1084,157,255,2,9,0,0,157,2019,Preston,BxN-RIL-353-12,W2,6,.
1085,1085,157,255,2,9,0,0,157,2019,Preston,BxN-RIL-353-12,W3,4,.
1086,1086,392,256,2,9,0,0,392,2019,Preston,NxB-RIL-362-26,STD,1,.
1087,1087,392,256,2,9,0,0,392,2019,Preston,NxB-RIL-362-26,V1,2,.
1088,1088,392,256,2,9,0,0,392,2019,Preston,NxB-RIL-362-26,V2,1,.
1089,1089,392,256,2,9,0,0,392,2019,Preston,NxB-RIL-362-26,V3,1,.
1090,1090,392,256,2,9,0,0,392,2019,Preston,NxB-RIL-362-26,W1,0,.
1091,1091,392,256,2,9,0,0,392,2019,Preston,NxB-RIL-362-26,W2,3,.
1092,1092,392,256,2,9,0,0,392,2019,Preston,NxB-RIL-362-26,W3,0,.
1093,1093,469,257,2,9,0,0,469,2019,Preston,NxB-RIL-366-5,STD,1,.
1094,1094,469,257,2,9,0,0,469,2019,Preston,NxB-RIL-366-5,V1,2,.
1095,1095,469,257,2,9,0,0,469,2019,Preston,NxB-RIL-366-5,V2,4,.
1096,1096,469,257,2,9,0,0,469,2019,Preston,NxB-RIL-366-5,V3,5,.
1097,1097,469,257,2,9,0,0,469,2019,Preston,NxB-RIL-366-5,W1,2,.
1098,1098,469,257,2,9,0,0,469,2019,Preston,NxB-RIL-366-5,W2,6,.
1099,1099,469,257,2,9,0,0,469,2019,Preston,NxB-RIL-366-5,W3,8,.
1100,1100,715,258,2,9,1,0,715,2019,Preston,NorLin,STD,2,2 + 9
1101,1101,715,258,2,9,1,0,715,2019,Preston,NorLin,V1,2,2 + 9
1102,1102,715,258,2,9,1,0,715,2019,Preston,NorLin,V2,3,2 + 9
1103,1103,715,258,2,9,1,0,715,2019,Preston,NorLin,V3,3,2 + 9
1104,1104,715,258,2,9,1,0,715,2019,Preston,NorLin,W1,0,2 + 9
1105,1105,715,258,2,9,1,0,715,2019,Preston,NorLin,W2,4,2 + 9
1106,1106,715,258,2,9,1,0,715,2019,Preston,NorLin,W3,4,2 + 9
1107,1107,652,259,2,9,0,0,652,2019,Preston,NxB-RIL-373-27,STD,2,.
1108,1108,652,259,2,9,0,0,652,2019,Preston,NxB-RIL-373-27,V1,2,.
1109,1109,652,259,2,9,0,0,652,2019,Preston,NxB-RIL-373-27,V2,3,.
1110,1110,652,259,2,9,0,0,652,2019,Preston,NxB-RIL-373-27,V3,2,.
1111,1111,652,259,2,9,0,0,652,2019,Preston,NxB-RIL-373-27,W1,1,.
1112,1112,652,259,2,9,0,0,652,2019,Preston,NxB-RIL-373-27,W2,8,.
1113,1113,652,259,2,9,0,0,652,2019,Preston,NxB-RIL-373-27,W3,2,.
1114,1114,398,260,2,9,0,0,398,2019,Preston,NxB-RIL-363-1,STD,2,.
1115,1115,398,260,2,9,0,0,398,2019,Preston,NxB-RIL-363-1,V1,2,.
1116,1116,398,260,2,9,0,0,398,2019,Preston,NxB-RIL-363-1,V2,4,.
1117,1117,398,260,2,9,0,0,398,2019,Preston,NxB-RIL-363-1,V3,4,.
1118,1118,398,260,2,9,0,0,398,2019,Preston,NxB-RIL-363-1,W1,3,.
1119,1119,398,260,2,9,0,0,398,2019,Preston,NxB-RIL-363-1,W2,7,.
1120,1120,398,260,2,9,0,0,398,2019,Preston,NxB-RIL-363-1,W3,6,.
1121,1121,576,261,2,9,0,0,576,2019,Preston,NxB-RIL-370-21,STD,2,.
1122,1122,576,261,2,9,0,0,576,2019,Preston,NxB-RIL-370-21,V1,2,.
1123,1123,576,261,2,9,0,0,576,2019,Preston,NxB-RIL-370-21,V2,3,.
1124,1124,576,261,2,9,0,0,576,2019,Preston,NxB-RIL-370-21,V3,3,.
1125,1125,576,261,2,9,0,0,576,2019,Preston,NxB-RIL-370-21,W1,3,.
1126,1126,576,261,2,9,0,0,576,2019,Preston,NxB-RIL-370-21,W2,7,.
1127,1127,576,261,2,9,0,0,576,2019,Preston,NxB-RIL-370-21,W3,3,.
1128,1128,363,262,2,9,0,0,363,2019,Preston,NxB-RIL-361-24,STD,2,.
1129,1129,363,262,2,9,0,0,363,2019,Preston,NxB-RIL-361-24,V1,2,.
1130,1130,363,262,2,9,0,0,363,2019,Preston,NxB-RIL-361-24,V2,2,.
1131,1131,363,262,2,9,0,0,363,2019,Preston,NxB-RIL-361-24,V3,1,.
1132,1132,363,262,2,9,0,0,363,2019,Preston,NxB-RIL-361-24,W1,1,.
1133,1133,363,262,2,9,0,0,363,2019,Preston,NxB-RIL-361-24,W2,5,.
1134,1134,363,262,2,9,0,0,363,2019,Preston,NxB-RIL-361-24,W3,1,.
1135,1135,21,263,3,1,0,0,21,2019,Preston,BxN-RIL-346-25,STD,2,.
1136,1136,21,263,3,1,0,0,21,2019,Preston,BxN-RIL-346-25,V1,3,.
1137,1137,21,263,3,1,0,0,21,2019,Preston,BxN-RIL-346-25,V2,4,.
1138,1138,21,263,3,1,0,0,21,2019,Preston,BxN-RIL-346-25,V3,4,.
1139,1139,21,263,3,1,0,0,21,2019,Preston,BxN-RIL-346-25,W1,4,.
1140,1140,21,263,3,1,0,0,21,2019,Preston,BxN-RIL-346-25,W2,6,.
1141,1141,21,263,3,1,0,0,21,2019,Preston,BxN-RIL-346-25,W3,7,.
1142,1142,538,264,3,1,0,0,538,2019,Preston,NxB-RIL-369-5,STD,3,.
1143,1143,538,264,3,1,0,0,538,2019,Preston,NxB-RIL-369-5,V1,2,.
1144,1144,538,264,3,1,0,0,538,2019,Preston,NxB-RIL-369-5,V2,2,.
1145,1145,538,264,3,1,0,0,538,2019,Preston,NxB-RIL-369-5,V3,1,.
1146,1146,538,264,3,1,0,0,538,2019,Preston,NxB-RIL-369-5,W1,4,.
1147,1147,538,264,3,1,0,0,538,2019,Preston,NxB-RIL-369-5,W2,4,.
1148,1148,538,264,3,1,0,0,538,2019,Preston,NxB-RIL-369-5,W3,0,.
1149,1149,660,265,3,1,0,0,660,2019,Preston,NxB-RIL-374-5,STD,1,.
1150,1150,660,265,3,1,0,0,660,2019,Preston,NxB-RIL-374-5,V1,1,.
1151,1151,660,265,3,1,0,0,660,2019,Preston,NxB-RIL-374-5,V2,1,.
1152,1152,660,265,3,1,0,0,660,2019,Preston,NxB-RIL-374-5,V3,1,.
1153,1153,660,265,3,1,0,0,660,2019,Preston,NxB-RIL-374-5,W1,0,.
1154,1154,660,265,3,1,0,0,660,2019,Preston,NxB-RIL-374-5,W2,3,.
1155,1155,660,265,3,1,0,0,660,2019,Preston,NxB-RIL-374-5,W3,0,.
1156,1156,562,266,3,1,0,0,562,2019,Preston,NxB-RIL-370-4,STD,2,.
1157,1157,562,266,3,1,0,0,562,2019,Preston,NxB-RIL-370-4,V1,2,.
1158,1158,562,266,3,1,0,0,562,2019,Preston,NxB-RIL-370-4,V2,2,.
1159,1159,562,266,3,1,0,0,562,2019,Preston,NxB-RIL-370-4,V3,1,.
1160,1160,562,266,3,1,0,0,562,2019,Preston,NxB-RIL-370-4,W1,4,.
1161,1161,562,266,3,1,0,0,562,2019,Preston,NxB-RIL-370-4,W2,4,.
1162,1162,562,266,3,1,0,0,562,2019,Preston,NxB-RIL-370-4,W3,0,.
1163,1163,715,267,3,1,1,0,715,2019,Preston,NorLin,STD,1,3 + 1
1164,1164,715,267,3,1,1,0,715,2019,Preston,NorLin,V1,2,3 + 1
1165,1165,715,267,3,1,1,0,715,2019,Preston,NorLin,V2,2,3 + 1
1166,1166,715,267,3,1,1,0,715,2019,Preston,NorLin,V3,2,3 + 1
1167,1167,715,267,3,1,1,0,715,2019,Preston,NorLin,W1,2,3 + 1
1168,1168,715,267,3,1,1,0,715,2019,Preston,NorLin,W2,4,3 + 1
1169,1169,715,267,3,1,1,0,715,2019,Preston,NorLin,W3,0,3 + 1
1170,1170,459,268,3,1,0,0,459,2019,Preston,NxB-RIL-365-22,STD,2,.
1171,1171,459,268,3,1,0,0,459,2019,Preston,NxB-RIL-365-22,V1,1,.
1172,1172,459,268,3,1,0,0,459,2019,Preston,NxB-RIL-365-22,V2,2,.
1173,1173,459,268,3,1,0,0,459,2019,Preston,NxB-RIL-365-22,V3,2,.
1174,1174,459,268,3,1,0,0,459,2019,Preston,NxB-RIL-365-22,W1,4,.
1175,1175,459,268,3,1,0,0,459,2019,Preston,NxB-RIL-365-22,W2,6,.
1176,1176,459,268,3,1,0,0,459,2019,Preston,NxB-RIL-365-22,W3,1,.
1177,1177,653,269,3,1,0,0,653,2019,Preston,NxB-RIL-373-28,STD,2,.
1178,1178,653,269,3,1,0,0,653,2019,Preston,NxB-RIL-373-28,V1,2,.
1179,1179,653,269,3,1,0,0,653,2019,Preston,NxB-RIL-373-28,V2,5,.
1180,1180,653,269,3,1,0,0,653,2019,Preston,NxB-RIL-373-28,V3,5,.
1181,1181,653,269,3,1,0,0,653,2019,Preston,NxB-RIL-373-28,W1,5,.
1182,1182,653,269,3,1,0,0,653,2019,Preston,NxB-RIL-373-28,W2,8,.
1183,1183,653,269,3,1,0,0,653,2019,Preston,NxB-RIL-373-28,W3,8,.
1184,1184,269,270,3,1,0,0,269,2019,Preston,BxN-RIL-358-19,STD,1,.
1185,1185,269,270,3,1,0,0,269,2019,Preston,BxN-RIL-358-19,V1,3,.
1186,1186,269,270,3,1,0,0,269,2019,Preston,BxN-RIL-358-19,V2,3,.
1187,1187,269,270,3,1,0,0,269,2019,Preston,BxN-RIL-358-19,V3,3,.
1188,1188,269,270,3,1,0,0,269,2019,Preston,BxN-RIL-358-19,W1,2,.
1189,1189,269,270,3,1,0,0,269,2019,Preston,BxN-RIL-358-19,W2,7,.
1190,1190,269,270,3,1,0,0,269,2019,Preston,BxN-RIL-358-19,W3,4,.
1191,1191,685,271,3,1,0,0,685,2019,Preston,NxB-RIL-375-3,STD,1,.
1192,1192,685,271,3,1,0,0,685,2019,Preston,NxB-RIL-375-3,V1,2,.
1193,1193,685,271,3,1,0,0,685,2019,Preston,NxB-RIL-375-3,V2,2,.
1194,1194,685,271,3,1,0,0,685,2019,Preston,NxB-RIL-375-3,V3,4,.
1195,1195,685,271,3,1,0,0,685,2019,Preston,NxB-RIL-375-3,W1,4,.
1196,1196,685,271,3,1,0,0,685,2019,Preston,NxB-RIL-375-3,W2,6,.
1197,1197,685,271,3,1,0,0,685,2019,Preston,NxB-RIL-375-3,W3,8,.
1198,1198,250,272,3,2,0,0,250,2019,Preston,BxN-RIL-357-23,STD,1,.
1199,1199,250,272,3,2,0,0,250,2019,Preston,BxN-RIL-357-23,V1,1,.
1200,1200,250,272,3,2,0,0,250,2019,Preston,BxN-RIL-357-23,V2,1,.
1201,1201,250,272,3,2,0,0,250,2019,Preston,BxN-RIL-357-23,V3,1,.
1202,1202,250,272,3,2,0,0,250,2019,Preston,BxN-RIL-357-23,W1,0,.
1203,1203,250,272,3,2,0,0,250,2019,Preston,BxN-RIL-357-23,W2,2,.
1204,1204,250,272,3,2,0,0,250,2019,Preston,BxN-RIL-357-23,W3,0,.
1205,1205,23,273,3,2,0,0,23,2019,Preston,BxN-RIL-346-28,STD,2,.
1206,1206,23,273,3,2,0,0,23,2019,Preston,BxN-RIL-346-28,V1,3,.
1207,1207,23,273,3,2,0,0,23,2019,Preston,BxN-RIL-346-28,V2,4,.
1208,1208,23,273,3,2,0,0,23,2019,Preston,BxN-RIL-346-28,V3,4,.
1209,1209,23,273,3,2,0,0,23,2019,Preston,BxN-RIL-346-28,W1,5,.
1210,1210,23,273,3,2,0,0,23,2019,Preston,BxN-RIL-346-28,W2,6,.
1211,1211,23,273,3,2,0,0,23,2019,Preston,BxN-RIL-346-28,W3,8,.
1212,1212,292,274,3,2,0,0,292,2019,Preston,BxN-RIL-359-12,STD,1,.
1213,1213,292,274,3,2,0,0,292,2019,Preston,BxN-RIL-359-12,V1,1,.
1214,1214,292,274,3,2,0,0,292,2019,Preston,BxN-RIL-359-12,V2,1,.
1215,1215,292,274,3,2,0,0,292,2019,Preston,BxN-RIL-359-12,V3,1,.
1216,1216,292,274,3,2,0,0,292,2019,Preston,BxN-RIL-359-12,W1,0,.
1217,1217,292,274,3,2,0,0,292,2019,Preston,BxN-RIL-359-12,W2,2,.
1218,1218,292,274,3,2,0,0,292,2019,Preston,BxN-RIL-359-12,W3,0,.
1219,1219,245,275,3,2,0,0,245,2019,Preston,BxN-RIL-357-18,STD,3,.
1220,1220,245,275,3,2,0,0,245,2019,Preston,BxN-RIL-357-18,V1,4,.
1221,1221,245,275,3,2,0,0,245,2019,Preston,BxN-RIL-357-18,V2,5,.
1222,1222,245,275,3,2,0,0,245,2019,Preston,BxN-RIL-357-18,V3,5,.
1223,1223,245,275,3,2,0,0,245,2019,Preston,BxN-RIL-357-18,W1,5,.
1224,1224,245,275,3,2,0,0,245,2019,Preston,BxN-RIL-357-18,W2,8,.
1225,1225,245,275,3,2,0,0,245,2019,Preston,BxN-RIL-357-18,W3,8,.
1226,1226,715,276,3,2,1,0,715,2019,Preston,NorLin,STD,3,3 + 2
1227,1227,715,276,3,2,1,0,715,2019,Preston,NorLin,V1,3,3 + 2
1228,1228,715,276,3,2,1,0,715,2019,Preston,NorLin,V2,3,3 + 2
1229,1229,715,276,3,2,1,0,715,2019,Preston,NorLin,V3,2,3 + 2
1230,1230,715,276,3,2,1,0,715,2019,Preston,NorLin,W1,2,3 + 2
1231,1231,715,276,3,2,1,0,715,2019,Preston,NorLin,W2,4,3 + 2
1232,1232,715,276,3,2,1,0,715,2019,Preston,NorLin,W3,2,3 + 2
1233,1233,582,277,3,2,0,0,582,2019,Preston,NxB-RIL-371-1,STD,3,.
1234,1234,582,277,3,2,0,0,582,2019,Preston,NxB-RIL-371-1,V1,3,.
1235,1235,582,277,3,2,0,0,582,2019,Preston,NxB-RIL-371-1,V2,3,.
1236,1236,582,277,3,2,0,0,582,2019,Preston,NxB-RIL-371-1,V3,2,.
1237,1237,582,277,3,2,0,0,582,2019,Preston,NxB-RIL-371-1,W1,4,.
1238,1238,582,277,3,2,0,0,582,2019,Preston,NxB-RIL-371-1,W2,6,.
1239,1239,582,277,3,2,0,0,582,2019,Preston,NxB-RIL-371-1,W3,6,.
1240,1240,712,278,3,2,0,0,712,2019,Preston,Novelty3,STD,4,.
1241,1241,712,278,3,2,0,0,712,2019,Preston,Novelty3,V1,5,.
1242,1242,712,278,3,2,0,0,712,2019,Preston,Novelty3,V2,5,.
1243,1243,712,278,3,2,0,0,712,2019,Preston,Novelty3,V3,3,.
1244,1244,712,278,3,2,0,0,712,2019,Preston,Novelty3,W1,5,.
1245,1245,712,278,3,2,0,0,712,2019,Preston,Novelty3,W2,8,.
1246,1246,712,278,3,2,0,0,712,2019,Preston,Novelty3,W3,7,.
1247,1247,98,279,3,2,0,0,98,2019,Preston,BxN-RIL-350-13,STD,3,.
1248,1248,98,279,3,2,0,0,98,2019,Preston,BxN-RIL-350-13,V1,4,.
1249,1249,98,279,3,2,0,0,98,2019,Preston,BxN-RIL-350-13,V2,4,.
1250,1250,98,279,3,2,0,0,98,2019,Preston,BxN-RIL-350-13,V3,5,.
1251,1251,98,279,3,2,0,0,98,2019,Preston,BxN-RIL-350-13,W1,5,.
1252,1252,98,279,3,2,0,0,98,2019,Preston,BxN-RIL-350-13,W2,7,.
1253,1253,98,279,3,2,0,0,98,2019,Preston,BxN-RIL-350-13,W3,8,.
1254,1254,6,280,3,2,0,0,6,2019,Preston,BxN-RIL-346-7,STD,3,.
1255,1255,6,280,3,2,0,0,6,2019,Preston,BxN-RIL-346-7,V1,1,.
1256,1256,6,280,3,2,0,0,6,2019,Preston,BxN-RIL-346-7,V2,3,.
1257,1257,6,280,3,2,0,0,6,2019,Preston,BxN-RIL-346-7,V3,2,.
1258,1258,6,280,3,2,0,0,6,2019,Preston,BxN-RIL-346-7,W1,0,.
1259,1259,6,280,3,2,0,0,6,2019,Preston,BxN-RIL-346-7,W2,6,.
1260,1260,6,280,3,2,0,0,6,2019,Preston,BxN-RIL-346-7,W3,3,.
1261,1261,351,281,3,3,0,0,351,2019,Preston,NxB-RIL-361-12,STD,2,.
1262,1262,351,281,3,3,0,0,351,2019,Preston,NxB-RIL-361-12,V1,1,.
1263,1263,351,281,3,3,0,0,351,2019,Preston,NxB-RIL-361-12,V2,2,.
1264,1264,351,281,3,3,0,0,351,2019,Preston,NxB-RIL-361-12,V3,2,.
1265,1265,351,281,3,3,0,0,351,2019,Preston,NxB-RIL-361-12,W1,0,.
1266,1266,351,281,3,3,0,0,351,2019,Preston,NxB-RIL-361-12,W2,5,.
1267,1267,351,281,3,3,0,0,351,2019,Preston,NxB-RIL-361-12,W3,2,.
1268,1268,396,282,3,3,0,0,396,2019,Preston,NxB-RIL-362-32,STD,3,.
1269,1269,396,282,3,3,0,0,396,2019,Preston,NxB-RIL-362-32,V1,3,.
1270,1270,396,282,3,3,0,0,396,2019,Preston,NxB-RIL-362-32,V2,4,.
1271,1271,396,282,3,3,0,0,396,2019,Preston,NxB-RIL-362-32,V3,5,.
1272,1272,396,282,3,3,0,0,396,2019,Preston,NxB-RIL-362-32,W1,5,.
1273,1273,396,282,3,3,0,0,396,2019,Preston,NxB-RIL-362-32,W2,7,.
1274,1274,396,282,3,3,0,0,396,2019,Preston,NxB-RIL-362-32,W3,8,.
1275,1275,520,283,3,3,0,0,520,2019,Preston,NxB-RIL-368-15,STD,1,.
1276,1276,520,283,3,3,0,0,520,2019,Preston,NxB-RIL-368-15,V1,1,.
1277,1277,520,283,3,3,0,0,520,2019,Preston,NxB-RIL-368-15,V2,3,.
1278,1278,520,283,3,3,0,0,520,2019,Preston,NxB-RIL-368-15,V3,2,.
1279,1279,520,283,3,3,0,0,520,2019,Preston,NxB-RIL-368-15,W1,4,.
1280,1280,520,283,3,3,0,0,520,2019,Preston,NxB-RIL-368-15,W2,6,.
1281,1281,520,283,3,3,0,0,520,2019,Preston,NxB-RIL-368-15,W3,4,.
1282,1282,358,284,3,3,0,0,358,2019,Preston,NxB-RIL-361-19,STD,1,.
1283,1283,358,284,3,3,0,0,358,2019,Preston,NxB-RIL-361-19,V1,3,.
1284,1284,358,284,3,3,0,0,358,2019,Preston,NxB-RIL-361-19,V2,4,.
1285,1285,358,284,3,3,0,0,358,2019,Preston,NxB-RIL-361-19,V3,4,.
1286,1286,358,284,3,3,0,0,358,2019,Preston,NxB-RIL-361-19,W1,5,.
1287,1287,358,284,3,3,0,0,358,2019,Preston,NxB-RIL-361-19,W2,7,.
1288,1288,358,284,3,3,0,0,358,2019,Preston,NxB-RIL-361-19,W3,7,.
1289,1289,715,285,3,3,1,0,715,2019,Preston,NorLin,STD,3,3 + 3
1290,1290,715,285,3,3,1,0,715,2019,Preston,NorLin,V1,3,3 + 3
1291,1291,715,285,3,3,1,0,715,2019,Preston,NorLin,V2,4,3 + 3
1292,1292,715,285,3,3,1,0,715,2019,Preston,NorLin,V3,3,3 + 3
1293,1293,715,285,3,3,1,0,715,2019,Preston,NorLin,W1,0,3 + 3
1294,1294,715,285,3,3,1,0,715,2019,Preston,NorLin,W2,7,3 + 3
1295,1295,715,285,3,3,1,0,715,2019,Preston,NorLin,W3,3,3 + 3
1296,1296,119,286,3,3,0,0,119,2019,Preston,BxN-RIL-351-18,STD,2,.
1297,1297,119,286,3,3,0,0,119,2019,Preston,BxN-RIL-351-18,V1,2,.
1298,1298,119,286,3,3,0,0,119,2019,Preston,BxN-RIL-351-18,V2,4,.
1299,1299,119,286,3,3,0,0,119,2019,Preston,BxN-RIL-351-18,V3,3,.
1300,1300,119,286,3,3,0,0,119,2019,Preston,BxN-RIL-351-18,W1,5,.
1301,1301,119,286,3,3,0,0,119,2019,Preston,BxN-RIL-351-18,W2,8,.
1302,1302,119,286,3,3,0,0,119,2019,Preston,BxN-RIL-351-18,W3,4,.
1303,1303,620,287,3,3,0,0,620,2019,Preston,NxB-RIL-372-26,STD,2,.
1304,1304,620,287,3,3,0,0,620,2019,Preston,NxB-RIL-372-26,V1,2,.
1305,1305,620,287,3,3,0,0,620,2019,Preston,NxB-RIL-372-26,V2,3,.
1306,1306,620,287,3,3,0,0,620,2019,Preston,NxB-RIL-372-26,V3,2,.
1307,1307,620,287,3,3,0,0,620,2019,Preston,NxB-RIL-372-26,W1,0,.
1308,1308,620,287,3,3,0,0,620,2019,Preston,NxB-RIL-372-26,W2,5,.
1309,1309,620,287,3,3,0,0,620,2019,Preston,NxB-RIL-372-26,W3,2,.
1310,1310,246,288,3,3,0,0,246,2019,Preston,BxN-RIL-357-19,STD,2,.
1311,1311,246,288,3,3,0,0,246,2019,Preston,BxN-RIL-357-19,V1,2,.
1312,1312,246,288,3,3,0,0,246,2019,Preston,BxN-RIL-357-19,V2,2,.
1313,1313,246,288,3,3,0,0,246,2019,Preston,BxN-RIL-357-19,V3,1,.
1314,1314,246,288,3,3,0,0,246,2019,Preston,BxN-RIL-357-19,W1,0,.
1315,1315,246,288,3,3,0,0,246,2019,Preston,BxN-RIL-357-19,W2,6,.
1316,1316,246,288,3,3,0,0,246,2019,Preston,BxN-RIL-357-19,W3,1,.
1317,1317,170,289,3,3,0,0,170,2019,Preston,BxN-RIL-354-2,STD,2,.
1318,1318,170,289,3,3,0,0,170,2019,Preston,BxN-RIL-354-2,V1,1,.
1319,1319,170,289,3,3,0,0,170,2019,Preston,BxN-RIL-354-2,V2,2,.
1320,1320,170,289,3,3,0,0,170,2019,Preston,BxN-RIL-354-2,V3,1,.
1321,1321,170,289,3,3,0,0,170,2019,Preston,BxN-RIL-354-2,W1,0,.
1322,1322,170,289,3,3,0,0,170,2019,Preston,BxN-RIL-354-2,W2,5,.
1323,1323,170,289,3,3,0,0,170,2019,Preston,BxN-RIL-354-2,W3,2,.
1324,1324,406,290,3,4,0,0,406,2019,Preston,NxB-RIL-363-13,STD,4,.
1325,1325,406,290,3,4,0,0,406,2019,Preston,NxB-RIL-363-13,V1,3,.
1326,1326,406,290,3,4,0,0,406,2019,Preston,NxB-RIL-363-13,V2,3,.
1327,1327,406,290,3,4,0,0,406,2019,Preston,NxB-RIL-363-13,V3,5,.
1328,1328,406,290,3,4,0,0,406,2019,Preston,NxB-RIL-363-13,W1,5,.
1329,1329,406,290,3,4,0,0,406,2019,Preston,NxB-RIL-363-13,W2,7,.
1330,1330,406,290,3,4,0,0,406,2019,Preston,NxB-RIL-363-13,W3,8,.
