"Record","Plot","Row","Column","Cp","Csp","Entry","Year","Location","Genotype","Trait","Value","CTRLGENOTYPE"
678,242,2,7,0,0,678,2019,"Preston","NxB-RIL-374-27","W3",4,0
349,243,2,7,0,0,349,2019,"Preston","NxB-RIL-361-10","STD",2,0
349,243,2,7,0,0,349,2019,"Preston","NxB-RIL-361-10","V1",3,0
349,243,2,7,0,0,349,2019,"Preston","NxB-RIL-361-10","V2",3,0
349,243,2,7,0,0,349,2019,"Preston","NxB-RIL-361-10","V3",2,0
349,243,2,7,0,0,349,2019,"Preston","NxB-RIL-361-10","W1",0,0
349,243,2,7,0,0,349,2019,"Preston","NxB-RIL-361-10","W2",5,0
349,243,2,7,0,0,349,2019,"Preston","NxB-RIL-361-10","W3",4,0
191,244,2,7,0,0,191,2019,"Preston","BxN-RIL-355-1","STD",3,0
191,244,2,7,0,0,191,2019,"Preston","BxN-RIL-355-1","V1",3,0
191,244,2,7,0,0,191,2019,"Preston","BxN-RIL-355-1","V2",3,0
191,244,2,7,0,0,191,2019,"Preston","BxN-RIL-355-1","V3",3,0
191,244,2,7,0,0,191,2019,"Preston","BxN-RIL-355-1","W1",1,0
191,244,2,7,0,0,191,2019,"Preston","BxN-RIL-355-1","W2",5,0
191,244,2,7,0,0,191,2019,"Preston","BxN-RIL-355-1","W3",2,0
213,245,2,8,0,0,213,2019,"Preston","BxN-RIL-356-2","STD",2,0
213,245,2,8,0,0,213,2019,"Preston","BxN-RIL-356-2","V1",3,0
213,245,2,8,0,0,213,2019,"Preston","BxN-RIL-356-2","V2",4,0
213,245,2,8,0,0,213,2019,"Preston","BxN-RIL-356-2","V3",4,0
213,245,2,8,0,0,213,2019,"Preston","BxN-RIL-356-2","W1",1,0
213,245,2,8,0,0,213,2019,"Preston","BxN-RIL-356-2","W2",6,0
213,245,2,8,0,0,213,2019,"Preston","BxN-RIL-356-2","W3",2,0
338,246,2,8,0,0,338,2019,"Preston","BxN-RIL-360-30","STD",2,0
338,246,2,8,0,0,338,2019,"Preston","BxN-RIL-360-30","V1",3,0
338,246,2,8,0,0,338,2019,"Preston","BxN-RIL-360-30","V2",4,0
338,246,2,8,0,0,338,2019,"Preston","BxN-RIL-360-30","V3",3,0
338,246,2,8,0,0,338,2019,"Preston","BxN-RIL-360-30","W1",0,0
338,246,2,8,0,0,338,2019,"Preston","BxN-RIL-360-30","W2",7,0
338,246,2,8,0,0,338,2019,"Preston","BxN-RIL-360-30","W3",0,0
113,247,2,8,0,0,113,2019,"Preston","BxN-RIL-351-9","STD",2,0
113,247,2,8,0,0,113,2019,"Preston","BxN-RIL-351-9","V1",2,0
113,247,2,8,0,0,113,2019,"Preston","BxN-RIL-351-9","V2",3,0
113,247,2,8,0,0,113,2019,"Preston","BxN-RIL-351-9","V3",2,0
113,247,2,8,0,0,113,2019,"Preston","BxN-RIL-351-9","W1",1,0
113,247,2,8,0,0,113,2019,"Preston","BxN-RIL-351-9","W2",6,0
113,247,2,8,0,0,113,2019,"Preston","BxN-RIL-351-9","W3",4,0
519,248,2,8,0,0,519,2019,"Preston","NxB-RIL-368-13","STD",2,0
519,248,2,8,0,0,519,2019,"Preston","NxB-RIL-368-13","V1",1,0
519,248,2,8,0,0,519,2019,"Preston","NxB-RIL-368-13","V2",2,0
519,248,2,8,0,0,519,2019,"Preston","NxB-RIL-368-13","V3",2,0
519,248,2,8,0,0,519,2019,"Preston","NxB-RIL-368-13","W1",0,0
519,248,2,8,0,0,519,2019,"Preston","NxB-RIL-368-13","W2",4,0
519,248,2,8,0,0,519,2019,"Preston","NxB-RIL-368-13","W3",4,0
715,249,2,8,1,0,715,2019,"Preston","NorLin","STD",2,0
715,249,2,8,1,0,715,2019,"Preston","NorLin","V1",3,0
715,249,2,8,1,0,715,2019,"Preston","NorLin","V2",2,0
715,249,2,8,1,0,715,2019,"Preston","NorLin","V3",2,0
715,249,2,8,1,0,715,2019,"Preston","NorLin","W1",4,0
715,249,2,8,1,0,715,2019,"Preston","NorLin","W2",4,0
715,249,2,8,1,0,715,2019,"Preston","NorLin","W3",1,0
432,250,2,8,0,0,432,2019,"Preston","NxB-RIL-364-17","STD",2,0
432,250,2,8,0,0,432,2019,"Preston","NxB-RIL-364-17","V1",2,0
432,250,2,8,0,0,432,2019,"Preston","NxB-RIL-364-17","V2",1,0
432,250,2,8,0,0,432,2019,"Preston","NxB-RIL-364-17","V3",1,0
432,250,2,8,0,0,432,2019,"Preston","NxB-RIL-364-17","W1",0,0
432,250,2,8,0,0,432,2019,"Preston","NxB-RIL-364-17","W2",6,0
432,250,2,8,0,0,432,2019,"Preston","NxB-RIL-364-17","W3",3,0
320,251,2,8,0,0,320,2019,"Preston","BxN-RIL-360-12","STD",1,0
320,251,2,8,0,0,320,2019,"Preston","BxN-RIL-360-12","V1",2,0
320,251,2,8,0,0,320,2019,"Preston","BxN-RIL-360-12","V2",3,0
320,251,2,8,0,0,320,2019,"Preston","BxN-RIL-360-12","V3",1,0
320,251,2,8,0,0,320,2019,"Preston","BxN-RIL-360-12","W1",0,0
320,251,2,8,0,0,320,2019,"Preston","BxN-RIL-360-12","W2",6,0
320,251,2,8,0,0,320,2019,"Preston","BxN-RIL-360-12","W3",1,0
176,252,2,8,0,0,176,2019,"Preston","BxN-RIL-354-10","STD",2,0
176,252,2,8,0,0,176,2019,"Preston","BxN-RIL-354-10","V1",3,0
176,252,2,8,0,0,176,2019,"Preston","BxN-RIL-354-10","V2",3,0
176,252,2,8,0,0,176,2019,"Preston","BxN-RIL-354-10","V3",3,0
176,252,2,8,0,0,176,2019,"Preston","BxN-RIL-354-10","W1",0,0
176,252,2,8,0,0,176,2019,"Preston","BxN-RIL-354-10","W2",5,0
176,252,2,8,0,0,176,2019,"Preston","BxN-RIL-354-10","W3",4,0
540,253,2,8,0,0,540,2019,"Preston","NxB-RIL-369-7","STD",2,0
540,253,2,8,0,0,540,2019,"Preston","NxB-RIL-369-7","V1",3,0
540,253,2,8,0,0,540,2019,"Preston","NxB-RIL-369-7","V2",3,0
540,253,2,8,0,0,540,2019,"Preston","NxB-RIL-369-7","V3",1,0
540,253,2,8,0,0,540,2019,"Preston","NxB-RIL-369-7","W1",0,0
540,253,2,8,0,0,540,2019,"Preston","NxB-RIL-369-7","W2",7,0
540,253,2,8,0,0,540,2019,"Preston","NxB-RIL-369-7","W3",3,0
532,254,2,9,0,0,532,2019,"Preston","NxB-RIL-368-27","STD",2,0
532,254,2,9,0,0,532,2019,"Preston","NxB-RIL-368-27","V1",3,0
532,254,2,9,0,0,532,2019,"Preston","NxB-RIL-368-27","V2",3,0
532,254,2,9,0,0,532,2019,"Preston","NxB-RIL-368-27","V3",4,0
532,254,2,9,0,0,532,2019,"Preston","NxB-RIL-368-27","W1",1,0
532,254,2,9,0,0,532,2019,"Preston","NxB-RIL-368-27","W2",6,0
532,254,2,9,0,0,532,2019,"Preston","NxB-RIL-368-27","W3",5,0
157,255,2,9,0,0,157,2019,"Preston","BxN-RIL-353-12","STD",1,0
157,255,2,9,0,0,157,2019,"Preston","BxN-RIL-353-12","V1",2,0
157,255,2,9,0,0,157,2019,"Preston","BxN-RIL-353-12","V2",2,0
157,255,2,9,0,0,157,2019,"Preston","BxN-RIL-353-12","V3",2,0
157,255,2,9,0,0,157,2019,"Preston","BxN-RIL-353-12","W1",0,0
157,255,2,9,0,0,157,2019,"Preston","BxN-RIL-353-12","W2",6,0
157,255,2,9,0,0,157,2019,"Preston","BxN-RIL-353-12","W3",4,0
392,256,2,9,0,0,392,2019,"Preston","NxB-RIL-362-26","STD",1,0
392,256,2,9,0,0,392,2019,"Preston","NxB-RIL-362-26","V1",2,0
392,256,2,9,0,0,392,2019,"Preston","NxB-RIL-362-26","V2",1,0
392,256,2,9,0,0,392,2019,"Preston","NxB-RIL-362-26","V3",1,0
392,256,2,9,0,0,392,2019,"Preston","NxB-RIL-362-26","W1",0,0
392,256,2,9,0,0,392,2019,"Preston","NxB-RIL-362-26","W2",3,0
392,256,2,9,0,0,392,2019,"Preston","NxB-RIL-362-26","W3",0,0
469,257,2,9,0,0,469,2019,"Preston","NxB-RIL-366-5","STD",1,0
469,257,2,9,0,0,469,2019,"Preston","NxB-RIL-366-5","V1",2,0
469,257,2,9,0,0,469,2019,"Preston","NxB-RIL-366-5","V2",4,0
469,257,2,9,0,0,469,2019,"Preston","NxB-RIL-366-5","V3",5,0
469,257,2,9,0,0,469,2019,"Preston","NxB-RIL-366-5","W1",2,0
469,257,2,9,0,0,469,2019,"Preston","NxB-RIL-366-5","W2",6,0
469,257,2,9,0,0,469,2019,"Preston","NxB-RIL-366-5","W3",8,0
715,258,2,9,1,0,715,2019,"Preston","NorLin","STD",2,0
715,258,2,9,1,0,715,2019,"Preston","NorLin","V1",2,0
715,258,2,9,1,0,715,2019,"Preston","NorLin","V2",3,0
715,258,2,9,1,0,715,2019,"Preston","NorLin","V3",3,0
715,258,2,9,1,0,715,2019,"Preston","NorLin","W1",0,0
715,258,2,9,1,0,715,2019,"Preston","NorLin","W2",4,0
715,258,2,9,1,0,715,2019,"Preston","NorLin","W3",4,0
652,259,2,9,0,0,652,2019,"Preston","NxB-RIL-373-27","STD",2,0
652,259,2,9,0,0,652,2019,"Preston","NxB-RIL-373-27","V1",2,0
652,259,2,9,0,0,652,2019,"Preston","NxB-RIL-373-27","V2",3,0
652,259,2,9,0,0,652,2019,"Preston","NxB-RIL-373-27","V3",2,0
652,259,2,9,0,0,652,2019,"Preston","NxB-RIL-373-27","W1",1,0
652,259,2,9,0,0,652,2019,"Preston","NxB-RIL-373-27","W2",8,0
652,259,2,9,0,0,652,2019,"Preston","NxB-RIL-373-27","W3",2,0
398,260,2,9,0,0,398,2019,"Preston","NxB-RIL-363-1","STD",2,0
398,260,2,9,0,0,398,2019,"Preston","NxB-RIL-363-1","V1",2,0
398,260,2,9,0,0,398,2019,"Preston","NxB-RIL-363-1","V2",4,0
398,260,2,9,0,0,398,2019,"Preston","NxB-RIL-363-1","V3",4,0
398,260,2,9,0,0,398,2019,"Preston","NxB-RIL-363-1","W1",3,0
398,260,2,9,0,0,398,2019,"Preston","NxB-RIL-363-1","W2",7,0
398,260,2,9,0,0,398,2019,"Preston","NxB-RIL-363-1","W3",6,0
576,261,2,9,0,0,576,2019,"Preston","NxB-RIL-370-21","STD",2,0
576,261,2,9,0,0,576,2019,"Preston","NxB-RIL-370-21","V1",2,0
576,261,2,9,0,0,576,2019,"Preston","NxB-RIL-370-21","V2",3,0
576,261,2,9,0,0,576,2019,"Preston","NxB-RIL-370-21","V3",3,0
576,261,2,9,0,0,576,2019,"Preston","NxB-RIL-370-21","W1",3,0
576,261,2,9,0,0,576,2019,"Preston","NxB-RIL-370-21","W2",7,0
576,261,2,9,0,0,576,2019,"Preston","NxB-RIL-370-21","W3",3,0
363,262,2,9,0,0,363,2019,"Preston","NxB-RIL-361-24","STD",2,0
363,262,2,9,0,0,363,2019,"Preston","NxB-RIL-361-24","V1",2,0
363,262,2,9,0,0,363,2019,"Preston","NxB-RIL-361-24","V2",2,0
363,262,2,9,0,0,363,2019,"Preston","NxB-RIL-361-24","V3",1,0
363,262,2,9,0,0,363,2019,"Preston","NxB-RIL-361-24","W1",1,0
363,262,2,9,0,0,363,2019,"Preston","NxB-RIL-361-24","W2",5,0
363,262,2,9,0,0,363,2019,"Preston","NxB-RIL-361-24","W3",1,0
21,263,3,1,0,0,21,2019,"Preston","BxN-RIL-346-25","STD",2,0
21,263,3,1,0,0,21,2019,"Preston","BxN-RIL-346-25","V1",3,0
21,263,3,1,0,0,21,2019,"Preston","BxN-RIL-346-25","V2",4,0
21,263,3,1,0,0,21,2019,"Preston","BxN-RIL-346-25","V3",4,0
21,263,3,1,0,0,21,2019,"Preston","BxN-RIL-346-25","W1",4,0
21,263,3,1,0,0,21,2019,"Preston","BxN-RIL-346-25","W2",6,0
21,263,3,1,0,0,21,2019,"Preston","BxN-RIL-346-25","W3",7,0
538,264,3,1,0,0,538,2019,"Preston","NxB-RIL-369-5","STD",3,0
538,264,3,1,0,0,538,2019,"Preston","NxB-RIL-369-5","V1",2,0
538,264,3,1,0,0,538,2019,"Preston","NxB-RIL-369-5","V2",2,0
538,264,3,1,0,0,538,2019,"Preston","NxB-RIL-369-5","V3",1,0
538,264,3,1,0,0,538,2019,"Preston","NxB-RIL-369-5","W1",4,0
538,264,3,1,0,0,538,2019,"Preston","NxB-RIL-369-5","W2",4,0
538,264,3,1,0,0,538,2019,"Preston","NxB-RIL-369-5","W3",0,0
660,265,3,1,0,0,660,2019,"Preston","NxB-RIL-374-5","STD",1,0
660,265,3,1,0,0,660,2019,"Preston","NxB-RIL-374-5","V1",1,0
660,265,3,1,0,0,660,2019,"Preston","NxB-RIL-374-5","V2",1,0
660,265,3,1,0,0,660,2019,"Preston","NxB-RIL-374-5","V3",1,0
660,265,3,1,0,0,660,2019,"Preston","NxB-RIL-374-5","W1",0,0
660,265,3,1,0,0,660,2019,"Preston","NxB-RIL-374-5","W2",3,0
660,265,3,1,0,0,660,2019,"Preston","NxB-RIL-374-5","W3",0,0
562,266,3,1,0,0,562,2019,"Preston","NxB-RIL-370-4","STD",2,0
562,266,3,1,0,0,562,2019,"Preston","NxB-RIL-370-4","V1",2,0
562,266,3,1,0,0,562,2019,"Preston","NxB-RIL-370-4","V2",2,0
562,266,3,1,0,0,562,2019,"Preston","NxB-RIL-370-4","V3",1,0
562,266,3,1,0,0,562,2019,"Preston","NxB-RIL-370-4","W1",4,0
562,266,3,1,0,0,562,2019,"Preston","NxB-RIL-370-4","W2",4,0
562,266,3,1,0,0,562,2019,"Preston","NxB-RIL-370-4","W3",0,0
715,267,3,1,1,0,715,2019,"Preston","NorLin","STD",1,0
715,267,3,1,1,0,715,2019,"Preston","NorLin","V1",2,0
715,267,3,1,1,0,715,2019,"Preston","NorLin","V2",2,0
715,267,3,1,1,0,715,2019,"Preston","NorLin","V3",2,0
715,267,3,1,1,0,715,2019,"Preston","NorLin","W1",2,0
715,267,3,1,1,0,715,2019,"Preston","NorLin","W2",4,0
715,267,3,1,1,0,715,2019,"Preston","NorLin","W3",0,0
459,268,3,1,0,0,459,2019,"Preston","NxB-RIL-365-22","STD",2,0
459,268,3,1,0,0,459,2019,"Preston","NxB-RIL-365-22","V1",1,0
459,268,3,1,0,0,459,2019,"Preston","NxB-RIL-365-22","V2",2,0
459,268,3,1,0,0,459,2019,"Preston","NxB-RIL-365-22","V3",2,0
459,268,3,1,0,0,459,2019,"Preston","NxB-RIL-365-22","W1",4,0
459,268,3,1,0,0,459,2019,"Preston","NxB-RIL-365-22","W2",6,0
459,268,3,1,0,0,459,2019,"Preston","NxB-RIL-365-22","W3",1,0
653,269,3,1,0,0,653,2019,"Preston","NxB-RIL-373-28","STD",2,0
653,269,3,1,0,0,653,2019,"Preston","NxB-RIL-373-28","V1",2,0
653,269,3,1,0,0,653,2019,"Preston","NxB-RIL-373-28","V2",5,0
653,269,3,1,0,0,653,2019,"Preston","NxB-RIL-373-28","V3",5,0
653,269,3,1,0,0,653,2019,"Preston","NxB-RIL-373-28","W1",5,0
653,269,3,1,0,0,653,2019,"Preston","NxB-RIL-373-28","W2",8,0
653,269,3,1,0,0,653,2019,"Preston","NxB-RIL-373-28","W3",8,0
269,270,3,1,0,0,269,2019,"Preston","BxN-RIL-358-19","STD",1,0
269,270,3,1,0,0,269,2019,"Preston","BxN-RIL-358-19","V1",3,0
269,270,3,1,0,0,269,2019,"Preston","BxN-RIL-358-19","V2",3,0
269,270,3,1,0,0,269,2019,"Preston","BxN-RIL-358-19","V3",3,0
269,270,3,1,0,0,269,2019,"Preston","BxN-RIL-358-19","W1",2,0
269,270,3,1,0,0,269,2019,"Preston","BxN-RIL-358-19","W2",7,0
269,270,3,1,0,0,269,2019,"Preston","BxN-RIL-358-19","W3",4,0
685,271,3,1,0,0,685,2019,"Preston","NxB-RIL-375-3","STD",1,0
685,271,3,1,0,0,685,2019,"Preston","NxB-RIL-375-3","V1",2,0
685,271,3,1,0,0,685,2019,"Preston","NxB-RIL-375-3","V2",2,0
685,271,3,1,0,0,685,2019,"Preston","NxB-RIL-375-3","V3",4,0
685,271,3,1,0,0,685,2019,"Preston","NxB-RIL-375-3","W1",4,0
685,271,3,1,0,0,685,2019,"Preston","NxB-RIL-375-3","W2",6,0
685,271,3,1,0,0,685,2019,"Preston","NxB-RIL-375-3","W3",8,0
250,272,3,2,0,0,250,2019,"Preston","BxN-RIL-357-23","STD",1,0
250,272,3,2,0,0,250,2019,"Preston","BxN-RIL-357-23","V1",1,0
250,272,3,2,0,0,250,2019,"Preston","BxN-RIL-357-23","V2",1,0
250,272,3,2,0,0,250,2019,"Preston","BxN-RIL-357-23","V3",1,0
250,272,3,2,0,0,250,2019,"Preston","BxN-RIL-357-23","W1",0,0
250,272,3,2,0,0,250,2019,"Preston","BxN-RIL-357-23","W2",2,0
250,272,3,2,0,0,250,2019,"Preston","BxN-RIL-357-23","W3",0,0
23,273,3,2,0,0,23,2019,"Preston","BxN-RIL-346-28","STD",2,0
23,273,3,2,0,0,23,2019,"Preston","BxN-RIL-346-28","V1",3,0
23,273,3,2,0,0,23,2019,"Preston","BxN-RIL-346-28","V2",4,0
23,273,3,2,0,0,23,2019,"Preston","BxN-RIL-346-28","V3",4,0
23,273,3,2,0,0,23,2019,"Preston","BxN-RIL-346-28","W1",5,0
23,273,3,2,0,0,23,2019,"Preston","BxN-RIL-346-28","W2",6,0
23,273,3,2,0,0,23,2019,"Preston","BxN-RIL-346-28","W3",8,0
292,274,3,2,0,0,292,2019,"Preston","BxN-RIL-359-12","STD",1,0
292,274,3,2,0,0,292,2019,"Preston","BxN-RIL-359-12","V1",1,0
292,274,3,2,0,0,292,2019,"Preston","BxN-RIL-359-12","V2",1,0
292,274,3,2,0,0,292,2019,"Preston","BxN-RIL-359-12","V3",1,0
292,274,3,2,0,0,292,2019,"Preston","BxN-RIL-359-12","W1",0,0
292,274,3,2,0,0,292,2019,"Preston","BxN-RIL-359-12","W2",2,0
292,274,3,2,0,0,292,2019,"Preston","BxN-RIL-359-12","W3",0,0
245,275,3,2,0,0,245,2019,"Preston","BxN-RIL-357-18","STD",3,0
245,275,3,2,0,0,245,2019,"Preston","BxN-RIL-357-18","V1",4,0
245,275,3,2,0,0,245,2019,"Preston","BxN-RIL-357-18","V2",5,0
245,275,3,2,0,0,245,2019,"Preston","BxN-RIL-357-18","V3",5,0
245,275,3,2,0,0,245,2019,"Preston","BxN-RIL-357-18","W1",5,0
245,275,3,2,0,0,245,2019,"Preston","BxN-RIL-357-18","W2",8,0
245,275,3,2,0,0,245,2019,"Preston","BxN-RIL-357-18","W3",8,0
715,276,3,2,1,0,715,2019,"Preston","NorLin","STD",3,0
715,276,3,2,1,0,715,2019,"Preston","NorLin","V1",3,0
715,276,3,2,1,0,715,2019,"Preston","NorLin","V2",3,0
715,276,3,2,1,0,715,2019,"Preston","NorLin","V3",2,0
715,276,3,2,1,0,715,2019,"Preston","NorLin","W1",2,0
715,276,3,2,1,0,715,2019,"Preston","NorLin","W2",4,0
715,276,3,2,1,0,715,2019,"Preston","NorLin","W3",2,0
582,277,3,2,0,0,582,2019,"Preston","NxB-RIL-371-1","STD",3,0
582,277,3,2,0,0,582,2019,"Preston","NxB-RIL-371-1","V1",3,0
582,277,3,2,0,0,582,2019,"Preston","NxB-RIL-371-1","V2",3,0
582,277,3,2,0,0,582,2019,"Preston","NxB-RIL-371-1","V3",2,0
582,277,3,2,0,0,582,2019,"Preston","NxB-RIL-371-1","W1",4,0
582,277,3,2,0,0,582,2019,"Preston","NxB-RIL-371-1","W2",6,0
582,277,3,2,0,0,582,2019,"Preston","NxB-RIL-371-1","W3",6,0
712,278,3,2,0,0,712,2019,"Preston","Novelty3","STD",4,0
712,278,3,2,0,0,712,2019,"Preston","Novelty3","V1",5,0
712,278,3,2,0,0,712,2019,"Preston","Novelty3","V2",5,0
712,278,3,2,0,0,712,2019,"Preston","Novelty3","V3",3,0
712,278,3,2,0,0,712,2019,"Preston","Novelty3","W1",5,0
712,278,3,2,0,0,712,2019,"Preston","Novelty3","W2",8,0
712,278,3,2,0,0,712,2019,"Preston","Novelty3","W3",7,0
98,279,3,2,0,0,98,2019,"Preston","BxN-RIL-350-13","STD",3,0
98,279,3,2,0,0,98,2019,"Preston","BxN-RIL-350-13","V1",4,0
98,279,3,2,0,0,98,2019,"Preston","BxN-RIL-350-13","V2",4,0
98,279,3,2,0,0,98,2019,"Preston","BxN-RIL-350-13","V3",5,0
98,279,3,2,0,0,98,2019,"Preston","BxN-RIL-350-13","W1",5,0
98,279,3,2,0,0,98,2019,"Preston","BxN-RIL-350-13","W2",7,0
98,279,3,2,0,0,98,2019,"Preston","BxN-RIL-350-13","W3",8,0
6,280,3,2,0,0,6,2019,"Preston","BxN-RIL-346-7","STD",3,0
6,280,3,2,0,0,6,2019,"Preston","BxN-RIL-346-7","V1",1,0
6,280,3,2,0,0,6,2019,"Preston","BxN-RIL-346-7","V2",3,0
6,280,3,2,0,0,6,2019,"Preston","BxN-RIL-346-7","V3",2,0
6,280,3,2,0,0,6,2019,"Preston","BxN-RIL-346-7","W1",0,0
6,280,3,2,0,0,6,2019,"Preston","BxN-RIL-346-7","W2",6,0
6,280,3,2,0,0,6,2019,"Preston","BxN-RIL-346-7","W3",3,0
351,281,3,3,0,0,351,2019,"Preston","NxB-RIL-361-12","STD",2,0
351,281,3,3,0,0,351,2019,"Preston","NxB-RIL-361-12","V1",1,0
351,281,3,3,0,0,351,2019,"Preston","NxB-RIL-361-12","V2",2,0
351,281,3,3,0,0,351,2019,"Preston","NxB-RIL-361-12","V3",2,0
351,281,3,3,0,0,351,2019,"Preston","NxB-RIL-361-12","W1",0,0
351,281,3,3,0,0,351,2019,"Preston","NxB-RIL-361-12","W2",5,0
351,281,3,3,0,0,351,2019,"Preston","NxB-RIL-361-12","W3",2,0
396,282,3,3,0,0,396,2019,"Preston","NxB-RIL-362-32","STD",3,0
396,282,3,3,0,0,396,2019,"Preston","NxB-RIL-362-32","V1",3,0
396,282,3,3,0,0,396,2019,"Preston","NxB-RIL-362-32","V2",4,0
396,282,3,3,0,0,396,2019,"Preston","NxB-RIL-362-32","V3",5,0
396,282,3,3,0,0,396,2019,"Preston","NxB-RIL-362-32","W1",5,0
396,282,3,3,0,0,396,2019,"Preston","NxB-RIL-362-32","W2",7,0
396,282,3,3,0,0,396,2019,"Preston","NxB-RIL-362-32","W3",8,0
520,283,3,3,0,0,520,2019,"Preston","NxB-RIL-368-15","STD",1,0
520,283,3,3,0,0,520,2019,"Preston","NxB-RIL-368-15","V1",1,0
520,283,3,3,0,0,520,2019,"Preston","NxB-RIL-368-15","V2",3,0
520,283,3,3,0,0,520,2019,"Preston","NxB-RIL-368-15","V3",2,0
520,283,3,3,0,0,520,2019,"Preston","NxB-RIL-368-15","W1",4,0
520,283,3,3,0,0,520,2019,"Preston","NxB-RIL-368-15","W2",6,0
520,283,3,3,0,0,520,2019,"Preston","NxB-RIL-368-15","W3",4,0
358,284,3,3,0,0,358,2019,"Preston","NxB-RIL-361-19","STD",1,0
358,284,3,3,0,0,358,2019,"Preston","NxB-RIL-361-19","V1",3,0
358,284,3,3,0,0,358,2019,"Preston","NxB-RIL-361-19","V2",4,0
358,284,3,3,0,0,358,2019,"Preston","NxB-RIL-361-19","V3",4,0
358,284,3,3,0,0,358,2019,"Preston","NxB-RIL-361-19","W1",5,0
358,284,3,3,0,0,358,2019,"Preston","NxB-RIL-361-19","W2",7,0
358,284,3,3,0,0,358,2019,"Preston","NxB-RIL-361-19","W3",7,0
715,285,3,3,1,0,715,2019,"Preston","NorLin","STD",3,0
715,285,3,3,1,0,715,2019,"Preston","NorLin","V1",3,0
715,285,3,3,1,0,715,2019,"Preston","NorLin","V2",4,0
715,285,3,3,1,0,715,2019,"Preston","NorLin","V3",3,0
715,285,3,3,1,0,715,2019,"Preston","NorLin","W1",0,0
715,285,3,3,1,0,715,2019,"Preston","NorLin","W2",7,0
715,285,3,3,1,0,715,2019,"Preston","NorLin","W3",3,0
119,286,3,3,0,0,119,2019,"Preston","BxN-RIL-351-18","STD",2,0
119,286,3,3,0,0,119,2019,"Preston","BxN-RIL-351-18","V1",2,0
119,286,3,3,0,0,119,2019,"Preston","BxN-RIL-351-18","V2",4,0
119,286,3,3,0,0,119,2019,"Preston","BxN-RIL-351-18","V3",3,0
119,286,3,3,0,0,119,2019,"Preston","BxN-RIL-351-18","W1",5,0
119,286,3,3,0,0,119,2019,"Preston","BxN-RIL-351-18","W2",8,0
119,286,3,3,0,0,119,2019,"Preston","BxN-RIL-351-18","W3",4,0
620,287,3,3,0,0,620,2019,"Preston","NxB-RIL-372-26","STD",2,0
620,287,3,3,0,0,620,2019,"Preston","NxB-RIL-372-26","V1",2,0
620,287,3,3,0,0,620,2019,"Preston","NxB-RIL-372-26","V2",3,0
620,287,3,3,0,0,620,2019,"Preston","NxB-RIL-372-26","V3",2,0
620,287,3,3,0,0,620,2019,"Preston","NxB-RIL-372-26","W1",0,0
620,287,3,3,0,0,620,2019,"Preston","NxB-RIL-372-26","W2",5,0
620,287,3,3,0,0,620,2019,"Preston","NxB-RIL-372-26","W3",2,0
246,288,3,3,0,0,246,2019,"Preston","BxN-RIL-357-19","STD",2,0
246,288,3,3,0,0,246,2019,"Preston","BxN-RIL-357-19","V1",2,0
246,288,3,3,0,0,246,2019,"Preston","BxN-RIL-357-19","V2",2,0
246,288,3,3,0,0,246,2019,"Preston","BxN-RIL-357-19","V3",1,0
246,288,3,3,0,0,246,2019,"Preston","BxN-RIL-357-19","W1",0,0
246,288,3,3,0,0,246,2019,"Preston","BxN-RIL-357-19","W2",6,0
246,288,3,3,0,0,246,2019,"Preston","BxN-RIL-357-19","W3",1,0
170,289,3,3,0,0,170,2019,"Preston","BxN-RIL-354-2","STD",2,0
170,289,3,3,0,0,170,2019,"Preston","BxN-RIL-354-2","V1",1,0
170,289,3,3,0,0,170,2019,"Preston","BxN-RIL-354-2","V2",2,0
170,289,3,3,0,0,170,2019,"Preston","BxN-RIL-354-2","V3",1,0
170,289,3,3,0,0,170,2019,"Preston","BxN-RIL-354-2","W1",0,0
170,289,3,3,0,0,170,2019,"Preston","BxN-RIL-354-2","W2",5,0
170,289,3,3,0,0,170,2019,"Preston","BxN-RIL-354-2","W3",2,0
406,290,3,4,0,0,406,2019,"Preston","NxB-RIL-363-13","STD",4,0
406,290,3,4,0,0,406,2019,"Preston","NxB-RIL-363-13","V1",3,0
406,290,3,4,0,0,406,2019,"Preston","NxB-RIL-363-13","V2",3,0
406,290,3,4,0,0,406,2019,"Preston","NxB-RIL-363-13","V3",5,0
406,290,3,4,0,0,406,2019,"Preston","NxB-RIL-363-13","W1",5,0
406,290,3,4,0,0,406,2019,"Preston","NxB-RIL-363-13","W2",7,0
406,290,3,4,0,0,406,2019,"Preston","NxB-RIL-363-13","W3",8,0
658,291,3,4,0,0,658,2019,"Preston","NxB-RIL-374-3","STD",1,0
658,291,3,4,0,0,658,2019,"Preston","NxB-RIL-374-3","V1",1,0
658,291,3,4,0,0,658,2019,"Preston","NxB-RIL-374-3","V2",1,0
658,291,3,4,0,0,658,2019,"Preston","NxB-RIL-374-3","V3",1,0
658,291,3,4,0,0,658,2019,"Preston","NxB-RIL-374-3","W1",0,0
658,291,3,4,0,0,658,2019,"Preston","NxB-RIL-374-3","W2",6,0
658,291,3,4,0,0,658,2019,"Preston","NxB-RIL-374-3","W3",4,0
480,292,3,4,0,0,480,2019,"Preston","NxB-RIL-366-17","STD",3,0
480,292,3,4,0,0,480,2019,"Preston","NxB-RIL-366-17","V1",4,0
480,292,3,4,0,0,480,2019,"Preston","NxB-RIL-366-17","V2",4,0
