Record	Plot	Row	Column	Cp	Csp	Entry	Year	Location	Genotype	Trait	Value	Raw value	Method 1	Method 3	Method 1+3	Suggested value	Suggested method
208	844	10	2	0	0	208	2019	Preston	BxN-RIL-355-22	STD		4	3.37	4.2	3.54	4	unadj.
208	844	10	2	0	0	208	2019	Preston	BxN-RIL-355-22	V1		3	2.37	2.97	2.38	2.38	M1+M3
208	844	10	2	0	0	208	2019	Preston	BxN-RIL-355-22	V2		3	2.32	3.19	2.46	2.46	M1+M3
208	844	10	2	0	0	208	2019	Preston	BxN-RIL-355-22	V3		4	3.29	3.63	3.29	3.63	M3
208	844	10	2	0	0	208	2019	Preston	BxN-RIL-355-22	W1		5	2.91	4.05	2.72	2.72	M1+M3
208	844	10	2	0	0	208	2019	Preston	BxN-RIL-355-22	W2		5	5.81	5.27	5.8	5.27	M3
208	844	10	2	0	0	208	2019	Preston	BxN-RIL-355-22	W3		5	5.13	5.04	5.1	5.1	M1+M3
209	905	10	9	0	0	209	2019	Preston	BxN-RIL-355-23	STD		3	2.57	2.93	2.59	3	unadj.
209	905	10	9	0	0	209	2019	Preston	BxN-RIL-355-23	V1		3	2.47	2.85	2.46	2.46	M1+M3
209	905	10	9	0	0	209	2019	Preston	BxN-RIL-355-23	V2		3	3.02	2.8	2.96	2.96	M1+M3
209	905	10	9	0	0	209	2019	Preston	BxN-RIL-355-23	V3		4	2.99	3.63	3.03	3.63	M3
209	905	10	9	0	0	209	2019	Preston	BxN-RIL-355-23	W1		3	1.91	2.88	1.96	1.96	M1+M3
209	905	10	9	0	0	209	2019	Preston	BxN-RIL-355-23	W2		5	5.51	5.27	5.53	5.27	M3
209	905	10	9	0	0	209	2019	Preston	BxN-RIL-355-23	W3		4	3.03	3.76	3.04	3.04	M1+M3
21	263	3	1	0	0	21	2019	Preston	BxN-RIL-346-25	STD		2	2.32	2.46	2.5	2	unadj.
21	263	3	1	0	0	21	2019	Preston	BxN-RIL-346-25	V1		3	3.63	3.09	3.63	3.63	M1+M3
21	263	3	1	0	0	21	2019	Preston	BxN-RIL-346-25	V2		4	3.9	4.19	3.97	3.97	M1+M3
21	263	3	1	0	0	21	2019	Preston	BxN-RIL-346-25	V3		4	4.44	4.15	4.42	4.15	M3
21	263	3	1	0	0	21	2019	Preston	BxN-RIL-346-25	W1		4	4.18	3.88	4.08	4.08	M1+M3
21	263	3	1	0	0	21	2019	Preston	BxN-RIL-346-25	W2		6	5.34	5.89	5.37	5.89	M3
21	263	3	1	0	0	21	2019	Preston	BxN-RIL-346-25	W3		7	7.5	7.07	7.58	7.58	M1+M3
210	908	10	9	0	0	210	2019	Preston	BxN-RIL-355-26	STD		3	2.57	2.93	2.59	3	unadj.
210	908	10	9	0	0	210	2019	Preston	BxN-RIL-355-26	V1		3	2.47	2.85	2.46	2.46	M1+M3
210	908	10	9	0	0	210	2019	Preston	BxN-RIL-355-26	V2		1	1.02	0.8	0.96	0.96	M1+M3
210	908	10	9	0	0	210	2019	Preston	BxN-RIL-355-26	V3		2	0.99	1.63	1.03	1.63	M3
210	908	10	9	0	0	210	2019	Preston	BxN-RIL-355-26	W1		1	0	0.88	0	0	M1+M3
210	908	10	9	0	0	210	2019	Preston	BxN-RIL-355-26	W2		3	3.51	3.27	3.53	3.27	M3
210	908	10	9	0	0	210	2019	Preston	BxN-RIL-355-26	W3		3	2.03	2.76	2.04	2.04	M1+M3
211	907	10	9	0	0	211	2019	Preston	BxN-RIL-355-27	STD		3	2.57	2.93	2.59	3	unadj.
211	907	10	9	0	0	211	2019	Preston	BxN-RIL-355-27	V1		3	2.47	2.85	2.46	2.46	M1+M3
211	907	10	9	0	0	211	2019	Preston	BxN-RIL-355-27	V2		2	2.02	1.8	1.96	1.96	M1+M3
211	907	10	9	0	0	211	2019	Preston	BxN-RIL-355-27	V3		2	0.99	1.63	1.03	1.63	M3
211	907	10	9	0	0	211	2019	Preston	BxN-RIL-355-27	W1		2	0.91	1.88	0.96	0.96	M1+M3
211	907	10	9	0	0	211	2019	Preston	BxN-RIL-355-27	W2		4	4.51	4.27	4.53	4.27	M3
211	907	10	9	0	0	211	2019	Preston	BxN-RIL-355-27	W3		2	1.03	1.76	1.04	1.04	M1+M3
212	759	9	2	0	0	212	2019	Preston	BxN-RIL-356-1	STD		2	1.92	1.93	1.9	2	unadj.
212	759	9	2	0	0	212	2019	Preston	BxN-RIL-356-1	V1		3	2.81	2.97	2.81	2.81	M1+M3
212	759	9	2	0	0	212	2019	Preston	BxN-RIL-356-1	V2		3	2.54	2.8	2.53	2.53	M1+M3
212	759	9	2	0	0	212	2019	Preston	BxN-RIL-356-1	V3		2	1.73	1.63	1.66	1.63	M3
212	759	9	2	0	0	212	2019	Preston	BxN-RIL-356-1	W1		1	1.02	0.88	0.94	0.94	M1+M3
212	759	9	2	0	0	212	2019	Preston	BxN-RIL-356-1	W2		4	4.92	3.89	4.83	3.89	M3
212	759	9	2	0	0	212	2019	Preston	BxN-RIL-356-1	W3		2	1.69	1.76	1.45	1.45	M1+M3
213	245	2	8	0	0	213	2019	Preston	BxN-RIL-356-2	STD		2	2.32	2.2	2.37	2	unadj.
213	245	2	8	0	0	213	2019	Preston	BxN-RIL-356-2	V1		3	3	2.97	3	3	M1+M3
213	245	2	8	0	0	213	2019	Preston	BxN-RIL-356-2	V2		4	3.47	4.19	3.59	3.59	M1+M3
213	245	2	8	0	0	213	2019	Preston	BxN-RIL-356-2	V3		4	3.96	4.15	4.01	4.15	M3
213	245	2	8	0	0	213	2019	Preston	BxN-RIL-356-2	W1		1	1.89	0.33	1.46	1.46	M1+M3
213	245	2	8	0	0	213	2019	Preston	BxN-RIL-356-2	W2		6	5.4	5.89	5.42	5.89	M3
213	245	2	8	0	0	213	2019	Preston	BxN-RIL-356-2	W3		2	2.71	2.31	2.84	2.84	M1+M3
214	440	5	2	0	0	214	2019	Preston	BxN-RIL-356-3	STD		2	2.14	1.93	2.09	2	unadj.
214	440	5	2	0	0	214	2019	Preston	BxN-RIL-356-3	V1		3	3.03	2.97	3.03	3.03	M1+M3
214	440	5	2	0	0	214	2019	Preston	BxN-RIL-356-3	V2		3	2.88	2.42	2.72	2.72	M1+M3
214	440	5	2	0	0	214	2019	Preston	BxN-RIL-356-3	V3		3	3.18	2.63	3.05	2.63	M3
214	440	5	2	0	0	214	2019	Preston	BxN-RIL-356-3	W1		2	2.13	2.16	2.16	2.16	M1+M3
214	440	5	2	0	0	214	2019	Preston	BxN-RIL-356-3	W2		5	5.92	5.65	5.98	5.65	M3
214	440	5	2	0	0	214	2019	Preston	BxN-RIL-356-3	W3		7	7.36	7.04	7.25	7.25	M1+M3
215	490	5	8	0	0	215	2019	Preston	BxN-RIL-356-4	STD		3	3.54	2.93	3.44	3	unadj.
215	490	5	8	0	0	215	2019	Preston	BxN-RIL-356-4	V1		4	4.33	4.09	4.34	4.34	M1+M3
215	490	5	8	0	0	215	2019	Preston	BxN-RIL-356-4	V2		2	2.58	2.19	2.57	2.57	M1+M3
215	490	5	8	0	0	215	2019	Preston	BxN-RIL-356-4	V3		3	3.18	3.15	3.2	3.15	M3
215	490	5	8	0	0	215	2019	Preston	BxN-RIL-356-4	W1		3	3.33	3.16	3.33	3.33	M1+M3
215	490	5	8	0	0	215	2019	Preston	BxN-RIL-356-4	W2		7	7.62	6.89	7.55	6.89	M3
215	490	5	8	0	0	215	2019	Preston	BxN-RIL-356-4	W3		5	5.16	4.76	4.74	4.74	M1+M3
216	219	2	5	0	0	216	2019	Preston	BxN-RIL-356-5	STD		4	3.72	3.93	3.72	4	unadj.
216	219	2	5	0	0	216	2019	Preston	BxN-RIL-356-5	V1		5	4.9	4.97	4.9	4.9	M1+M3
216	219	2	5	0	0	216	2019	Preston	BxN-RIL-356-5	V2		5	4.77	4.8	4.74	4.74	M1+M3
216	219	2	5	0	0	216	2019	Preston	BxN-RIL-356-5	V3		4	4.46	4.15	4.43	4.15	M3
216	219	2	5	0	0	216	2019	Preston	BxN-RIL-356-5	W1		0	0	0	0	0	undef
216	219	2	5	0	0	216	2019	Preston	BxN-RIL-356-5	W2		6	5.1	5.51	5.07	5.51	M3
216	219	2	5	0	0	216	2019	Preston	BxN-RIL-356-5	W3		1	2.01	0.76	1.27	1.27	M1+M3
217	360	4	2	0	0	217	2019	Preston	BxN-RIL-356-6	STD		3	2.81	2.67	2.68	3	unadj.
217	360	4	2	0	0	217	2019	Preston	BxN-RIL-356-6	V1		3	3.03	2.85	3.01	3.01	M1+M3
217	360	4	2	0	0	217	2019	Preston	BxN-RIL-356-6	V2		3	2.66	2.8	2.64	2.64	M1+M3
217	360	4	2	0	0	217	2019	Preston	BxN-RIL-356-6	V3		5	4.51	4.63	4.48	4.63	M3
217	360	4	2	0	0	217	2019	Preston	BxN-RIL-356-6	W1		2	2.36	2.16	2.36	2.36	M1+M3
217	360	4	2	0	0	217	2019	Preston	BxN-RIL-356-6	W2		4	4.92	3.89	4.83	3.89	M3
217	360	4	2	0	0	217	2019	Preston	BxN-RIL-356-6	W3		8	7.58	7.49	7	7	M1+M3
218	188	2	1	0	0	218	2019	Preston	BxN-RIL-356-7	STD		1	1.32	1.2	1.37	1	unadj.
218	188	2	1	0	0	218	2019	Preston	BxN-RIL-356-7	V1		2	2.3	1.97	2.29	2.29	M1+M3
218	188	2	1	0	0	218	2019	Preston	BxN-RIL-356-7	V2		3	2.57	2.8	2.56	2.56	M1+M3
218	188	2	1	0	0	218	2019	Preston	BxN-RIL-356-7	V3		3	3.56	3.67	3.67	3.67	M3
218	188	2	1	0	0	218	2019	Preston	BxN-RIL-356-7	W1		1	1.29	1.16	1.3	1.3	M1+M3
218	188	2	1	0	0	218	2019	Preston	BxN-RIL-356-7	W2		6	5.9	5.89	5.89	5.89	M3
218	188	2	1	0	0	218	2019	Preston	BxN-RIL-356-7	W3		4	5.61	4.22	5.73	5.73	M1+M3
219	340	3	9	0	0	219	2019	Preston	BxN-RIL-356-9	STD		1	1.12	0.93	1.07	1	unadj.
219	340	3	9	0	0	219	2019	Preston	BxN-RIL-356-9	V1		1	1.13	1.09	1.14	1.14	M1+M3
219	340	3	9	0	0	219	2019	Preston	BxN-RIL-356-9	V2		1	0.8	1.19	0.88	0.88	M1+M3
219	340	3	9	0	0	219	2019	Preston	BxN-RIL-356-9	V3		1	0.54	0.63	0.5	0.63	M3
219	340	3	9	0	0	219	2019	Preston	BxN-RIL-356-9	W1		0	0	0	0	0	undef
219	340	3	9	0	0	219	2019	Preston	BxN-RIL-356-9	W2		6	4.84	5.51	4.83	5.51	M3
219	340	3	9	0	0	219	2019	Preston	BxN-RIL-356-9	W3		2	0.7	0.95	0	0	M1+M3
22	424	4	9	0	0	22	2019	Preston	BxN-RIL-346-27	STD		1	1.01	1.2	1.1	1	unadj.
22	424	4	9	0	0	22	2019	Preston	BxN-RIL-346-27	V1		3	3.13	3.09	3.14	3.14	M1+M3
22	424	4	9	0	0	22	2019	Preston	BxN-RIL-346-27	V2		2	2.36	2.57	2.49	2.49	M1+M3
22	424	4	9	0	0	22	2019	Preston	BxN-RIL-346-27	V3		3	2.21	2.63	2.22	2.63	M3
22	424	4	9	0	0	22	2019	Preston	BxN-RIL-346-27	W1		1	2.36	1.16	2.24	2.24	M1+M3
22	424	4	9	0	0	22	2019	Preston	BxN-RIL-346-27	W2		3	3.62	2.89	3.55	2.89	M3
22	424	4	9	0	0	22	2019	Preston	BxN-RIL-346-27	W3		6	4.48	5.76	4.7	4.7	M1+M3
220	605	7	3	0	0	220	2019	Preston	BxN-RIL-356-10	STD		3	2.82	2.93	2.81	3	unadj.
220	605	7	3	0	0	220	2019	Preston	BxN-RIL-356-10	V1		4	3.61	3.97	3.61	3.61	M1+M3
220	605	7	3	0	0	220	2019	Preston	BxN-RIL-356-10	V2		3	2.84	3.19	2.92	2.92	M1+M3
220	605	7	3	0	0	220	2019	Preston	BxN-RIL-356-10	V3		3	3.53	3.67	3.64	3.67	M3
220	605	7	3	0	0	220	2019	Preston	BxN-RIL-356-10	W1		6	3.89	5.33	3.82	3.82	M1+M3
220	605	7	3	0	0	220	2019	Preston	BxN-RIL-356-10	W2		5	4.89	4.89	4.88	4.89	M3
220	605	7	3	0	0	220	2019	Preston	BxN-RIL-356-10	W3		7	7.1	7.31	7.47	7.47	M1+M3
221	378	4	4	0	0	221	2019	Preston	BxN-RIL-356-12	STD		3	2.71	2.93	2.71	3	unadj.
221	378	4	4	0	0	221	2019	Preston	BxN-RIL-356-12	V1		3	2.93	2.97	2.93	2.93	M1+M3
221	378	4	4	0	0	221	2019	Preston	BxN-RIL-356-12	V2		2	1.86	1.8	1.82	1.82	M1+M3
221	378	4	4	0	0	221	2019	Preston	BxN-RIL-356-12	V3		3	2.71	2.63	2.65	2.63	M3
221	378	4	4	0	0	221	2019	Preston	BxN-RIL-356-12	W1		1	1.36	1.16	1.36	1.36	M1+M3
221	378	4	4	0	0	221	2019	Preston	BxN-RIL-356-12	W2		3	3.12	2.89	3.09	2.89	M3
221	378	4	4	0	0	221	2019	Preston	BxN-RIL-356-12	W3		3	1.78	2.49	1.51	1.51	M1+M3
222	809	9	7	0	0	222	2019	Preston	BxN-RIL-356-13	STD		1	1.12	1.2	1.2	1	unadj.
222	809	9	7	0	0	222	2019	Preston	BxN-RIL-356-13	V1		2	1.91	2.09	1.92	1.92	M1+M3
222	809	9	7	0	0	222	2019	Preston	BxN-RIL-356-13	V2		3	3.14	2.8	3.06	3.06	M1+M3
222	809	9	7	0	0	222	2019	Preston	BxN-RIL-356-13	V3		2	1.73	1.63	1.66	1.63	M3
222	809	9	7	0	0	222	2019	Preston	BxN-RIL-356-13	W1		1	1.22	1.16	1.24	1.24	M1+M3
222	809	9	7	0	0	222	2019	Preston	BxN-RIL-356-13	W2		4	4.22	4.27	4.26	4.27	M3
222	809	9	7	0	0	222	2019	Preston	BxN-RIL-356-13	W3		3	1.89	2.76	1.96	1.96	M1+M3
223	484	5	7	0	0	223	2019	Preston	BxN-RIL-356-14	STD		2	2.34	2.2	2.39	2	unadj.
223	484	5	7	0	0	223	2019	Preston	BxN-RIL-356-14	V1		2	2.13	1.97	2.12	2.12	M1+M3
223	484	5	7	0	0	223	2019	Preston	BxN-RIL-356-14	V2		2	2.48	2.19	2.48	2.48	M1+M3
223	484	5	7	0	0	223	2019	Preston	BxN-RIL-356-14	V3		3	3.18	3.67	3.34	3.67	M3
223	484	5	7	0	0	223	2019	Preston	BxN-RIL-356-14	W1		1	1.33	0.88	1.21	1.21	M1+M3
223	484	5	7	0	0	223	2019	Preston	BxN-RIL-356-14	W2		6	6.22	5.51	6.11	5.51	M3
223	484	5	7	0	0	223	2019	Preston	BxN-RIL-356-14	W3		4	3.56	4.04	3.75	3.75	M1+M3
224	508	6	1	0	0	224	2019	Preston	BxN-RIL-356-15	STD		2	2.43	1.93	2.34	2	unadj.
224	508	6	1	0	0	224	2019	Preston	BxN-RIL-356-15	V1		3	3.74	3.09	3.74	3.74	M1+M3
224	508	6	1	0	0	224	2019	Preston	BxN-RIL-356-15	V2		2	2.79	2.57	2.87	2.87	M1+M3
224	508	6	1	0	0	224	2019	Preston	BxN-RIL-356-15	V3		4	5	4.67	5.04	4.67	M3
224	508	6	1	0	0	224	2019	Preston	BxN-RIL-356-15	W1		3	2.51	3.16	2.61	2.61	M1+M3
224	508	6	1	0	0	224	2019	Preston	BxN-RIL-356-15	W2		8	9.01	8.65	9.06	8.65	M3
224	508	6	1	0	0	224	2019	Preston	BxN-RIL-356-15	W3		6	7.5	6.04	6.96	6.96	M1+M3
225	903	10	9	0	0	225	2019	Preston	BxN-RIL-356-16	STD		2	1.57	1.93	1.59	2	unadj.
225	903	10	9	0	0	225	2019	Preston	BxN-RIL-356-16	V1		3	2.47	2.85	2.46	2.46	M1+M3
225	903	10	9	0	0	225	2019	Preston	BxN-RIL-356-16	V2		3	3.02	2.8	2.96	2.96	M1+M3
225	903	10	9	0	0	225	2019	Preston	BxN-RIL-356-16	V3		4	2.99	3.63	3.03	3.63	M3
225	903	10	9	0	0	225	2019	Preston	BxN-RIL-356-16	W1		3	1.91	2.88	1.96	1.96	M1+M3
225	903	10	9	0	0	225	2019	Preston	BxN-RIL-356-16	W2		5	5.51	5.27	5.53	5.27	M3
225	903	10	9	0	0	225	2019	Preston	BxN-RIL-356-16	W3		4	3.03	3.76	3.04	3.04	M1+M3
226	813	9	8	0	0	226	2019	Preston	BxN-RIL-356-17	STD		2	2.32	1.93	2.25	2	unadj.
226	813	9	8	0	0	226	2019	Preston	BxN-RIL-356-17	V1		3	3.11	2.97	3.1	3.1	M1+M3
226	813	9	8	0	0	226	2019	Preston	BxN-RIL-356-17	V2		2	2.24	2.19	2.27	2.27	M1+M3
226	813	9	8	0	0	226	2019	Preston	BxN-RIL-356-17	V3		2	1.73	1.63	1.66	1.63	M3
226	813	9	8	0	0	226	2019	Preston	BxN-RIL-356-17	W1		2	2.22	2.16	2.24	2.24	M1+M3
226	813	9	8	0	0	226	2019	Preston	BxN-RIL-356-17	W2		3	3.62	2.89	3.55	2.89	M3
226	813	9	8	0	0	226	2019	Preston	BxN-RIL-356-17	W3		3	2.49	2.76	2.33	2.33	M1+M3
227	824	9	9	0	0	227	2019	Preston	BxN-RIL-356-18	STD		2	2.12	1.93	2.07	2	unadj.
227	824	9	9	0	0	227	2019	Preston	BxN-RIL-356-18	V1		3	2.91	2.85	2.89	2.89	M1+M3
227	824	9	9	0	0	227	2019	Preston	BxN-RIL-356-18	V2		2	2.24	2.19	2.27	2.27	M1+M3
227	824	9	9	0	0	227	2019	Preston	BxN-RIL-356-18	V3		4	3.43	3.63	3.41	3.63	M3
227	824	9	9	0	0	227	2019	Preston	BxN-RIL-356-18	W1		2	3.02	1.88	2.82	2.82	M1+M3
227	824	9	9	0	0	227	2019	Preston	BxN-RIL-356-18	W2		4	4.62	4.27	4.63	4.27	M3
227	824	9	9	0	0	227	2019	Preston	BxN-RIL-356-18	W3		7	5.59	6.76	5.77	5.77	M1+M3
228	548	6	5	0	0	228	2019	Preston	BxN-RIL-356-19	STD		3	2.83	3.2	2.94	3	unadj.
228	548	6	5	0	0	228	2019	Preston	BxN-RIL-356-19	V1		3	3.34	3.09	3.35	3.35	M1+M3
228	548	6	5	0	0	228	2019	Preston	BxN-RIL-356-19	V2		2	2.99	2.57	3.05	3.05	M1+M3
228	548	6	5	0	0	228	2019	Preston	BxN-RIL-356-19	V3		3	3.9	3.67	3.96	3.67	M3
228	548	6	5	0	0	228	2019	Preston	BxN-RIL-356-19	W1		4	4.31	3.88	4.19	4.19	M1+M3
228	548	6	5	0	0	228	2019	Preston	BxN-RIL-356-19	W2		4	4.21	3.89	4.17	3.89	M3
228	548	6	5	0	0	228	2019	Preston	BxN-RIL-356-19	W3		4	4.9	4.31	4.96	4.96	M1+M3
229	172	1	8	0	0	229	2019	Preston	BxN-RIL-356-20	STD		3	2.88	2.93	2.86	3	unadj.
229	172	1	8	0	0	229	2019	Preston	BxN-RIL-356-20	V1		3	2.56	2.85	2.55	2.55	M1+M3
229	172	1	8	0	0	229	2019	Preston	BxN-RIL-356-20	V2		4	2.91	3.42	2.86	2.86	M1+M3
229	172	1	8	0	0	229	2019	Preston	BxN-RIL-356-20	V3		3	2.18	2.11	2.05	2.11	M3
229	172	1	8	0	0	229	2019	Preston	BxN-RIL-356-20	W1		1	2.22	1.17	2.27	2.27	M1+M3
229	172	1	8	0	0	229	2019	Preston	BxN-RIL-356-20	W2		6	4.96	5.89	5.02	5.89	M3
229	172	1	8	0	0	229	2019	Preston	BxN-RIL-356-20	W3		1	1.82	1.31	1.91	1.91	M1+M3
23	273	3	2	0	0	23	2019	Preston	BxN-RIL-346-28	STD		2	1.92	1.93	1.9	2	unadj.
23	273	3	2	0	0	23	2019	Preston	BxN-RIL-346-28	V1		3	3.03	2.97	3.03	3.03	M1+M3
23	273	3	2	0	0	23	2019	Preston	BxN-RIL-346-28	V2		4	3.1	3.8	3.15	3.15	M1+M3
23	273	3	2	0	0	23	2019	Preston	BxN-RIL-346-28	V3		4	3.84	4.15	3.91	4.15	M3
23	273	3	2	0	0	23	2019	Preston	BxN-RIL-346-28	W1		5	5.58	4.88	5.43	5.43	M1+M3
23	273	3	2	0	0	23	2019	Preston	BxN-RIL-346-28	W2		6	5.14	5.89	5.18	5.89	M3
23	273	3	2	0	0	23	2019	Preston	BxN-RIL-346-28	W3		8	7.8	8.04	7.9	7.9	M1+M3
230	539	6	4	0	0	230	2019	Preston	BxN-RIL-356-21	STD		3	2.93	2.93	2.91	3	unadj.
230	539	6	4	0	0	230	2019	Preston	BxN-RIL-356-21	V1		3	3.04	2.97	3.04	3.04	M1+M3
230	539	6	4	0	0	230	2019	Preston	BxN-RIL-356-21	V2		2	2.19	2.19	2.23	2.23	M1+M3
230	539	6	4	0	0	230	2019	Preston	BxN-RIL-356-21	V3		3	3.6	3.15	3.55	3.15	M3
230	539	6	4	0	0	230	2019	Preston	BxN-RIL-356-21	W1		4	3.91	3.88	3.84	3.84	M1+M3
230	539	6	4	0	0	230	2019	Preston	BxN-RIL-356-21	W2		4	4.01	3.89	3.99	3.89	M3
230	539	6	4	0	0	230	2019	Preston	BxN-RIL-356-21	W3		4	4	4.31	4.4	4.4	M1+M3
231	610	7	3	0	0	231	2019	Preston	BxN-RIL-356-22	STD		3	2.82	2.93	2.81	3	unadj.
231	610	7	3	0	0	231	2019	Preston	BxN-RIL-356-22	V1		3	2.61	2.97	2.61	2.61	M1+M3
231	610	7	3	0	0	231	2019	Preston	BxN-RIL-356-22	V2		2	1.84	2.19	1.92	1.92	M1+M3
231	610	7	3	0	0	231	2019	Preston	BxN-RIL-356-22	V3		3	3.53	3.67	3.64	3.67	M3
231	610	7	3	0	0	231	2019	Preston	BxN-RIL-356-22	W1		0	0	0	0	0	undef
231	610	7	3	0	0	231	2019	Preston	BxN-RIL-356-22	W2		5	4.89	4.89	4.88	4.89	M3
231	610	7	3	0	0	231	2019	Preston	BxN-RIL-356-22	W3		7	7.1	7.31	7.47	7.47	M1+M3
232	241	2	7	0	0	232	2019	Preston	BxN-RIL-356-23	STD		2	2.12	2.2	2.2	2	unadj.
232	241	2	7	0	0	232	2019	Preston	BxN-RIL-356-23	V1		1	0.8	0.97	0.8	0.8	M1+M3
232	241	2	7	0	0	232	2019	Preston	BxN-RIL-356-23	V2		2	1.37	1.8	1.38	1.38	M1+M3
232	241	2	7	0	0	232	2019	Preston	BxN-RIL-356-23	V3		3	2.96	3.15	3.01	3.15	M3
232	241	2	7	0	0	232	2019	Preston	BxN-RIL-356-23	W1		4	4.89	4.12	4.92	4.92	M1+M3
232	241	2	7	0	0	232	2019	Preston	BxN-RIL-356-23	W2		4	3	3.89	3.05	3.89	M3
232	241	2	7	0	0	232	2019	Preston	BxN-RIL-356-23	W3		4	4.11	4.04	4.09	4.09	M1+M3
233	149	1	6	0	0	233	2019	Preston	BxN-RIL-357-1	STD		2	2.08	1.93	2.04	2	unadj.
233	149	1	6	0	0	233	2019	Preston	BxN-RIL-357-1	V1		3	2.66	2.85	2.65	2.65	M1+M3
233	149	1	6	0	0	233	2019	Preston	BxN-RIL-357-1	V2		3	2.41	2.8	2.42	2.42	M1+M3
233	149	1	6	0	0	233	2019	Preston	BxN-RIL-357-1	V3		4	3.38	3.63	3.37	3.63	M3
233	149	1	6	0	0	233	2019	Preston	BxN-RIL-357-1	W1		0	0	0	0	0	undef
233	149	1	6	0	0	233	2019	Preston	BxN-RIL-357-1	W2		4	2.66	3.51	2.66	3.51	M3
233	149	1	6	0	0	233	2019	Preston	BxN-RIL-357-1	W3		4	4.82	4.11	4.86	4.86	M1+M3
234	169	1	8	0	0	234	2019	Preston	BxN-RIL-357-2	STD		2	1.88	1.93	1.86	2	unadj.
234	169	1	8	0	0	234	2019	Preston	BxN-RIL-357-2	V1		3	2.56	2.85	2.55	2.55	M1+M3
234	169	1	8	0	0	234	2019	Preston	BxN-RIL-357-2	V2		3	1.91	2.42	1.86	1.86	M1+M3
234	169	1	8	0	0	234	2019	Preston	BxN-RIL-357-2	V3		4	3.18	3.11	3.05	3.11	M3
234	169	1	8	0	0	234	2019	Preston	BxN-RIL-357-2	W1		1	2.22	1.17	2.27	2.27	M1+M3
234	169	1	8	0	0	234	2019	Preston	BxN-RIL-357-2	W2		5	3.96	4.89	4.02	4.89	M3
234	169	1	8	0	0	234	2019	Preston	BxN-RIL-357-2	W3		6	6.82	6.31	6.91	6.91	M1+M3
235	644	7	7	0	0	235	2019	Preston	BxN-RIL-357-4	STD		3	3.12	3.2	3.2	3	unadj.
235	644	7	7	0	0	235	2019	Preston	BxN-RIL-357-4	V1		3	2.91	3.09	2.92	2.92	M1+M3
235	644	7	7	0	0	235	2019	Preston	BxN-RIL-357-4	V2		2	2.14	2.19	2.18	2.18	M1+M3
235	644	7	7	0	0	235	2019	Preston	BxN-RIL-357-4	V3		2	2.73	2.15	2.66	2.15	M3
235	644	7	7	0	0	235	2019	Preston	BxN-RIL-357-4	W1		4	1.89	3.33	1.82	1.82	M1+M3
235	644	7	7	0	0	235	2019	Preston	BxN-RIL-357-4	W2		4	3.89	3.89	3.88	3.89	M3
235	644	7	7	0	0	235	2019	Preston	BxN-RIL-357-4	W3		4	4	4.31	4.4	4.4	M1+M3
236	497	5	9	0	0	236	2019	Preston	BxN-RIL-357-5	STD		1	1.34	1.2	1.39	1	unadj.
236	497	5	9	0	0	236	2019	Preston	BxN-RIL-357-5	V1		2	2.13	2.09	2.14	2.14	M1+M3
236	497	5	9	0	0	236	2019	Preston	BxN-RIL-357-5	V2		1	1.58	1.19	1.57	1.57	M1+M3
236	497	5	9	0	0	236	2019	Preston	BxN-RIL-357-5	V3		1	0.88	1.15	0.94	1.15	M3
236	497	5	9	0	0	236	2019	Preston	BxN-RIL-357-5	W1		2	3.13	2.16	3.04	3.04	M1+M3
236	497	5	9	0	0	236	2019	Preston	BxN-RIL-357-5	W2		5	5.62	5.65	5.7	5.65	M3
236	497	5	9	0	0	236	2019	Preston	BxN-RIL-357-5	W3		5	4.26	5.04	4.56	4.56	M1+M3
237	211	2	4	0	0	237	2019	Preston	BxN-RIL-357-7	STD		3	2.82	2.67	2.68	3	unadj.
237	211	2	4	0	0	237	2019	Preston	BxN-RIL-357-7	V1		3	2.6	2.85	2.59	2.59	M1+M3
237	211	2	4	0	0	237	2019	Preston	BxN-RIL-357-7	V2		3	1.97	2.42	1.91	1.91	M1+M3
237	211	2	4	0	0	237	2019	Preston	BxN-RIL-357-7	V3		2	2.16	1.63	2.03	1.63	M3
237	211	2	4	0	0	237	2019	Preston	BxN-RIL-357-7	W1		1	1.69	1.16	1.65	1.65	M1+M3
237	211	2	4	0	0	237	2019	Preston	BxN-RIL-357-7	W2		5	3.9	4.51	3.89	4.51	M3
237	211	2	4	0	0	237	2019	Preston	BxN-RIL-357-7	W3		4	4.11	4.04	4.09	4.09	M1+M3
238	479	5	7	0	0	238	2019	Preston	BxN-RIL-357-8	STD		2	2.34	2.2	2.39	2	unadj.
238	479	5	7	0	0	238	2019	Preston	BxN-RIL-357-8	V1		3	3.13	2.97	3.12	3.12	M1+M3
238	479	5	7	0	0	238	2019	Preston	BxN-RIL-357-8	V2		3	3.48	3.19	3.48	3.48	M1+M3
238	479	5	7	0	0	238	2019	Preston	BxN-RIL-357-8	V3		1	1.18	1.67	1.34	1.67	M3
238	479	5	7	0	0	238	2019	Preston	BxN-RIL-357-8	W1		1	1.33	0.88	1.21	1.21	M1+M3
238	479	5	7	0	0	238	2019	Preston	BxN-RIL-357-8	W2		4	4.22	3.51	4.11	3.51	M3
238	479	5	7	0	0	238	2019	Preston	BxN-RIL-357-8	W3		2	1.56	2.04	1.75	1.75	M1+M3
