Record	Plot	Row	Column	Cp	Csp	Entry	Year	Location	Genotype	Trait	Value
154	238	2	7	0	0	154	2019	Preston	BxN-RIL-353-9	V1	2
154	238	2	7	0	0	154	2019	Preston	BxN-RIL-353-9	V2	2
154	238	2	7	0	0	154	2019	Preston	BxN-RIL-353-9	V3	2
154	238	2	7	0	0	154	2019	Preston	BxN-RIL-353-9	W1	4
154	238	2	7	0	0	154	2019	Preston	BxN-RIL-353-9	W2	5
154	238	2	7	0	0	154	2019	Preston	BxN-RIL-353-9	W3	6
171	239	2	7	0	0	171	2019	Preston	BxN-RIL-354-4	STD	3
171	239	2	7	0	0	171	2019	Preston	BxN-RIL-354-4	V1	4
171	239	2	7	0	0	171	2019	Preston	BxN-RIL-354-4	V2	3
171	239	2	7	0	0	171	2019	Preston	BxN-RIL-354-4	V3	4
171	239	2	7	0	0	171	2019	Preston	BxN-RIL-354-4	W1	1
171	239	2	7	0	0	171	2019	Preston	BxN-RIL-354-4	W2	5
171	239	2	7	0	0	171	2019	Preston	BxN-RIL-354-4	W3	2
715	240	2	7	1	0	715	2019	Preston	NorLin	STD	2
715	240	2	7	1	0	715	2019	Preston	NorLin	V1	3
715	240	2	7	1	0	715	2019	Preston	NorLin	V2	3
715	240	2	7	1	0	715	2019	Preston	NorLin	V3	2
715	240	2	7	1	0	715	2019	Preston	NorLin	W1	0
715	240	2	7	1	0	715	2019	Preston	NorLin	W2	4
715	240	2	7	1	0	715	2019	Preston	NorLin	W3	2
232	241	2	7	0	0	232	2019	Preston	BxN-RIL-356-23	STD	2
232	241	2	7	0	0	232	2019	Preston	BxN-RIL-356-23	V1	1
232	241	2	7	0	0	232	2019	Preston	BxN-RIL-356-23	V2	2
232	241	2	7	0	0	232	2019	Preston	BxN-RIL-356-23	V3	3
232	241	2	7	0	0	232	2019	Preston	BxN-RIL-356-23	W1	4
232	241	2	7	0	0	232	2019	Preston	BxN-RIL-356-23	W2	4
232	241	2	7	0	0	232	2019	Preston	BxN-RIL-356-23	W3	4
678	242	2	7	0	0	678	2019	Preston	NxB-RIL-374-27	STD	2
678	242	2	7	0	0	678	2019	Preston	NxB-RIL-374-27	V1	1
678	242	2	7	0	0	678	2019	Preston	NxB-RIL-374-27	V2	2
678	242	2	7	0	0	678	2019	Preston	NxB-RIL-374-27	V3	2
678	242	2	7	0	0	678	2019	Preston	NxB-RIL-374-27	W1	4
678	242	2	7	0	0	678	2019	Preston	NxB-RIL-374-27	W2	5
678	242	2	7	0	0	678	2019	Preston	NxB-RIL-374-27	W3	4
349	243	2	7	0	0	349	2019	Preston	NxB-RIL-361-10	STD	2
349	243	2	7	0	0	349	2019	Preston	NxB-RIL-361-10	V1	3
349	243	2	7	0	0	349	2019	Preston	NxB-RIL-361-10	V2	3
349	243	2	7	0	0	349	2019	Preston	NxB-RIL-361-10	V3	2
349	243	2	7	0	0	349	2019	Preston	NxB-RIL-361-10	W1	0
349	243	2	7	0	0	349	2019	Preston	NxB-RIL-361-10	W2	5
349	243	2	7	0	0	349	2019	Preston	NxB-RIL-361-10	W3	4
191	244	2	7	0	0	191	2019	Preston	BxN-RIL-355-1	STD	3
191	244	2	7	0	0	191	2019	Preston	BxN-RIL-355-1	V1	3
191	244	2	7	0	0	191	2019	Preston	BxN-RIL-355-1	V2	3
191	244	2	7	0	0	191	2019	Preston	BxN-RIL-355-1	V3	3
191	244	2	7	0	0	191	2019	Preston	BxN-RIL-355-1	W1	1
191	244	2	7	0	0	191	2019	Preston	BxN-RIL-355-1	W2	5
191	244	2	7	0	0	191	2019	Preston	BxN-RIL-355-1	W3	2
213	245	2	8	0	0	213	2019	Preston	BxN-RIL-356-2	STD	2
213	245	2	8	0	0	213	2019	Preston	BxN-RIL-356-2	V1	3
213	245	2	8	0	0	213	2019	Preston	BxN-RIL-356-2	V2	4
213	245	2	8	0	0	213	2019	Preston	BxN-RIL-356-2	V3	4
213	245	2	8	0	0	213	2019	Preston	BxN-RIL-356-2	W1	1
213	245	2	8	0	0	213	2019	Preston	BxN-RIL-356-2	W2	6
213	245	2	8	0	0	213	2019	Preston	BxN-RIL-356-2	W3	2
338	246	2	8	0	0	338	2019	Preston	BxN-RIL-360-30	STD	2
338	246	2	8	0	0	338	2019	Preston	BxN-RIL-360-30	V1	3
338	246	2	8	0	0	338	2019	Preston	BxN-RIL-360-30	V2	4
338	246	2	8	0	0	338	2019	Preston	BxN-RIL-360-30	V3	3
338	246	2	8	0	0	338	2019	Preston	BxN-RIL-360-30	W1	0
338	246	2	8	0	0	338	2019	Preston	BxN-RIL-360-30	W2	7
338	246	2	8	0	0	338	2019	Preston	BxN-RIL-360-30	W3	0
113	247	2	8	0	0	113	2019	Preston	BxN-RIL-351-9	STD	2
113	247	2	8	0	0	113	2019	Preston	BxN-RIL-351-9	V1	2
113	247	2	8	0	0	113	2019	Preston	BxN-RIL-351-9	V2	3
113	247	2	8	0	0	113	2019	Preston	BxN-RIL-351-9	V3	2
113	247	2	8	0	0	113	2019	Preston	BxN-RIL-351-9	W1	1
113	247	2	8	0	0	113	2019	Preston	BxN-RIL-351-9	W2	6
113	247	2	8	0	0	113	2019	Preston	BxN-RIL-351-9	W3	4
519	248	2	8	0	0	519	2019	Preston	NxB-RIL-368-13	STD	2
519	248	2	8	0	0	519	2019	Preston	NxB-RIL-368-13	V1	1
519	248	2	8	0	0	519	2019	Preston	NxB-RIL-368-13	V2	2
519	248	2	8	0	0	519	2019	Preston	NxB-RIL-368-13	V3	2
519	248	2	8	0	0	519	2019	Preston	NxB-RIL-368-13	W1	0
519	248	2	8	0	0	519	2019	Preston	NxB-RIL-368-13	W2	4
519	248	2	8	0	0	519	2019	Preston	NxB-RIL-368-13	W3	4
715	249	2	8	1	0	715	2019	Preston	NorLin	STD	2
715	249	2	8	1	0	715	2019	Preston	NorLin	V1	3
715	249	2	8	1	0	715	2019	Preston	NorLin	V2	2
715	249	2	8	1	0	715	2019	Preston	NorLin	V3	2
715	249	2	8	1	0	715	2019	Preston	NorLin	W1	4
715	249	2	8	1	0	715	2019	Preston	NorLin	W2	4
715	249	2	8	1	0	715	2019	Preston	NorLin	W3	1
432	250	2	8	0	0	432	2019	Preston	NxB-RIL-364-17	STD	2
432	250	2	8	0	0	432	2019	Preston	NxB-RIL-364-17	V1	2
432	250	2	8	0	0	432	2019	Preston	NxB-RIL-364-17	V2	1
432	250	2	8	0	0	432	2019	Preston	NxB-RIL-364-17	V3	1
432	250	2	8	0	0	432	2019	Preston	NxB-RIL-364-17	W1	0
432	250	2	8	0	0	432	2019	Preston	NxB-RIL-364-17	W2	6
432	250	2	8	0	0	432	2019	Preston	NxB-RIL-364-17	W3	3
320	251	2	8	0	0	320	2019	Preston	BxN-RIL-360-12	STD	1
320	251	2	8	0	0	320	2019	Preston	BxN-RIL-360-12	V1	2
320	251	2	8	0	0	320	2019	Preston	BxN-RIL-360-12	V2	3
320	251	2	8	0	0	320	2019	Preston	BxN-RIL-360-12	V3	1
320	251	2	8	0	0	320	2019	Preston	BxN-RIL-360-12	W1	0
320	251	2	8	0	0	320	2019	Preston	BxN-RIL-360-12	W2	6
320	251	2	8	0	0	320	2019	Preston	BxN-RIL-360-12	W3	1
176	252	2	8	0	0	176	2019	Preston	BxN-RIL-354-10	STD	2
176	252	2	8	0	0	176	2019	Preston	BxN-RIL-354-10	V1	3
176	252	2	8	0	0	176	2019	Preston	BxN-RIL-354-10	V2	3
176	252	2	8	0	0	176	2019	Preston	BxN-RIL-354-10	V3	3
176	252	2	8	0	0	176	2019	Preston	BxN-RIL-354-10	W1	0
176	252	2	8	0	0	176	2019	Preston	BxN-RIL-354-10	W2	5
176	252	2	8	0	0	176	2019	Preston	BxN-RIL-354-10	W3	4
540	253	2	8	0	0	540	2019	Preston	NxB-RIL-369-7	STD	2
540	253	2	8	0	0	540	2019	Preston	NxB-RIL-369-7	V1	3
540	253	2	8	0	0	540	2019	Preston	NxB-RIL-369-7	V2	3
540	253	2	8	0	0	540	2019	Preston	NxB-RIL-369-7	V3	1
540	253	2	8	0	0	540	2019	Preston	NxB-RIL-369-7	W1	0
540	253	2	8	0	0	540	2019	Preston	NxB-RIL-369-7	W2	7
540	253	2	8	0	0	540	2019	Preston	NxB-RIL-369-7	W3	3
532	254	2	9	0	0	532	2019	Preston	NxB-RIL-368-27	STD	2
532	254	2	9	0	0	532	2019	Preston	NxB-RIL-368-27	V1	3
532	254	2	9	0	0	532	2019	Preston	NxB-RIL-368-27	V2	3
532	254	2	9	0	0	532	2019	Preston	NxB-RIL-368-27	V3	4
532	254	2	9	0	0	532	2019	Preston	NxB-RIL-368-27	W1	1
532	254	2	9	0	0	532	2019	Preston	NxB-RIL-368-27	W2	6
532	254	2	9	0	0	532	2019	Preston	NxB-RIL-368-27	W3	5
157	255	2	9	0	0	157	2019	Preston	BxN-RIL-353-12	STD	1
157	255	2	9	0	0	157	2019	Preston	BxN-RIL-353-12	V1	2
157	255	2	9	0	0	157	2019	Preston	BxN-RIL-353-12	V2	2
157	255	2	9	0	0	157	2019	Preston	BxN-RIL-353-12	V3	2
157	255	2	9	0	0	157	2019	Preston	BxN-RIL-353-12	W1	0
157	255	2	9	0	0	157	2019	Preston	BxN-RIL-353-12	W2	6
157	255	2	9	0	0	157	2019	Preston	BxN-RIL-353-12	W3	4
392	256	2	9	0	0	392	2019	Preston	NxB-RIL-362-26	STD	1
392	256	2	9	0	0	392	2019	Preston	NxB-RIL-362-26	V1	2
392	256	2	9	0	0	392	2019	Preston	NxB-RIL-362-26	V2	1
392	256	2	9	0	0	392	2019	Preston	NxB-RIL-362-26	V3	1
392	256	2	9	0	0	392	2019	Preston	NxB-RIL-362-26	W1	0
392	256	2	9	0	0	392	2019	Preston	NxB-RIL-362-26	W2	3
392	256	2	9	0	0	392	2019	Preston	NxB-RIL-362-26	W3	0
469	257	2	9	0	0	469	2019	Preston	NxB-RIL-366-5	STD	1
469	257	2	9	0	0	469	2019	Preston	NxB-RIL-366-5	V1	2
469	257	2	9	0	0	469	2019	Preston	NxB-RIL-366-5	V2	4
469	257	2	9	0	0	469	2019	Preston	NxB-RIL-366-5	V3	5
469	257	2	9	0	0	469	2019	Preston	NxB-RIL-366-5	W1	2
469	257	2	9	0	0	469	2019	Preston	NxB-RIL-366-5	W2	6
469	257	2	9	0	0	469	2019	Preston	NxB-RIL-366-5	W3	8
715	258	2	9	1	0	715	2019	Preston	NorLin	STD	2
715	258	2	9	1	0	715	2019	Preston	NorLin	V1	2
715	258	2	9	1	0	715	2019	Preston	NorLin	V2	3
715	258	2	9	1	0	715	2019	Preston	NorLin	V3	3
715	258	2	9	1	0	715	2019	Preston	NorLin	W1	0
715	258	2	9	1	0	715	2019	Preston	NorLin	W2	4
715	258	2	9	1	0	715	2019	Preston	NorLin	W3	4
652	259	2	9	0	0	652	2019	Preston	NxB-RIL-373-27	STD	2
652	259	2	9	0	0	652	2019	Preston	NxB-RIL-373-27	V1	2
652	259	2	9	0	0	652	2019	Preston	NxB-RIL-373-27	V2	3
652	259	2	9	0	0	652	2019	Preston	NxB-RIL-373-27	V3	2
652	259	2	9	0	0	652	2019	Preston	NxB-RIL-373-27	W1	1
652	259	2	9	0	0	652	2019	Preston	NxB-RIL-373-27	W2	8
652	259	2	9	0	0	652	2019	Preston	NxB-RIL-373-27	W3	2
398	260	2	9	0	0	398	2019	Preston	NxB-RIL-363-1	STD	2
398	260	2	9	0	0	398	2019	Preston	NxB-RIL-363-1	V1	2
398	260	2	9	0	0	398	2019	Preston	NxB-RIL-363-1	V2	4
398	260	2	9	0	0	398	2019	Preston	NxB-RIL-363-1	V3	4
398	260	2	9	0	0	398	2019	Preston	NxB-RIL-363-1	W1	3
398	260	2	9	0	0	398	2019	Preston	NxB-RIL-363-1	W2	7
398	260	2	9	0	0	398	2019	Preston	NxB-RIL-363-1	W3	6
576	261	2	9	0	0	576	2019	Preston	NxB-RIL-370-21	STD	2
576	261	2	9	0	0	576	2019	Preston	NxB-RIL-370-21	V1	2
576	261	2	9	0	0	576	2019	Preston	NxB-RIL-370-21	V2	3
576	261	2	9	0	0	576	2019	Preston	NxB-RIL-370-21	V3	3
576	261	2	9	0	0	576	2019	Preston	NxB-RIL-370-21	W1	3
576	261	2	9	0	0	576	2019	Preston	NxB-RIL-370-21	W2	7
576	261	2	9	0	0	576	2019	Preston	NxB-RIL-370-21	W3	3
363	262	2	9	0	0	363	2019	Preston	NxB-RIL-361-24	STD	2
363	262	2	9	0	0	363	2019	Preston	NxB-RIL-361-24	V1	2
363	262	2	9	0	0	363	2019	Preston	NxB-RIL-361-24	V2	2
363	262	2	9	0	0	363	2019	Preston	NxB-RIL-361-24	V3	1
363	262	2	9	0	0	363	2019	Preston	NxB-RIL-361-24	W1	1
363	262	2	9	0	0	363	2019	Preston	NxB-RIL-361-24	W2	5
363	262	2	9	0	0	363	2019	Preston	NxB-RIL-361-24	W3	1
21	263	3	1	0	0	21	2019	Preston	BxN-RIL-346-25	STD	2
21	263	3	1	0	0	21	2019	Preston	BxN-RIL-346-25	V1	3
21	263	3	1	0	0	21	2019	Preston	BxN-RIL-346-25	V2	4
21	263	3	1	0	0	21	2019	Preston	BxN-RIL-346-25	V3	4
21	263	3	1	0	0	21	2019	Preston	BxN-RIL-346-25	W1	4
21	263	3	1	0	0	21	2019	Preston	BxN-RIL-346-25	W2	6
21	263	3	1	0	0	21	2019	Preston	BxN-RIL-346-25	W3	7
538	264	3	1	0	0	538	2019	Preston	NxB-RIL-369-5	STD	3
538	264	3	1	0	0	538	2019	Preston	NxB-RIL-369-5	V1	2
538	264	3	1	0	0	538	2019	Preston	NxB-RIL-369-5	V2	2
538	264	3	1	0	0	538	2019	Preston	NxB-RIL-369-5	V3	1
538	264	3	1	0	0	538	2019	Preston	NxB-RIL-369-5	W1	4
538	264	3	1	0	0	538	2019	Preston	NxB-RIL-369-5	W2	4
538	264	3	1	0	0	538	2019	Preston	NxB-RIL-369-5	W3	0
660	265	3	1	0	0	660	2019	Preston	NxB-RIL-374-5	STD	1
660	265	3	1	0	0	660	2019	Preston	NxB-RIL-374-5	V1	1
660	265	3	1	0	0	660	2019	Preston	NxB-RIL-374-5	V2	1
660	265	3	1	0	0	660	2019	Preston	NxB-RIL-374-5	V3	1
660	265	3	1	0	0	660	2019	Preston	NxB-RIL-374-5	W1	0
660	265	3	1	0	0	660	2019	Preston	NxB-RIL-374-5	W2	3
660	265	3	1	0	0	660	2019	Preston	NxB-RIL-374-5	W3	0
562	266	3	1	0	0	562	2019	Preston	NxB-RIL-370-4	STD	2
562	266	3	1	0	0	562	2019	Preston	NxB-RIL-370-4	V1	2
562	266	3	1	0	0	562	2019	Preston	NxB-RIL-370-4	V2	2
562	266	3	1	0	0	562	2019	Preston	NxB-RIL-370-4	V3	1
562	266	3	1	0	0	562	2019	Preston	NxB-RIL-370-4	W1	4
562	266	3	1	0	0	562	2019	Preston	NxB-RIL-370-4	W2	4
562	266	3	1	0	0	562	2019	Preston	NxB-RIL-370-4	W3	0
715	267	3	1	1	0	715	2019	Preston	NorLin	STD	1
715	267	3	1	1	0	715	2019	Preston	NorLin	V1	2
715	267	3	1	1	0	715	2019	Preston	NorLin	V2	2
715	267	3	1	1	0	715	2019	Preston	NorLin	V3	2
715	267	3	1	1	0	715	2019	Preston	NorLin	W1	2
715	267	3	1	1	0	715	2019	Preston	NorLin	W2	4
715	267	3	1	1	0	715	2019	Preston	NorLin	W3	0
459	268	3	1	0	0	459	2019	Preston	NxB-RIL-365-22	STD	2
459	268	3	1	0	0	459	2019	Preston	NxB-RIL-365-22	V1	1
459	268	3	1	0	0	459	2019	Preston	NxB-RIL-365-22	V2	2
459	268	3	1	0	0	459	2019	Preston	NxB-RIL-365-22	V3	2
459	268	3	1	0	0	459	2019	Preston	NxB-RIL-365-22	W1	4
459	268	3	1	0	0	459	2019	Preston	NxB-RIL-365-22	W2	6
459	268	3	1	0	0	459	2019	Preston	NxB-RIL-365-22	W3	1
653	269	3	1	0	0	653	2019	Preston	NxB-RIL-373-28	STD	2
653	269	3	1	0	0	653	2019	Preston	NxB-RIL-373-28	V1	2
653	269	3	1	0	0	653	2019	Preston	NxB-RIL-373-28	V2	5
653	269	3	1	0	0	653	2019	Preston	NxB-RIL-373-28	V3	5
653	269	3	1	0	0	653	2019	Preston	NxB-RIL-373-28	W1	5
653	269	3	1	0	0	653	2019	Preston	NxB-RIL-373-28	W2	8
653	269	3	1	0	0	653	2019	Preston	NxB-RIL-373-28	W3	8
269	270	3	1	0	0	269	2019	Preston	BxN-RIL-358-19	STD	1
269	270	3	1	0	0	269	2019	Preston	BxN-RIL-358-19	V1	3
269	270	3	1	0	0	269	2019	Preston	BxN-RIL-358-19	V2	3
269	270	3	1	0	0	269	2019	Preston	BxN-RIL-358-19	V3	3
269	270	3	1	0	0	269	2019	Preston	BxN-RIL-358-19	W1	2
269	270	3	1	0	0	269	2019	Preston	BxN-RIL-358-19	W2	7
269	270	3	1	0	0	269	2019	Preston	BxN-RIL-358-19	W3	4
685	271	3	1	0	0	685	2019	Preston	NxB-RIL-375-3	STD	1
685	271	3	1	0	0	685	2019	Preston	NxB-RIL-375-3	V1	2
685	271	3	1	0	0	685	2019	Preston	NxB-RIL-375-3	V2	2
685	271	3	1	0	0	685	2019	Preston	NxB-RIL-375-3	V3	4
685	271	3	1	0	0	685	2019	Preston	NxB-RIL-375-3	W1	4
685	271	3	1	0	0	685	2019	Preston	NxB-RIL-375-3	W2	6
685	271	3	1	0	0	685	2019	Preston	NxB-RIL-375-3	W3	8
250	272	3	2	0	0	250	2019	Preston	BxN-RIL-357-23	STD	1
250	272	3	2	0	0	250	2019	Preston	BxN-RIL-357-23	V1	1
250	272	3	2	0	0	250	2019	Preston	BxN-RIL-357-23	V2	1
250	272	3	2	0	0	250	2019	Preston	BxN-RIL-357-23	V3	1
250	272	3	2	0	0	250	2019	Preston	BxN-RIL-357-23	W1	0
250	272	3	2	0	0	250	2019	Preston	BxN-RIL-357-23	W2	2
250	272	3	2	0	0	250	2019	Preston	BxN-RIL-357-23	W3	0
23	273	3	2	0	0	23	2019	Preston	BxN-RIL-346-28	STD	2
23	273	3	2	0	0	23	2019	Preston	BxN-RIL-346-28	V1	3
23	273	3	2	0	0	23	2019	Preston	BxN-RIL-346-28	V2	4
23	273	3	2	0	0	23	2019	Preston	BxN-RIL-346-28	V3	4
23	273	3	2	0	0	23	2019	Preston	BxN-RIL-346-28	W1	5
23	273	3	2	0	0	23	2019	Preston	BxN-RIL-346-28	W2	6
23	273	3	2	0	0	23	2019	Preston	BxN-RIL-346-28	W3	8
292	274	3	2	0	0	292	2019	Preston	BxN-RIL-359-12	STD	1
292	274	3	2	0	0	292	2019	Preston	BxN-RIL-359-12	V1	1
292	274	3	2	0	0	292	2019	Preston	BxN-RIL-359-12	V2	1
292	274	3	2	0	0	292	2019	Preston	BxN-RIL-359-12	V3	1
292	274	3	2	0	0	292	2019	Preston	BxN-RIL-359-12	W1	0
292	274	3	2	0	0	292	2019	Preston	BxN-RIL-359-12	W2	2
292	274	3	2	0	0	292	2019	Preston	BxN-RIL-359-12	W3	0
245	275	3	2	0	0	245	2019	Preston	BxN-RIL-357-18	STD	3
245	275	3	2	0	0	245	2019	Preston	BxN-RIL-357-18	V1	4
245	275	3	2	0	0	245	2019	Preston	BxN-RIL-357-18	V2	5
245	275	3	2	0	0	245	2019	Preston	BxN-RIL-357-18	V3	5
245	275	3	2	0	0	245	2019	Preston	BxN-RIL-357-18	W1	5
245	275	3	2	0	0	245	2019	Preston	BxN-RIL-357-18	W2	8
245	275	3	2	0	0	245	2019	Preston	BxN-RIL-357-18	W3	8
715	276	3	2	1	0	715	2019	Preston	NorLin	STD	3
715	276	3	2	1	0	715	2019	Preston	NorLin	V1	3
715	276	3	2	1	0	715	2019	Preston	NorLin	V2	3
715	276	3	2	1	0	715	2019	Preston	NorLin	V3	2
715	276	3	2	1	0	715	2019	Preston	NorLin	W1	2
715	276	3	2	1	0	715	2019	Preston	NorLin	W2	4
715	276	3	2	1	0	715	2019	Preston	NorLin	W3	2
582	277	3	2	0	0	582	2019	Preston	NxB-RIL-371-1	STD	3
582	277	3	2	0	0	582	2019	Preston	NxB-RIL-371-1	V1	3
582	277	3	2	0	0	582	2019	Preston	NxB-RIL-371-1	V2	3
582	277	3	2	0	0	582	2019	Preston	NxB-RIL-371-1	V3	2
582	277	3	2	0	0	582	2019	Preston	NxB-RIL-371-1	W1	4
582	277	3	2	0	0	582	2019	Preston	NxB-RIL-371-1	W2	6
582	277	3	2	0	0	582	2019	Preston	NxB-RIL-371-1	W3	6
712	278	3	2	0	0	712	2019	Preston	Novelty3	STD	4
712	278	3	2	0	0	712	2019	Preston	Novelty3	V1	5
712	278	3	2	0	0	712	2019	Preston	Novelty3	V2	5
712	278	3	2	0	0	712	2019	Preston	Novelty3	V3	3
712	278	3	2	0	0	712	2019	Preston	Novelty3	W1	5
712	278	3	2	0	0	712	2019	Preston	Novelty3	W2	8
712	278	3	2	0	0	712	2019	Preston	Novelty3	W3	7
98	279	3	2	0	0	98	2019	Preston	BxN-RIL-350-13	STD	3
98	279	3	2	0	0	98	2019	Preston	BxN-RIL-350-13	V1	4
98	279	3	2	0	0	98	2019	Preston	BxN-RIL-350-13	V2	4
98	279	3	2	0	0	98	2019	Preston	BxN-RIL-350-13	V3	5
98	279	3	2	0	0	98	2019	Preston	BxN-RIL-350-13	W1	5
98	279	3	2	0	0	98	2019	Preston	BxN-RIL-350-13	W2	7
98	279	3	2	0	0	98	2019	Preston	BxN-RIL-350-13	W3	8
6	280	3	2	0	0	6	2019	Preston	BxN-RIL-346-7	STD	3
6	280	3	2	0	0	6	2019	Preston	BxN-RIL-346-7	V1	1
6	280	3	2	0	0	6	2019	Preston	BxN-RIL-346-7	V2	3
6	280	3	2	0	0	6	2019	Preston	BxN-RIL-346-7	V3	2
6	280	3	2	0	0	6	2019	Preston	BxN-RIL-346-7	W1	0
6	280	3	2	0	0	6	2019	Preston	BxN-RIL-346-7	W2	6
6	280	3	2	0	0	6	2019	Preston	BxN-RIL-346-7	W3	3
351	281	3	3	0	0	351	2019	Preston	NxB-RIL-361-12	STD	2
351	281	3	3	0	0	351	2019	Preston	NxB-RIL-361-12	V1	1
351	281	3	3	0	0	351	2019	Preston	NxB-RIL-361-12	V2	2
351	281	3	3	0	0	351	2019	Preston	NxB-RIL-361-12	V3	2
351	281	3	3	0	0	351	2019	Preston	NxB-RIL-361-12	W1	0
351	281	3	3	0	0	351	2019	Preston	NxB-RIL-361-12	W2	5
351	281	3	3	0	0	351	2019	Preston	NxB-RIL-361-12	W3	2
396	282	3	3	0	0	396	2019	Preston	NxB-RIL-362-32	STD	3
396	282	3	3	0	0	396	2019	Preston	NxB-RIL-362-32	V1	3
396	282	3	3	0	0	396	2019	Preston	NxB-RIL-362-32	V2	4
396	282	3	3	0	0	396	2019	Preston	NxB-RIL-362-32	V3	5
396	282	3	3	0	0	396	2019	Preston	NxB-RIL-362-32	W1	5
396	282	3	3	0	0	396	2019	Preston	NxB-RIL-362-32	W2	7
396	282	3	3	0	0	396	2019	Preston	NxB-RIL-362-32	W3	8
520	283	3	3	0	0	520	2019	Preston	NxB-RIL-368-15	STD	1
520	283	3	3	0	0	520	2019	Preston	NxB-RIL-368-15	V1	1
520	283	3	3	0	0	520	2019	Preston	NxB-RIL-368-15	V2	3
520	283	3	3	0	0	520	2019	Preston	NxB-RIL-368-15	V3	2
520	283	3	3	0	0	520	2019	Preston	NxB-RIL-368-15	W1	4
520	283	3	3	0	0	520	2019	Preston	NxB-RIL-368-15	W2	6
520	283	3	3	0	0	520	2019	Preston	NxB-RIL-368-15	W3	4
358	284	3	3	0	0	358	2019	Preston	NxB-RIL-361-19	STD	1
358	284	3	3	0	0	358	2019	Preston	NxB-RIL-361-19	V1	3
358	284	3	3	0	0	358	2019	Preston	NxB-RIL-361-19	V2	4
358	284	3	3	0	0	358	2019	Preston	NxB-RIL-361-19	V3	4
358	284	3	3	0	0	358	2019	Preston	NxB-RIL-361-19	W1	5
358	284	3	3	0	0	358	2019	Preston	NxB-RIL-361-19	W2	7
358	284	3	3	0	0	358	2019	Preston	NxB-RIL-361-19	W3	7
715	285	3	3	1	0	715	2019	Preston	NorLin	STD	3
715	285	3	3	1	0	715	2019	Preston	NorLin	V1	3
715	285	3	3	1	0	715	2019	Preston	NorLin	V2	4
715	285	3	3	1	0	715	2019	Preston	NorLin	V3	3
715	285	3	3	1	0	715	2019	Preston	NorLin	W1	0
715	285	3	3	1	0	715	2019	Preston	NorLin	W2	7
715	285	3	3	1	0	715	2019	Preston	NorLin	W3	3
119	286	3	3	0	0	119	2019	Preston	BxN-RIL-351-18	STD	2
119	286	3	3	0	0	119	2019	Preston	BxN-RIL-351-18	V1	2
119	286	3	3	0	0	119	2019	Preston	BxN-RIL-351-18	V2	4
119	286	3	3	0	0	119	2019	Preston	BxN-RIL-351-18	V3	3
119	286	3	3	0	0	119	2019	Preston	BxN-RIL-351-18	W1	5
119	286	3	3	0	0	119	2019	Preston	BxN-RIL-351-18	W2	8
119	286	3	3	0	0	119	2019	Preston	BxN-RIL-351-18	W3	4
620	287	3	3	0	0	620	2019	Preston	NxB-RIL-372-26	STD	2
620	287	3	3	0	0	620	2019	Preston	NxB-RIL-372-26	V1	2
620	287	3	3	0	0	620	2019	Preston	NxB-RIL-372-26	V2	3
620	287	3	3	0	0	620	2019	Preston	NxB-RIL-372-26	V3	2
620	287	3	3	0	0	620	2019	Preston	NxB-RIL-372-26	W1	0
620	287	3	3	0	0	620	2019	Preston	NxB-RIL-372-26	W2	5
620	287	3	3	0	0	620	2019	Preston	NxB-RIL-372-26	W3	2
246	288	3	3	0	0	246	2019	Preston	BxN-RIL-357-19	STD	2
246	288	3	3	0	0	246	2019	Preston	BxN-RIL-357-19	V1	2
246	288	3	3	0	0	246	2019	Preston	BxN-RIL-357-19	V2	2
246	288	3	3	0	0	246	2019	Preston	BxN-RIL-357-19	V3	1
246	288	3	3	0	0	246	2019	Preston	BxN-RIL-357-19	W1	0
246	288	3	3	0	0	246	2019	Preston	BxN-RIL-357-19	W2	6
246	288	3	3	0	0	246	2019	Preston	BxN-RIL-357-19	W3	1
170	289	3	3	0	0	170	2019	Preston	BxN-RIL-354-2	STD	2
170	289	3	3	0	0	170	2019	Preston	BxN-RIL-354-2	V1	1
170	289	3	3	0	0	170	2019	Preston	BxN-RIL-354-2	V2	2
170	289	3	3	0	0	170	2019	Preston	BxN-RIL-354-2	V3	1
170	289	3	3	0	0	170	2019	Preston	BxN-RIL-354-2	W1	0
170	289	3	3	0	0	170	2019	Preston	BxN-RIL-354-2	W2	5
170	289	3	3	0	0	170	2019	Preston	BxN-RIL-354-2	W3	2
406	290	3	4	0	0	406	2019	Preston	NxB-RIL-363-13	STD	4
406	290	3	4	0	0	406	2019	Preston	NxB-RIL-363-13	V1	3
406	290	3	4	0	0	406	2019	Preston	NxB-RIL-363-13	V2	3
406	290	3	4	0	0	406	2019	Preston	NxB-RIL-363-13	V3	5
406	290	3	4	0	0	406	2019	Preston	NxB-RIL-363-13	W1	5
406	290	3	4	0	0	406	2019	Preston	NxB-RIL-363-13	W2	7
406	290	3	4	0	0	406	2019	Preston	NxB-RIL-363-13	W3	8
658	291	3	4	0	0	658	2019	Preston	NxB-RIL-374-3	STD	1
658	291	3	4	0	0	658	2019	Preston	NxB-RIL-374-3	V1	1
658	291	3	4	0	0	658	2019	Preston	NxB-RIL-374-3	V2	1
658	291	3	4	0	0	658	2019	Preston	NxB-RIL-374-3	V3	1
658	291	3	4	0	0	658	2019	Preston	NxB-RIL-374-3	W1	0
658	291	3	4	0	0	658	2019	Preston	NxB-RIL-374-3	W2	6
